,STOP_ID,LATITUDE,STOP_NAME,LONGITUDE,TICKETZONE,ROUTEUSSP,geometry_x,location_id,Sensor Name,sensor_latitude,sensor_longitude,sensor_geometry,Hour,Value
500,19666,-37.740204,50-Cooper St/Keilor Rd (Essendon),144.899415,1,59,POINT (314915.0378584121 5820932.046180911),,,,,,,
501,19667,-37.738772,51-Bradshaw St/Keilor Rd (Essendon),144.895926,1,59,POINT (314603.99987154745 5821084.040068098),,,,,,,
502,19669,-37.736552,53A-Matthews Ave/Keilor Rd (Essendon),144.890168,1,59,POINT (314091.0486071024 5821318.962844561),,,,,,,
503,19670,-37.734959,53-Keilor Rd/Matthews Ave (Niddrie),144.889316,1,59,POINT (314011.9674965233 5821494.038424207),,,,,,,
504,19671,-37.732371,54-Fullarton Rd/Matthews Ave (Airport West),144.889696,1,59,POINT (314038.9937560529 5821781.968810334),,,,,,,
505,19672,-37.729963,55-Cameron St/Matthews Ave (Airport West),144.890128,1,59,POINT (314071.0416433795 5822050.03801447),,,,,,,
506,19673,-37.727205,56-Earl St/Matthews Ave (Airport West),144.890603,1,59,POINT (314105.99269845884 5822357.021224998),,,,,,,
507,19674,-37.723117,57-Hawker St/Matthews Ave (Airport West),144.891286,1,59,POINT (314155.9620167538 5822812.01409983),,,,,,,
508,19675,-37.718416,58-Marshall Rd/Matthews Ave (Airport West),144.891975,1,59,POINT (314204.94690159 5823335.029198835),,,,,,,
509,992,-37.77008,41-Maribyrnong Park/Maribyrnong Rd (Ascot Vale),144.902055,1,82,POINT (315222.0271834342 5817622.03359377),,,,,,,
510,992,-37.77008,41-Maribyrnong Park/Maribyrnong Rd (Ascot Vale),144.902055,1,57,POINT (315222.0271834342 5817622.03359377),,,,,,,
511,4945,-37.769318,43-Van Ness Ave/Raleigh Rd (Maribyrnong),144.895673,1,82,POINT (314657.9851584427 5817693.9614646565),,,,,,,
512,4945,-37.769318,43-Van Ness Ave/Raleigh Rd (Maribyrnong),144.895673,1,57,POINT (314657.9851584427 5817693.9614646565),,,,,,,
513,18730,-37.744359,134-Merribell Ave/Nicholson St (Coburg),144.977728,1,1,POINT (321825.9866610637 5820623.023712885),,,,,,,
514,18721,-37.75688,129-Moreland Rd/Holmes St (Brunswick),144.974754,1,6,POINT (321594.01470135164 5819227.966147499),,,,,,,
515,18721,-37.75688,129-Moreland Rd/Holmes St (Brunswick),144.974754,1,1,POINT (321594.01470135164 5819227.966147499),,,,,,,
516,18722,-37.756206,130-Barrow St/Moreland Rd (Coburg),144.970153,1,6,POINT (321187.0277891083 5819293.970497727),,,,,,,
517,18723,-37.75581,131-De Carle St/Moreland Rd (Coburg),144.96652,1,6,POINT (320866.02194485744 5819330.960846205),,,,,,,
518,18724,-37.755564,132-Sydney Rd/Moreland Rd (Coburg),144.964279,1,6,POINT (320667.9918891848 5819353.960287631),,,,,,,
519,18725,-37.75526,133-Moreland Station/Moreland Rd (Coburg),144.962381,1,6,POINT (320500.0461282641 5819384.055099672),,,,,,,
520,18726,-37.753566,130-The Avenue/Nicholson St (Coburg),144.975945,1,1,POINT (321690.9739877976 5819597.972790372),,,,,,,
521,16716,-37.74874,31-Reynard St/Sydney Rd (Coburg),144.965204,1,19,POINT (320733.0004395829 5820112.966633759),,,,,,,
522,16719,-37.75564,28-Moreland Rd/Sydney Rd (Brunswick),144.964016,1,19,POINT (320644.99041778495 5819345.026753326),,,,,,,
523,17316,-37.751861,30-The Avenue/Sydney Rd (Coburg),144.964846,1,19,POINT (320709.0055269203 5819765.956645591),,,,,,,
524,17317,-37.753505,29-Moore St/Sydney Rd (Coburg),144.964551,1,19,POINT (320686.96611378645 5819582.960813051),,,,,,,
525,17318,-37.755311,28-Moreland Rd/Sydney Rd (Coburg),144.964252,1,19,POINT (320665.00210393104 5819381.981585246),,,,,,,
526,18727,-37.75134,131-Rennie St/Nicholson St (Coburg),144.976505,1,1,POINT (321734.9832797599 5819846.055069393),,,,,,,
527,18728,-37.749418,132-Crozier St/Nicholson St (Coburg),144.976841,1,1,POINT (321759.9643848497 5820059.964068005),,,,,,,
528,18729,-37.746371,133-Harding St/Nicholson St (Coburg),144.97731,1,1,POINT (321793.98456545174 5820398.972018676),,,,,,,
529,21961,-37.753502,29-Moore St/Sydney Rd (Coburg),144.964415,1,19,POINT (320675.0013927459 5819583.030177748),,,,,,,
530,19357,-37.756541,129-Moreland Rd/Nicholson St (Coburg),144.974979,1,1,POINT (321613.02273680887 5819266.015787512),,,,,,,
531,19358,-37.756571,129-Moreland Rd/Holmes St (Brunswick),144.974626,1,6,POINT (321581.9813255374 5819262.006507348),,,,,,,
532,19359,-37.756058,130-Barrow St/Moreland Rd (Coburg),144.969975,1,6,POINT (321171.0035235325 5819310.048851358),,,,,,,
533,19361,-37.75534,132-Sydney Rd/Moreland Rd (Coburg),144.963854,1,6,POINT (320629.9932484669 5819378.002290606),,,,,,,
534,19363,-37.753372,130-The Avenue/Nicholson St (Coburg),144.976189,1,1,POINT (321712.0126332712 5819619.969717042),,,,,,,
535,19364,-37.751217,131-Rennie St/Nicholson St (Coburg),144.976679,1,1,POINT (321750.00824695965 5819860.028469147),,,,,,,
536,19365,-37.749393,132-Crozier St/Nicholson St (Coburg),144.97699,1,1,POINT (321773.0361394933 5820063.02439647),,,,,,,
537,19366,-37.746059,133-Harding St/Nicholson St (Coburg),144.977523,1,1,POINT (321812.0149078294 5820433.992349865),,,,,,,
538,19367,-37.744371,134-Merribell Ave/Nicholson St (Coburg),144.977887,1,1,POINT (321840.03625848284 5820621.998513244),,,,,,,
539,19368,-37.742861,135-Bell St/Nicholson St (Coburg),144.978132,1,1,POINT (321857.98604298686 5820790.023649819),,,,,,,
540,6103,-37.751983,42-Dundas St/Plenty Rd (Preston),145.002002,1,86,POINT (323982.9618679797 5819822.986427238),,,,,,,
541,6104,-37.75455,41-Collins St/High St (Thornbury),145.001366,1,86,POINT (323933.0019037785 5819536.945581149),,,,,,,
542,6105,-37.756698,40-Mansfield St/High St (Thornbury),145.001047,1,86,POINT (323909.99470716395 5819297.990003701),,,,,,,
543,4161,-37.755414,33-Hutton St/St Georges Rd (Thornbury),144.993931,1,11,POINT (323280.00860670523 5819427.049931839),,,,,,,
544,4162,-37.752033,34-Miller St/St Georges Rd (Preston),144.994885,1,11,POINT (323356.01517383417 5819804.026696835),,,,,,,
545,4163,-37.751441,36-Bracken Ave/Miller St (Thornbury),144.991314,1,11,POINT (323039.99310416786 5819862.960297257),,,,,,,
546,4164,-37.750312,37-Miller St/Gilbert Rd (Preston),144.988042,1,11,POINT (322749.01048634993 5819982.049545407),,,,,,,
547,4165,-37.748083,38-Oakover Rd/Gilbert Rd (Preston),144.988375,1,11,POINT (322773.0316887584 5820230.02401264),,,,,,,
548,4166,-37.745639,39-Latona Ave/Gilbert Rd (Preston),144.988804,1,11,POINT (322805.01165306487 5820502.02884198),,,,,,,
549,4167,-37.744075,40-Bell St/Gilbert Rd (Preston),144.989028,1,11,POINT (322821.0116277712 5820676.003733149),,,,,,,
550,4168,-37.741316,41-Bruce St/Gilbert Rd (Preston),144.9895,1,11,POINT (322856.01990331087 5820983.043003257),,,,,,,
551,4169,-37.739096,42-Cramer St/Gilbert Rd (Preston),144.989832,1,11,POINT (322879.9758123979 5821230.015817698),,,,,,,
552,4170,-37.736715,43-Murray Rd/Gilbert Rd (Preston),144.990214,1,11,POINT (322907.9597392146 5821494.94947066),,,,,,,
553,4171,-37.73454,44-Cooper St/Gilbert Rd (Preston),144.990591,1,11,POINT (322936.02476494835 5821737.004259546),,,,,,,
554,4172,-37.732994,45-Jacka St/Gilbert Rd (Preston),144.990848,1,11,POINT (322954.99362754065 5821909.043660106),,,,,,,
555,4173,-37.730056,46-McNamara St/Gilbert Rd (Preston),144.991359,1,11,POINT (322993.0157487165 5822236.0286054015),,,,,,,
556,4195,-37.73447,51-Wood St/Plenty Rd (Preston),145.013548,1,86,POINT (324958.96718917566 5821787.966404213),,,,,,,
557,4196,-37.736839,50-Sylvester Gr/Plenty Rd (Preston),145.012418,1,86,POINT (324864.96431481955 5821522.980429657),,,,,,,
558,4197,-37.738894,49-Murray Rd/Plenty Rd (Preston),145.011365,1,86,POINT (324777.0163465036 5821292.981179368),,,,,,,
559,4198,-37.741153,48-Gower St/Plenty Rd (Preston),145.009591,1,86,POINT (324626.0140973332 5821038.9893052075),,,,,,,
560,4199,-37.743207,47-David St/Plenty Rd (Preston),145.007958,1,86,POINT (324486.97175039095 5820807.998873367),,,,,,,
561,4201,-37.74576,45-Bell St/Plenty Rd (Preston),145.005994,1,86,POINT (324319.9659205326 5820521.027758768),,,,,,,
562,4202,-37.747061,44-Seymour St/Plenty Rd (Preston),145.00512,1,86,POINT (324246.02602991974 5820375.016922113),,,,,,,
563,4203,-37.749182,43-Raglan St/Plenty Rd (Preston),145.003701,1,86,POINT (324126.00701523793 5820136.991013879),,,,,,,
564,4204,-37.752462,42-Miller St/High St (Thornbury),145.001536,1,86,POINT (323943.02247218665 5819768.959270884),,,,,,,
565,4205,-37.754358,41-Blythe St/High St (Thornbury),145.001235,1,86,POINT (323921.0017924323 5819558.000753377),,,,,,,
566,4206,-37.756721,40-Mansfield St/High St (Thornbury),145.000831,1,86,POINT (323891.01956002373 5819295.036664389),,,,,,,
567,4471,-37.755121,33-Hutton St/St Georges Rd (Thornbury),144.994188,1,11,POINT (323301.9569633314 5819460.052655499),,,,,,,
568,4472,-37.752268,34-Miller St/St Georges Rd (Preston),144.994924,1,11,POINT (323360.03138893755 5819778.02523992),,,,,,,
569,4473,-37.751263,36-Devon St/Miller St (Preston),144.990944,1,11,POINT (323006.9623929481 5819882.014001539),,,,,,,
570,4474,-37.751644,35-St Georges Rd/Miller St (Preston),144.994793,1,11,POINT (323347.00178779545 5819847.016319249),,,,,,,
571,4475,-37.750602,37-Miller St/Gilbert Rd (Preston),144.988125,1,11,POINT (322757.02956516936 5819950.029595289),,,,,,,
572,4476,-37.74823,38-Oakover Rd/Gilbert Rd (Preston),144.988541,1,11,POINT (322788.0053664543 5820214.019972498),,,,,,,
573,4477,-37.745624,39-Latona Ave/Gilbert Rd (Preston),144.988963,1,11,POINT (322818.9646746966 5820503.997343842),,,,,,,
574,4478,-37.743538,40-Bell St/Gilbert Rd (Preston),144.989247,1,11,POINT (322839.01756530127 5820736.009531807),,,,,,,
575,4479,-37.74096,41-Bruce St/Gilbert Rd (Preston),144.989714,1,11,POINT (322874.0460241802 5821022.956344382),,,,,,,
576,4480,-37.73891,42-Cramer St/Gilbert Rd (Preston),144.99003,1,11,POINT (322896.9803494582 5821251.0333358925),,,,,,,
577,4481,-37.736466,43-Murray Rd/Gilbert Rd (Preston),144.990414,1,11,POINT (322925.0053757274 5821522.951757056),,,,,,,
578,4482,-37.734606,44-Cooper St/Gilbert Rd (Preston),144.990737,1,11,POINT (322949.03076634754 5821729.95982741),,,,,,,
579,4483,-37.732764,45-Jacka St/Gilbert Rd (Preston),144.991059,1,11,POINT (322973.03719094966 5821934.969003271),,,,,,,
580,4484,-37.729186,47-West Preston/Gilbert Rd (Preston),144.991587,1,11,POINT (323011.0276633807 5822332.991832206),,,,,,,
581,4503,-37.730994,52-Tyler St/Plenty Rd (Preston),145.014765,"1,2",86,POINT (325058.04874354915 5822175.9508884065),,,,,,,
582,4504,-37.734321,51-Wood St/Plenty Rd (Preston),145.013825,1,86,POINT (324983.044788782 5821805.022975251),,,,,,,
583,4505,-37.736868,50-Sylvester Gr/Plenty Rd (Preston),145.012565,1,86,POINT (324878.0079195483 5821520.040277325),,,,,,,
584,4506,-37.73871,49-Murray Rd/Plenty Rd (Preston),145.011676,1,86,POINT (324803.9917697232 5821313.976586498),,,,,,,
585,4507,-37.740774,48-Gower St/Plenty Rd (Preston),145.010089,1,86,POINT (324669.02412371483 5821081.977428848),,,,,,,
586,4508,-37.742882,47-David St/Plenty Rd (Preston),145.008444,1,86,POINT (324529.02874155296 5820844.97277892),,,,,,,
587,4510,-37.745337,45-Bell St/Plenty Rd (Preston),145.006528,1,86,POINT (324366.0077600043 5820568.96810773),,,,,,,
588,4511,-37.746877,44-Osborne Gr/Plenty Rd (Preston),145.00542,1,86,POINT (324272.0135547611 5820396.003272182),,,,,,,
589,4512,-37.748882,43-Raglan St/Plenty Rd (Preston),145.004095,1,86,POINT (324160.02926859236 5820171.0280670775),,,,,,,
590,18566,-37.794648,51-Balwyn Rd/Doncaster Rd (Balwyn North),145.084631,1,48,POINT (331359.9862776632 5815241.011057658),,,,,,,
591,18567,-37.794372,50-Dight Ave/Doncaster Rd (Balwyn North),145.080936,1,48,POINT (331033.99437017133 5815264.955899792),,,,,,,
592,18568,-37.793941,49-Buchanan Ave/Doncaster Rd (Balwyn North),145.077722,1,48,POINT (330749.99674211314 5815306.966245297),,,,,,,
593,18569,-37.793412,48-Osburn Ave/Doncaster Rd (Balwyn North),145.074567,1,48,POINT (330470.97041665413 5815359.949569753),,,,,,,
594,18570,-37.792727,47-North Balwyn Shopping Centre/Doncaster Rd (Balwyn North),145.070724,1,48,POINT (330131.0035128534 5815428.980334847),,,,,,,
595,18571,-37.793006,46-Wattle Ave/Doncaster Rd (Balwyn North),145.067401,1,48,POINT (329839.04938754055 5815391.976336282),,,,,,,
596,18574,-37.7947,43-Kew High School/High St (Kew East),145.061349,1,48,POINT (329310.03528551286 5815192.9683864005),,,,,,,
597,18575,-37.796324,42-Woodlands Ave/High St (Kew East),145.057672,1,48,POINT (328990.0011277705 5815006.034125993),,,,,,,
598,18576,-37.797966,41-Station St/High St (Kew East),145.053927,1,48,POINT (328664.03172285814 5814816.9747348875),,,,,,,
599,18577,-37.798721,40-Harp Village/High St (Kew East),145.052192,1,48,POINT (328513.02469245205 5814730.013051597),,,,,,,
600,18578,-37.799564,39-Harp Rd/High St (Kew East),145.050273,1,48,POINT (328345.99541133177 5814632.942786102),,,,,,,
601,18579,-37.801316,38-Victoria Park/High St (Kew East),145.046172,1,48,POINT (327988.9627215422 5814430.997506106),,,,,,,
602,18580,-37.802582,37-Kew Cemetery/High St (Kew),145.042652,1,48,POINT (327682.00650856626 5814284.02734491),,,,,,,
603,18581,-37.803539,36-Gladstone St/High St (Kew),145.040014,1,48,POINT (327451.9640497774 5814172.968681528),,,,,,,
604,18582,-37.805012,35-Charles St/High St (Kew),145.035977,1,48,POINT (327099.96318732493 5814002.05078098),,,,,,,
605,18583,-37.80564,34-Union St/High St (Kew),145.034166,1,48,POINT (326941.97090761946 5813929.009246508),,,,,,,
606,18584,-37.806674,33-Kew Shopping Centre/High St (Kew),145.031311,1,48,POINT (326693.0476400587 5813808.978411434),,,,,,,
607,18343,-37.813253,26-Barkers Rd/Church St (Hawthorn),145.023252,1,48,POINT (325998.9792024554 5813063.958575811),,,,,,,
608,18347,-37.805617,34-Pakington St/High St (Kew),145.033837,1,48,POINT (326912.947967194 5813930.956315233),,,,,,,
609,18348,-37.804987,35-Cobden St/High St (Kew),145.035546,1,48,POINT (327061.96570886206 5814004.029541577),,,,,,,
610,18349,-37.803489,36-Parkhill Rd/High St (Kew),145.039755,1,48,POINT (327429.0268213275 5814178.032635929),,,,,,,
611,18350,-37.802473,37-Kew Cemetery/High St (Kew),145.042564,1,48,POINT (327673.9875932131 5814295.9587074155),,,,,,,
612,18351,-37.801259,38-Victoria Park/High St (Kew),145.045981,1,48,POINT (327972.03126580146 5814436.9678791),,,,,,,
613,18352,-37.799413,39-Harp Rd/High St (Kew),145.050436,1,48,POINT (328360.0047576431 5814650.000218092),,,,,,,
614,18353,-37.798628,40-Harp Village/High St (Kew East),145.052024,1,48,POINT (328498.0067866775 5814740.020854998),,,,,,,
615,18354,-37.797439,41-Clyde St/High St (Kew East),145.054758,1,48,POINT (328735.9736430815 5814876.980573684),,,,,,,
616,18355,-37.796397,42-Irymple Ave/High St (Kew East),145.057159,1,48,POINT (328944.9985698456 5814996.99589213),,,,,,,
617,18356,-37.79465,43-Kew High School/High St (Kew East),145.061089,1,48,POINT (329287.0015082325 5815198.035594723),,,,,,,
618,18357,-37.79353,44-Burke Rd/High St (Kew),145.063662,1,48,POINT (329511.0150832031 5815327.018748464),,,,,,,
619,18358,-37.793168,45-Burke Rd/Doncaster Rd (Balwyn North),145.065216,1,48,POINT (329647.0009519928 5815370.019019634),,,,,,,
620,18359,-37.792835,46-Wattle Ave/Doncaster Rd (Balwyn North),145.06745,1,48,POINT (329842.9682560757 5815411.0403322205),,,,,,,
621,18360,-37.792712,47-North Balwyn Shopping Centre/Doncaster Rd (Balwyn North),145.07144,1,48,POINT (330194.02105368424 5815431.949416801),,,,,,,
622,18361,-37.793217,48-Sunburst Ave/Doncaster Rd (Balwyn North),145.074266,1,48,POINT (330444.0232686931 5815381.044856083),,,,,,,
623,18362,-37.793756,49-Cityview Rd/Doncaster Rd (Balwyn North),145.077466,1,48,POINT (330727.03581232065 5815327.035398042),,,,,,,
624,18363,-37.794259,50-Hill Rd/Doncaster Rd (Balwyn North),145.081189,1,48,POINT (331056.0216378699 5815277.956808465),,,,,,,
625,19742,-37.812964,29-Barkers Rd/High St (Kew),145.023771,1,48,POINT (326043.9684060931 5813097.002561115),,,,,,,
626,19742,-37.812964,29-Barkers Rd/High St (Kew),145.023771,1,109,POINT (326043.9684060931 5813097.002561115),,,,,,,
627,19744,-37.810081,31-Stevenson St/High St (Kew),145.026506,1,48,POINT (326278.0058609779 5813422.001771807),,,,,,,
628,19744,-37.810081,31-Stevenson St/High St (Kew),145.026506,1,109,POINT (326278.0058609779 5813422.001771807),,,,,,,
629,19745,-37.807431,32-Kew Junction/High St (Kew),145.029144,1,48,POINT (326504.018533 5813720.956492207),,,,,,,
630,19745,-37.807431,32-Kew Junction/High St (Kew),145.029144,1,109,POINT (326504.018533 5813720.956492207),,,,,,,
631,19746,-37.806989,34-High St/Cotham Rd (Kew),145.031302,1,109,POINT (326692.99172415887 5813774.0077756625),,,,,,,
632,19747,-37.807475,35-Charles St/Cotham Rd (Kew),145.035549,1,109,POINT (327068.02367048734 5813727.948864125),,,,,,,
633,19748,-37.807799,36-Glenferrie Rd/Cotham Rd (Kew),145.038255,1,109,POINT (327307.02321431506 5813697.002143916),,,,,,,
634,19749,-37.808316,37-Belmont Ave/Cotham Rd (Kew),145.042773,1,109,POINT (327705.98449169775 5813647.9800258465),,,,,,,
635,19750,-37.808706,38-Marshall Ave/Cotham Rd (Kew),145.046171,1,109,POINT (328006.0469463349 5813610.968760066),,,,,,,
636,19751,-37.809116,39-Thomas St/Cotham Rd (Kew),145.049749,1,109,POINT (328321.96765203495 5813572.049736191),,,,,,,
637,19752,-37.809523,40-St George's Hospital/Cotham Rd (Kew),145.053055,1,109,POINT (328613.9809923273 5813532.960278271),,,,,,,
638,19753,-37.810098,41-Kew Traffic School/Cotham Rd (Kew),145.057879,1,109,POINT (329039.99662357324 5813477.993951577),,,,,,,
639,19778,-37.810444,42-Burke Rd/Whitehorse Rd (Balwyn),145.060857,1,109,POINT (329302.95766932867 5813445.050429592),,,,,,,
640,20584,-37.814812,77-Barkers Rd/Glenferrie Rd (Hawthorn),145.036717,1,16,POINT (327187.94777895825 5812915.962918626),,,,,,,
641,20590,-37.812116,78-Fitzwilliam St/Glenferrie Rd (Hawthorn),145.037209,1,16,POINT (327224.9839995558 5813216.039123718),,,,,,,
642,20591,-37.812021,78-Fitzwilliam St/Glenferrie Rd (Hawthorn),145.037462,1,16,POINT (327247.04225921247 5813227.043309573),,,,,,,
643,20592,-37.810087,79-Wellington St/Glenferrie Rd (Hawthorn),145.037638,1,16,POINT (327258.03211515513 5813441.97601656),,,,,,,
644,20593,-37.809901,79-Wellington St/Glenferrie Rd (Hawthorn),145.037824,1,16,POINT (327273.95217678184 5813462.962293755),,,,,,,
645,20594,-37.807923,80-Cotham Rd/Glenferrie Rd (Kew),145.038115,1,16,POINT (327294.9830133888 5813682.991393695),,,,,,,
646,20595,-37.807896,80-Cotham Rd/Glenferrie Rd (Kew),145.038127,1,16,POINT (327295.96600348543 5813686.009405883),,,,,,,
647,20895,-37.793468,44-Burke Rd/Doncaster Rd (Balwyn North),145.064265,1,48,POINT (329563.97014780564 5815334.999555612),,,,,,,
648,19391,-37.813026,29-High St/Barkers Rd (Kew),145.023179,1,109,POINT (325992.0126542669 5813089.01929173),,,,,,,
649,19393,-37.810228,31-Stevenson St/High St (Kew),145.026161,1,48,POINT (326247.9567257756 5813405.051150467),,,,,,,
650,19393,-37.810228,31-Stevenson St/High St (Kew),145.026161,1,109,POINT (326247.9567257756 5813405.051150467),,,,,,,
651,19394,-37.807592,32-Kew Junction/High St (Kew),145.028583,1,48,POINT (326455.01595712756 5813702.0482390765),,,,,,,
652,19394,-37.807592,32-Kew Junction/High St (Kew),145.028583,1,109,POINT (326455.01595712756 5813702.0482390765),,,,,,,
653,19395,-37.806814,33-Kew Shopping Centre/High St (Kew),145.030512,1,48,POINT (326623.01320560835 5813791.965979196),,,,,,,
654,19395,-37.806814,33-Kew Shopping Centre/High St (Kew),145.030512,1,109,POINT (326623.01320560835 5813791.965979196),,,,,,,
655,19396,-37.806887,34-QPO/Cotham Rd (Kew),145.031657,1,109,POINT (326724.0037856116 5813785.991282245),,,,,,,
656,19397,-37.807308,35-Charles St/Cotham Rd (Kew),145.035303,1,109,POINT (327045.9868351791 5813746.029251011),,,,,,,
657,19398,-37.807622,36-Glenferrie Rd/Cotham Rd (Kew),145.037907,1,109,POINT (327275.96262040804 5813716.002664387),,,,,,,
658,19399,-37.808119,37-Belmont Ave/Cotham Rd (Kew),145.042313,1,109,POINT (327665.0217767465 5813668.992554561),,,,,,,
659,19400,-37.808529,38-Marshall Ave/Cotham Rd (Kew),145.045835,1,109,POINT (327976.03445287107 5813629.983739121),,,,,,,
660,19401,-37.808937,39-Florence Ave/Cotham Rd (Kew),145.049277,1,109,POINT (328280.00283556466 5813591.046062907),,,,,,,
661,19402,-37.809376,40-St George's Hospital/Cotham Rd (Kew),145.052911,1,109,POINT (328600.9638054557 5813549.004543111),,,,,,,
662,19403,-37.809932,41-Kew Traffic School/Cotham Rd (Kew),145.057668,1,109,POINT (329021.04165882576 5813496.023519069),,,,,,,
663,19404,-37.810276,42-Burke Rd/Cotham Rd (Kew),145.060498,1,109,POINT (329270.97305596276 5813463.029883319),,,,,,,
664,19405,-37.810787,43-Deepdene Shopping Centre/Whitehorse Rd (Balwyn),145.064722,1,109,POINT (329644.0001806931 5813414.036187828),,,,,,,
665,19406,-37.811237,44-Deepdene Park/Whitehorse Rd (Balwyn),145.068527,1,109,POINT (329980.0236474512 5813371.034821823),,,,,,,
666,19407,-37.811591,45-Hardwicke St/Whitehorse Rd (Balwyn),145.07138,1,109,POINT (330231.9968017229 5813336.945621865),,,,,,,
667,19409,-37.812769,47-Balwyn Rd/Whitehorse Rd (Balwyn),145.081187,"1,2",109,POINT (331098.0089579349 5813224.005970403),,,,,,,
668,19410,-37.813061,48-Balwyn Shopping Centre/Whitehorse Rd (Balwyn),145.083622,"1,2",109,POINT (331313.035990371 5813196.00899583),,,,,,,
669,4174,-37.678984,71-RMIT/Plenty Rd (Bundoora),145.069502,"1,2",86,POINT (329763.04766527965 5828048.0277835615),,,,,,,
670,4175,-37.681356,70-Clements Dr/Plenty Rd (Bundoora),145.06902,"1,2",86,POINT (329725.95974405564 5827783.955169484),,,,,,,
671,4176,-37.688022,69-Taunton Dr/Plenty Rd (Bundoora),145.066659,"1,2",86,POINT (329533.0206077714 5827039.983910172),,,,,,,
672,4177,-37.691686,68-Greenhills Rd/Plenty Rd (Bundoora),145.063139,"1,2",86,POINT (329231.02396712196 5826627.007127966),,,,,,,
673,4178,-37.695674,67-Bundoora Square SC/Plenty Rd (Bundoora),145.059576,"1,2",86,POINT (328926.02627567097 5826177.987972432),,,,,,,
674,4179,-37.69796,66-Settlement Rd/Plenty Rd (Bundoora),145.058847,"1,2",86,POINT (328867.0060710771 5825922.995719569),,,,,,,
675,4180,-37.700121,65-Grimshaw St/Plenty Rd (Bundoora),145.058178,"1,2",86,POINT (328812.97121609 5825681.983492535),,,,,,,
676,4181,-37.703671,64-Mount Cooper Dr/Plenty Rd (Bundoora),145.055964,"1,2",86,POINT (328625.9472488096 5825284.010855993),,,,,,,
677,4182,-37.707385,63-Greenwood Dr/Plenty Rd (Bundoora),145.052192,"1,2",86,POINT (328301.99417084886 5824864.992073361),,,,,,,
678,4183,-37.710531,62-Metropolitan Fire Brigade/Plenty Rd (Bundoora),145.048968,"1,2",86,POINT (328025.03158888593 5824509.980992636),,,,,,,
679,4185,-37.712488,61-Bundoora Park/Plenty Rd (Bundoora),145.046353,"1,2",86,POINT (327799.0352883877 5824288.024157787),,,,,,,
680,4186,-37.716447,60-La Trobe University/Plenty Rd (Bundoora),145.043254,"1,2",86,POINT (327535.04441459605 5823843.015648513),,,,,,,
681,4187,-37.718982,59-Preston Cemetery/Plenty Rd (Kingsbury),145.039625,"1,2",86,POINT (327221.03440284653 5823555.028254474),,,,,,,
682,4188,-37.720008,58-Browning St/Plenty Rd (Kingsbury),145.036841,"1,2",86,POINT (326978.03849827545 5823436.0378033975),,,,,,,
683,4189,-37.722689,57-Reservoir District Secondary College/Plenty Rd (Reservoir),145.030065,"1,2",86,POINT (326387.04703009315 5823125.997286763),,,,,,,
684,4190,-37.723986,56-Loddon Ave/Plenty Rd (Reservoir),145.027852,"1,2",86,POINT (326195.00013332313 5822977.971109254),,,,,,,
685,4191,-37.725436,55-Boldrewood Pde/Plenty Rd (Reservoir),145.022957,"1,2",86,POINT (325766.96672116 5822807.973960409),,,,,,,
686,4192,-37.727333,54-Wilkinson St/Plenty Rd (Reservoir),145.020014,"1,2",86,POINT (325512.0329601275 5822591.990736425),,,,,,,
687,4193,-37.729133,53-Ethel Gr/Plenty Rd (Reservoir),145.017208,"1,2",86,POINT (325268.97264000983 5822387.020918262),,,,,,,
688,4485,-37.682318,70-Janefield Dr/Plenty Rd (Bundoora),145.068927,"1,2",86,POINT (329719.96877623966 5827677.039624537),,,,,,,
689,4486,-37.688157,69-Taunton Dr/Plenty Rd (Bundoora),145.066678,"1,2",86,POINT (329534.98048239783 5827025.038062599),,,,,,,
690,4487,-37.691927,68-Greenhills Rd/Plenty Rd (Bundoora),145.063019,"1,2",86,POINT (329221.00641898985 5826600.044393815),,,,,,,
691,4488,-37.695908,67-Bundoora Square SC/Plenty Rd (Bundoora),145.059581,"1,2",86,POINT (328927.0085471738 5826152.031945205),,,,,,,
692,4489,-37.698266,66-Settlement Rd/Plenty Rd (Bundoora),145.058816,"1,2",86,POINT (328864.980062738 5825888.984593311),,,,,,,
693,4490,-37.699817,65-Grimshaw St/Plenty Rd (Bundoora),145.058345,"1,2",86,POINT (328826.9993893567 5825716.013697977),,,,,,,
694,4491,-37.703904,64-Mount Cooper Dr/Plenty Rd (Bundoora),145.055856,"1,2",86,POINT (328616.9624373261 5825257.957766112),,,,,,,
695,4492,-37.70807,63-Greenwood Dr/Plenty Rd (Bundoora),145.05163,"1,2",86,POINT (328254.00268970715 5824787.9423166225),,,,,,,
696,4493,-37.710551,62-Metropolitan Fire Brigade/Plenty Rd (Bundoora),145.049103,"1,2",86,POINT (328036.97862560034 5824508.011917695),,,,,,,
697,4494,-37.713152,61-Bundoora Park/Plenty Rd (Bundoora),145.04562,"1,2",86,POINT (327735.96140755876 5824212.994056078),,,,,,,
698,4495,-37.717367,60-La Trobe University/Plenty Rd (Bundoora),145.042764,"1,2",86,POINT (327493.9902689174 5823740.018991355),,,,,,,
699,4496,-37.719039,59-Preston Cemetery/Plenty Rd (Kingsbury),145.039759,"1,2",86,POINT (327232.9710832321 5823548.953857597),,,,,,,
700,4497,-37.720064,58-Browning St/Plenty Rd (Kingsbury),145.036964,"1,2",86,POINT (326989.0209613065 5823430.053648593),,,,,,,
