location_id,name,place_id
13110532,Bar Carolina,ChIJvUWEEp5C1moRekPwXCImLY8
2428166,Dainty Sichuan,ChIJE4v9FMlC1moRW6YQxOcagjU
3733676,MissChu,ChIJe_t_BYNC1moRnI3Q_Dah5O8
2658652,Spoonbill Restaurant and Bar,ChIJbbpoYYNC1moRYgyPOmY_Lcg
4471853,Chapelli's,ChIJF4Jdw4JC1moRM4fjlCi9Oxs
635984,Toorak,ChIJs1MxQJ5C1moR9n4MraERCWA
1064631,La Porchetta South Yarra,ChIJwzdCz51C1moRYqoaSuVsMyo
14154529,Matilda,ChIJt2_DU3dD1moRmyJ310Eupeg
4026596,Yoshi Japanese Restaurant,ChIJrwoEmINC1moRkJpeHmot4lU
23896196,Oushou Japanese Restauarant,ChIJP23uetVD1moRCDkMczDiaFY
13196451,South Yarra,ChIJA6ogHlRD1moRO02GmQBfwAA
10842264,Rock Sugar Melbourne,ChIJw2kzpyto1moRgnRlsM9wG_c
11832441,Abacus Bar & Kitchen,ChIJBQfqHSZo1moRIO1xCGLLEcU
12266538,Mai Jia,ChIJHWGUBYNC1moRtdi6fPmfVFs
11916570,Shadowboxer Bar & Kitchen,ChIJJTaspYNC1moR0c_HxSikmk0
5801506,Speakeasy Kitchen Bar,ChIJDdtKACZo1moRUF-scQD8kQE
9591194,48h Pizza e Gnocchi Bar South Yarra,ChIJ1VZeWylo1moRnvWbGg91Z0o
2012164,Versachis Pizza & Wine Bar,ChIJQUDpsZ1C1moRU2qFNE4dZ78
3651666,The Yarra Indian Restaurant,ChIJe4YrIZ1C1moRgWNJv1M4wy4
2658652,Spoonbill Restaurant and Bar,ChIJCYXsF6Bp1moRZHx4J6WPlUs
15439909,Hecho En Mexico South Yarra,ChIJfYTcEiho1moRquPvOLHoUhg
3184103,The Imperial South Yarra,ChIJ-9kBvIJC1moRSgjbhSU_eLk
20234750,OZZYTHAI LITE,ChIJfdMGT1xD1moRNkKCEce-q80
721711,Oriental Teahouse,ChIJY_Y6eiho1moRB0s9JERUDE0
2093053,Fratellino Pizzeria,ChIJ8cuP6Cto1moRNca653r6fkk
1079578,Bacash Restaurant,ChIJrVRewKFC1moRqurLpmm_Hy4
945182,Pacific Seafood BBQ House,ChIJfdJB1ZxC1moRL09Y_pAwjp8
13196451,South Yarra,ChIJ76m78IRC1moR7o1DnC0Eiuc
3377541,Cafe Republic,ChIJ8fI8qJ1C1moR3GTCl4EW2y4
13214087,Tao Dumplings,ChIJx26XbJ5C1moR6HqMxAK-5ts
13196451,South Yarra,ChIJk2vBp51C1moR_N_hADKPNCQ
8653215,Two Wrongs,ChIJG-XFUYNC1moR_1JQnQr2qns
7744765,A25 Pizzeria South Yarra,ChIJrXYP7oRC1moRKAtFEqBiyv8
11831374,Yoku Ono Ramen + Sake,ChIJWWvkgmhD1moRXp8v2DveBsY
13196451,South Yarra,ChIJj_7B0ChD1moR57xDowCOl7A
10466626,Atlas Dining,ChIJn9VyWUZD1moRfkrepYQ8OXU
6222854,Verve Spice,ChIJrUufwYNC1moRVKyp6OMEMUE
3861852,Spice Club Indian Brasserie,ChIJEw3GpINC1moRSIyOw1VxXfg
2060032,Hunky Dory,ChIJ47mcnIRC1moR8iwvQ9eznQY
23318864,Lona Misa,ChIJe_tJ-7VD1moRvLTT4yecfZw
807493,Kanpai Japanese Restuarant,ChIJx2vR3IJC1moReeGxCnG0bSQ
8863082,Leonards House Of Love,ChIJW-4rQCho1moRuSTwOobeODY
1100738,La Camera Restaurant Southgate,ChIJ9f7HQrJC1moRwo_U9X7VL-E
728785,The Deck Restaurant,ChIJgZOibbFC1moRsAR-TgIQ340
2559494,Left Bank Melbourne,ChIJFwC1lrJC1moRjtLuCpWlcF0
1010203,The Meat & Wine Co Southbank,ChIJjXmoUa1C1moRMhlWBIe9Jpg
10200811,Yassas - The Greek Way,ChIJcScB2rNC1moRZSBo-Wm8C-0
9581488,Teatro,ChIJ1zaYQrFC1moRYTQxlnRsC_0
12866890,Pure South Kitchen,ChIJq6r217NC1moRLKIcjBXmx5g
3674369,The Breslin Bar & Grill,ChIJ6eEhZa1C1moR4Ls34LGLXvE
23774552,Old Man Pho Southbank,ChIJfS2hGdpD1moR6PmNDzQdW4M
2060002,The Atlantic Restaurant,ChIJs-Q2IlNd1moRCKATMhnSiEc
722561,Bluetrain,ChIJiVdW17NC1moR-szxoi5qpgo
1918480,Spice Temple,ChIJwd0Cv1Jd1moRmT612H04gRc
729050,Tutto Bene,ChIJreaFNbJC1moRpXUSN5IQbmk
777277,Pure South Dining,ChIJBTyUPlpD1moRX_z9jQURl7A
6936645,Dee Casa,ChIJLYGSDq1C1moRjaITAwWr2f8
10670036,Criniti's Southbank,ChIJ0w7Po7JC1moRkfnUvgHePjQ
7721151,Soho Restaurant and Bar,ChIJ2d9nj7JC1moRvdqDm0DSNCQ
15068499,Asado,ChIJ4xaW-AJD1moR-4fAxvspuR0
725954,Jarrah Restaurant & Bar,ChIJJXFPe7FC1moR0iR-cRU7_F0
783642,Rockpool Bar & Grill,ChIJs-Q2IlNd1moRXYbJPnkbnjY
727213,Miyako Japanese Cuisine & Teppanyaki,ChIJ4QDlhK1C1moRHe7gAH08xSo
3619244,Rosetta,ChIJuf4fgVNd1moRCOxhBhnDtyM
726464,Koko Japanese Restaurant,ChIJs-Q2IlNd1moRcLgzy7bPCDQ
6885990,Ayam Chef,ChIJLVH3bKlC1moRx3TW_R-cYnw
722266,BearBrass,ChIJgZOibbFC1moRMjs9MlqIuIc
1226200,Bistro Guillaume,ChIJs-Q2IlNd1moRkCphqzaZs1Q
13973002,Thailander,ChIJdQILjrJC1moRkAesYODW0jk
6643538,Hophaus Bar,ChIJn6qqqq1C1moRI9ElnYJOHZ8
16652816,Waterfront Grill Southgate Melbourne,ChIJs-Q2IlNd1moRupUM9Le77E4
786674,Nobu Melbourne,ChIJs-Q2IlNd1moRSMORcPpPc54
7844745,Gradi Crown,ChIJuf4fgVNd1moRohOMs6SuXCY
1176042,Cervo,ChIJs-Q2IlNd1moRWMeetOC96a8
727891,Red Emperor Chinese Restaurant,ChIJgZOibbFC1moREGFW5OuNjPk
526956,Southbank,ChIJd4zT385d1moRRz55NO5nKSE
878050,Conservatory,ChIJs-Q2IlNd1moRGGzNOjgw9Hg
3825098,Man Tong Kitchen,ChIJG2V9klNd1moRPQYIb3q-5EQ
4192036,Blondie Bar,ChIJ4-k_G65C1moRX3g97je74tA
3294225,sho noodle bar,ChIJaThpTshC1moRHUu5_bXML2A
3447982,Sake Restaurant & Bar,ChIJNU4yR7FC1moRjYwkSIJQblo
25154761,Yarra Botanica,ChIJ36msuKFD1moRRp5EwQvZODQ
14932549,Infinite Wasabi,ChIJQX_3jbJC1moRwI-QdZK3f3g
1137940,Mesh - Crown Promenade,ChIJs-Q2IlNd1moRS42RKE6g7k8
2529864,Eureka 89,ChIJZ-xZZrJC1moRuDmVvlWC5fM
3188803,Waterfront,ChIJdyhPUdRD1moRGxyrOT-HpwA
1077929,Melba Restaurant,ChIJwzRFYrFC1moRS9bMVhBjVQE
942644,Il Bacaro Cucina e Bar,ChIJQW2PlVNd1moRGkH3j2SCNuU
726464,Koko Japanese Restaurant,ChIJRTgcUx5D1moR5EVYZhFZiE0
1077929,Melba Restaurant,ChIJreaFNbJC1moRqxx1nrTb6jc
24123929,Miss Pearl Bar + Dining,ChIJ4XiFZh9D1moRKHiz4fLLJ4Y
13413015,Roza's kitchen southbank,ChIJASyEGq1C1moRULayAWTRVHg
2637291,Hopscotch,ChIJA8Rg8bJC1moRmF1fVyw4iqg
2714775,The Merrywell Melbourne,ChIJI5Y3PVNd1moRCdX2GRbu8aQ
21004847,Pot au feu,ChIJQdoflvJD1moRWvpKUowF9J8
21387029,St Marks Road Co. Southbank,ChIJF8d3c0dD1moR7GhXbcv3078
9785078,Pho A Gogo,ChIJYdEPcFVd1moRv5JhpIooqr4
728319,Silks,ChIJs-Q2IlNd1moRoBwpphuZePA
17739042,Ging Thai,ChIJVVVVoVNd1moR6axK6ZfedDA
4785677,Soprano's Restaurant & Pizzeria,ChIJhcyLdrJC1moRJQGSvfkx5YY
2060002,The Atlantic Restaurant,ChIJhV6E4S9d1moRfTXwIh8mfL0
23158167,Farmer's Daughter,ChIJbVfLiJdD1moRk7I8Ws1zp7w
734777,Ibis Budget Melbourne CBD,ChIJeaP3ykpd1moRxSjfQX83Fk8
4890732,Bomba,ChIJ9yEuL8lC1moRpVtvu92LyWA
14082323,Sunda,ChIJCUeXS89C1moRd-pK5oFaiDE
6765132,Supernormal,ChIJNVF8Q7ZC1moRarO5qwt4NOA
734777,Ibis Budget Melbourne CBD,ChIJLWS2kQtD1moRwaUwL-jwBIs
19620026,Pepe's Italian & Liquor,ChIJi-1K17ND1moRZHS2QIzd3rg
9873628,Embla,ChIJZ9bEx8lC1moR7ahmGWF-7Pk
5102264,Taco Bill Russell Street,ChIJ11L1vslC1moRY2bUl0toqJ4
17739042,Ging Thai,ChIJie80ILRC1moR0BEKc9YQLWs
13133825,David’s Hotpot Restaurant,ChIJlwCLNTVd1moR9cBpIXkDe4M
757222,Vue De Monde,ChIJ4_Vc6dZC1moRlwIXnmb2SgA
3523745,Rare Steakhouse Downtown,ChIJd4Tekk1d1moRmWbT07fDU6c
12932984,Butchers Diner,ChIJVePWBsZC1moR67oZW_aUbmA
5308723,Cellar Bar,ChIJvVpIlchC1moRgfpgs41vZgA
23364608,Luci,ChIJHyzwEIBd1moRTS3vIrmp2ME
8645894,Dainty Sichuan,ChIJvbwma8lC1moRvfdamzBOvwg
5067789,Pier 35 Bar and Grill,ChIJOW1Z0XFn1moRy7J6Ku9EJR0
4786536,Sushi Sushi,ChIJ6VLRg65n1moRBGCCDXKApJ0
4791195,Sabre Cafe,ChIJ7YQ1h21n1moRISrYQm1opVU
26698886,Elma,ChIJT9wJyVhn1moRGkTa_n1fHPQ
9581521,Bonnie Coffee Co,ChIJKwRx3W1n1moRssWFI_NYy00
15361483,Punchbowl Canteen,ChIJFcCWo4pn1moRH71gqC4XaZ4
3343773,The Railway Club Hotel Steakhouse,ChIJky5gjJln1moRCQxD7r9Do6g
2483527,Kitchen Workshop,ChIJDTiXfyZn1moRliMyRRPg-zM
7314896,Minamishima,ChIJf_tmS4Nn1moRoOyR9hlKIq8
12413177,Yarraville Gardens,ChIJY8dVSqBn1moRi5lI-U-eenM
21049737,New Beach,ChIJkTWASqBn1moRh_z9WcT_wwk
2319703,Red Rooster,ChIJkRt3vp1n1moRzB5xK-IDAXY
6586270,Westgate Park,ChIJ6UhMB3Zn1moR2QzlbTQMo0w
23858960,Sushi Sushi Fisherman's Bend,ChIJS23Z8Gxn1moRC5bwgmgAkPA
13436999,Eleni's Kitchen + Bar,ChIJYWqrcv1n1moR-6m39IUUug4
4176680,BangPop,ChIJ3xtWEWhd1moRsNeW8ER5MGM
20117835,Four7Six Cafe,ChIJk44U_wuJ1moRQRFvee14p9U
17848207,Ink Hotel Melbourne Southbank,ChIJYRpif1ln1moRUwYd1N9_bmc
2423547,Third Wave Cafe,ChIJj-KYTKBn1moRQRxdZL42ncA
15212053,Subway,ChIJ1VNWXINn1moReREUuyRwegU
