cuisine,place_id,name,formatted_address,user_ratings_total,rating,geometry.location.lat,geometry.location.lng,price_level,suburb,delivery,dine_in,reservable,serves_beer,serves_breakfast,serves_brunch,serves_dinner,serves_lunch,serves_vegetarian_food,serves_wine,takeout,wheelchair_accessible_entrance,curbside_pickup
Seafood,ChIJs-Q2IlNd1moRS42RKE6g7k8,Mesh Restaurant,"Power Street Reserve, 8 Whiteman St, Southbank VIC 3006, Australia",2,ChIJs-Q2IlNd1moRS42RKE6g7k8,-37.8238322,144.9603312,4.2,Southbank,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,NA
International,ChIJZ-xZZrJC1moRuDmVvlWC5fM,Eureka 89,"Eureka Tower, Level 89/7 Riverside Quay, Southbank VIC 3006, Australia",3,ChIJZ-xZZrJC1moRuDmVvlWC5fM,-37.8213341,144.9646982,4.7,Southbank,FALSE,TRUE,TRUE,TRUE,NA,NA,TRUE,TRUE,NA,TRUE,FALSE,TRUE,NA
Japanese,ChIJdyhPUdRD1moRGxyrOT-HpwA,Waterfront Dining Brisbane,"4 Riverside Quay, Southbank VIC 3006, Australia",NA,ChIJdyhPUdRD1moRGxyrOT-HpwA,-37.8208918,144.9633777,0,Southbank,NA,TRUE,NA,NA,NA,NA,TRUE,TRUE,NA,TRUE,TRUE,TRUE,NA
Italian,ChIJQW2PlVNd1moRGkH3j2SCNuU,Cucina,"8 Whiteman St, Southbank VIC 3006, Australia",NA,ChIJQW2PlVNd1moRGkH3j2SCNuU,-37.8234809,144.9572706,2.7,Southbank,FALSE,TRUE,TRUE,TRUE,NA,NA,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA
Asian,ChIJ4XiFZh9D1moRKHiz4fLLJ4Y,Miss Pearl Bar + Dining,"140 Southbank Blvd, Southbank VIC 3006, Australia",NA,ChIJ4XiFZh9D1moRKHiz4fLLJ4Y,-37.8240098,144.9681533,4.4,Southbank,FALSE,TRUE,TRUE,TRUE,NA,NA,TRUE,TRUE,NA,TRUE,FALSE,TRUE,FALSE
Italian,ChIJASyEGq1C1moRULayAWTRVHg,"Roza’s Kitchen - Pizza, Burgers, Pasta","147 City Rd, Southbank VIC 3006, Australia",1,ChIJASyEGq1C1moRULayAWTRVHg,-37.8237063,144.9630994,4.7,Southbank,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA,NA
Bar,ChIJA8Rg8bJC1moRmF1fVyw4iqg,Hopscotch Melbourne,"Ground Floor, 4 Riverside Quay, Southbank VIC 3006, Australia",2,ChIJA8Rg8bJC1moRmF1fVyw4iqg,-37.820722,144.963457,4.2,Southbank,TRUE,TRUE,TRUE,TRUE,NA,NA,NA,NA,NA,TRUE,TRUE,TRUE,NA
American,ChIJI5Y3PVNd1moRCdX2GRbu8aQ,Merrywell Rooftop,"Crown Riverwalk, Crown Melbourne, 8 Whiteman St, Southbank VIC 3006, Australia",2,ChIJI5Y3PVNd1moRCdX2GRbu8aQ,-37.8235767,144.9566657,3.4,Southbank,FALSE,TRUE,TRUE,TRUE,FALSE,NA,TRUE,TRUE,TRUE,TRUE,NA,TRUE,FALSE
Asian,ChIJQdoflvJD1moRWvpKUowF9J8,Pot au Feu,"54 Kavanagh St, Southbank VIC 3006, Australia",NA,ChIJQdoflvJD1moRWvpKUowF9J8,-37.8240856,144.9640267,4.3,Southbank,TRUE,TRUE,TRUE,TRUE,NA,NA,TRUE,TRUE,NA,NA,TRUE,TRUE,NA
Australian,ChIJF8d3c0dD1moR7GhXbcv3078,St Marks Road Co. Southbank,"99 City Rd, Southbank VIC 3006, Australia",NA,ChIJF8d3c0dD1moR7GhXbcv3078,-37.8225355,144.9647505,0,Southbank,NA,TRUE,TRUE,TRUE,TRUE,NA,TRUE,TRUE,NA,TRUE,TRUE,TRUE,NA
Vietnamese,ChIJYdEPcFVd1moRv5JhpIooqr4,Pho A Gogo,"161 Clarendon St, Southbank VIC 3006, Australia",1,ChIJYdEPcFVd1moRv5JhpIooqr4,-37.8292715,144.9590587,4.8,Southbank,NA,TRUE,TRUE,TRUE,FALSE,NA,TRUE,TRUE,TRUE,FALSE,TRUE,NA,NA
Chinese,ChIJs-Q2IlNd1moRoBwpphuZePA,Silks,"Level 1 Crown Towers, Crown Melbourne, 8 Whiteman St, Southbank VIC 3006, Australia",2,ChIJs-Q2IlNd1moRoBwpphuZePA,-37.8218012,144.9601499,4.2,Southbank,FALSE,TRUE,TRUE,TRUE,FALSE,NA,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA
Asian,ChIJVVVVoVNd1moR6axK6ZfedDA,Ging Thai,"Crown Riverwalk, Crown Melbourne, 8 Whiteman St, Southbank VIC 3006, Australia",NA,ChIJVVVVoVNd1moR6axK6ZfedDA,-37.8223299,144.9590778,4.2,Southbank,NA,TRUE,TRUE,TRUE,NA,NA,TRUE,TRUE,NA,TRUE,TRUE,TRUE,NA
Italian,ChIJhcyLdrJC1moRJQGSvfkx5YY,Sopranos on Southbank,"89/91 City Rd, Southbank VIC 3006, Australia",2,ChIJhcyLdrJC1moRJQGSvfkx5YY,-37.8224525,144.9650726,3.7,Southbank,TRUE,TRUE,TRUE,TRUE,NA,NA,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA
Australian,ChIJbVfLiJdD1moRk7I8Ws1zp7w,Farmer's Daughters,"95 Exhibition Street, 80 Collins Precinct, Melbourne VIC 3000, Australia",1010,4.6,-37.8135661,144.9710402,NA,CBD Hoddle Grid,FALSE,TRUE,TRUE,TRUE,NA,TRUE,TRUE,TRUE,NA,TRUE,TRUE,TRUE,NA
Mediterranean,ChIJ9yEuL8lC1moRpVtvu92LyWA,Bombabar,"103 Lonsdale St, Melbourne VIC 3000, Australia",1750,4.4,-37.8104041,144.9691967,2,CBD Hoddle Grid,FALSE,TRUE,TRUE,TRUE,NA,NA,TRUE,TRUE,NA,TRUE,FALSE,FALSE,NA
Asian,ChIJCUeXS89C1moRd-pK5oFaiDE,Sunda Dining,"18 Punch Ln, Melbourne VIC 3000, Australia",535,4.6,-37.8103547,144.9711635,NA,CBD Hoddle Grid,FALSE,TRUE,TRUE,TRUE,FALSE,NA,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE
Japanese,ChIJNVF8Q7ZC1moRarO5qwt4NOA,Supernormal,"180 Flinders Ln, Melbourne VIC 3000, Australia",3573,4.5,-37.8159071,144.9683863,3,CBD Hoddle Grid,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE
Italian,ChIJi-1K17ND1moRZHS2QIzd3rg,Pepe's Italian & Liquor,"275-285 Exhibition St, Melbourne VIC 3000, Australia",2718,4.2,-37.8093621,144.969009,2,CBD Hoddle Grid,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA
Australian,ChIJZ9bEx8lC1moR7ahmGWF-7Pk,Embla,"122 Russell St, Melbourne VIC 3000, Australia",965,4.6,-37.813394,144.9686092,2,CBD Hoddle Grid,FALSE,TRUE,TRUE,TRUE,NA,NA,NA,NA,NA,TRUE,FALSE,TRUE,NA
Mexican,ChIJ11L1vslC1moRY2bUl0toqJ4,Taco Bill - Russell St,"142 Russell St, Melbourne VIC 3000, Australia",722,4.2,-37.8130233,144.9683892,2,CBD Hoddle Grid,TRUE,TRUE,TRUE,TRUE,FALSE,NA,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,NA
Chinese,ChIJlwCLNTVd1moR9cBpIXkDe4M,David's Hotpot,"279 La Trobe St, Melbourne VIC 3000, Australia",5677,4.8,-37.8106739,144.960936,3,CBD Hoddle Grid,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,NA,TRUE,TRUE,NA,NA
Australian,ChIJ4_Vc6dZC1moRlwIXnmb2SgA,Vue de monde,"55 Rialto Towers, 525 Collins St, Melbourne VIC 3000, Australia",1412,4.6,-37.8187,144.9576,4,CBD Hoddle Grid,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,NA
Steakhouse,ChIJd4Tekk1d1moRmWbT07fDU6c,Rare Steakhouse Downtown,"42-44 King St, Melbourne VIC 3000, Australia",1544,4.5,-37.8191522,144.9572137,3,CBD Hoddle Grid,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA
American,ChIJVePWBsZC1moR67oZW_aUbmA,Butchers Diner,"10 Bourke St, Melbourne VIC 3000, Australia",1401,4.5,-37.8113241,144.972612,NA,CBD Hoddle Grid,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
Italian,ChIJvVpIlchC1moRgfpgs41vZgA,Cellar Bar,"80 Bourke St, Melbourne VIC 3000, Australia",92,4,-37.8118,144.9709563,NA,CBD Hoddle Grid,NA,TRUE,TRUE,TRUE,TRUE,NA,TRUE,TRUE,NA,TRUE,NA,NA,NA
Chinese,ChIJvbwma8lC1moRvfdamzBOvwg,Dainty Sichuan Hot Pot - CBD,"149 Lonsdale St, Melbourne VIC 3000, Australia",755,3.8,-37.8107724,144.967973,2,CBD Hoddle Grid,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,NA,TRUE,TRUE,FALSE,NA
Seafood,ChIJOW1Z0XFn1moRy7J6Ku9EJR0,Pier 35 Bar & Grill,"263-329 Lorimer St, Port Melbourne VIC 3207, Australia",1260,4.1,-37.823866,144.9065137,2,Fishermans Bend,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA,TRUE,TRUE,TRUE,NA
Japanese,ChIJ6VLRg65n1moRBGCCDXKApJ0,Sushi Sushi,"Kiosk 01, Woolworths Fisherman's Bend, 477/481 Plummer St, Port Melbourne VIC 3207, Australia",17,1.6,-37.8310761,144.9309287,1,Fishermans Bend,TRUE,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,TRUE,NA,NA
Italian,ChIJT9wJyVhn1moRGkTa_n1fHPQ,Elma,"300 Plummer St, Port Melbourne VIC 3207, Australia",135,4.2,-37.8338042,144.919775,NA,Fishermans Bend,TRUE,TRUE,TRUE,TRUE,TRUE,NA,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA
Cafe,ChIJKwRx3W1n1moRssWFI_NYy00,Bonnie & Duke Cafe and Grocer,"262 Lorimer St, Port Melbourne VIC 3207, Australia",90,4.3,-37.8257745,144.9049783,2,Fishermans Bend,FALSE,TRUE,NA,FALSE,TRUE,TRUE,NA,TRUE,NA,FALSE,TRUE,NA,TRUE
Cafe,ChIJFcCWo4pn1moRH71gqC4XaZ4,Bega Canteen,"Port Melbourne VIC 3207, Australia",2,5,-37.8268442,144.9231277,NA,Fishermans Bend,NA,TRUE,NA,FALSE,TRUE,NA,NA,TRUE,NA,FALSE,TRUE,TRUE,NA
Steakhouse,ChIJky5gjJln1moRCQxD7r9Do6g,Port Melbourne SC club restaurant,"430 Plummer St, Port Melbourne VIC 3207, Australia",2,5,-37.8331904,144.9265883,NA,Fishermans Bend,NA,TRUE,NA,TRUE,NA,NA,TRUE,TRUE,NA,TRUE,TRUE,TRUE,NA
Japanese,ChIJf_tmS4Nn1moRoOyR9hlKIq8,Ootoro,"Shop3/1 Phillip Ct, Port Melbourne VIC 3207, Australia",114,4.2,-37.8254314,144.9217115,NA,Fishermans Bend,NA,TRUE,NA,NA,NA,NA,TRUE,TRUE,NA,NA,TRUE,TRUE,NA
Fast_food,ChIJkRt3vp1n1moRzB5xK-IDAXY,Red Rooster,"12/62 Cook St, Port Melbourne VIC 3210, Australia",104,3.3,-37.8299006,144.9169199,1,Fishermans Bend,TRUE,TRUE,FALSE,FALSE,NA,TRUE,TRUE,TRUE,NA,FALSE,TRUE,TRUE,NA
Japanese,ChIJS23Z8Gxn1moRC5bwgmgAkPA,Fishermans Bend,"Fishermans Bend, Port Melbourne VIC 3207, Australia",NA,NA,-37.8273585,144.902539,NA,Fishermans Bend,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Greek,ChIJYWqrcv1n1moR-6m39IUUug4,Tally Kitchen/Catering,"Unit 6/157 Hyde St, Yarraville VIC 3013, Australia",66,4.5,-37.81556,144.8973309,NA,Fishermans Bend,TRUE,TRUE,NA,NA,TRUE,TRUE,TRUE,TRUE,TRUE,NA,TRUE,TRUE,NA
Asian,ChIJ3xtWEWhd1moRsNeW8ER5MGM,BangPop,"35 S Wharf Promenade, South Wharf VIC 3006, Australia",1810,4.3,-37.824201,144.95135,2,Fishermans Bend,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA
Cafe,ChIJk44U_wuJ1moRQRFvee14p9U,7 Fusions,"249 Hyde St, Yarraville VIC 3013, Australia",28,4.9,-37.8204697,144.8963019,NA,Fishermans Bend,TRUE,TRUE,NA,NA,NA,NA,TRUE,TRUE,TRUE,NA,TRUE,TRUE,NA
American,ChIJj-KYTKBn1moRQRxdZL42ncA,Centre Avenue Cafe,"9 Centre Ave, Port Melbourne VIC 3207, Australia",40,4.4,-37.8367369,144.9197886,NA,Fishermans Bend,NA,TRUE,NA,NA,TRUE,TRUE,NA,TRUE,NA,NA,TRUE,TRUE,NA
Australian,ChIJ1VNWXINn1moReREUuyRwegU,Subway,"1 Phillip Ct, Port Melbourne VIC 3207, Australia",175,3.5,-37.8253236,144.921726,1,Fishermans Bend,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,NA
