Geo Point,Geo Shape,council_re,features,location_d,name
"-37.8260106301916, 144.96835314420716","{""coordinates"": [[[[144.968615802486, -37.825898944049], [144.968633292888, -37.825940756647], [144.968612060782, -37.825974858458], [144.968567783868, -37.82597145136], [144.968505337044, -37.826003374905], [144.968458160895, -37.825996440106], [144.968463948238, -37.825936126998], [144.968464072553, -37.825935198229], [144.968483178164, -37.825932943325], [144.96848360681, -37.825931025812], [144.968499162309, -37.825897483033], [144.968500194849, -37.825897863122], [144.968517973088, -37.825902912763], [144.968530588965, -37.825897846854], [144.968539721059, -37.825876473549], [144.968574532973, -37.82587395163], [144.968572783004, -37.825860830968], [144.968579823393, -37.825851599147], [144.968614504118, -37.825868236637], [144.968623895206, -37.825873793102], [144.968615802486, -37.825898944049]]], [[[144.968180831476, -37.82602975882], [144.968206984619, -37.826041335158], [144.968208167438, -37.826041289785], [144.968216244984, -37.826044408465], [144.968220859159, -37.826037933847], [144.968231640443, -37.826048310386], [144.968251414983, -37.82605389467], [144.968248476168, -37.826057402695], [144.96824942516, -37.826059379127], [144.968246930312, -37.826060576992], [144.968254041288, -37.826068946357], [144.96825278484, -37.826074202856], [144.968250430994, -37.826076970298], [144.968253418519, -37.82608610119], [144.96824100539, -37.826092513318], [144.968239662038, -37.826095719046], [144.968234183225, -37.826093289554], [144.968233699916, -37.826095128622], [144.968235832447, -37.826098069009], [144.968235280529, -37.826101291098], [144.968227752165, -37.826103541183], [144.968228117892, -37.826106196048], [144.968221499864, -37.826105701544], [144.968220047841, -37.826112247854], [144.968210323342, -37.826123278938], [144.968192428929, -37.82611575352], [144.968154110153, -37.826138014519], [144.968137102138, -37.826130854046], [144.968135837909, -37.826116512559], [144.968125465154, -37.826125082153], [144.96811405148, -37.826152671103], [144.968086005062, -37.82615660193], [144.968063246089, -37.826147117193], [144.968062689471, -37.82611319277], [144.968068314868, -37.826110526853], [144.96806790608, -37.826085626643], [144.968091419245, -37.82606554513], [144.968113788821, -37.826058699257], [144.96811566136, -37.826038562377], [144.968138487921, -37.826030878184], [144.96816645684, -37.826032753177], [144.968161171193, -37.826037571561], [144.968172426931, -37.826037691911], [144.968179973275, -37.826030437013], [144.968180831476, -37.82602975882]]]], ""type"": ""MultiPolygon""}",1487286,"Sandpit, Carousel, Slide, Swing",,Grant Street Playground
"-37.8218009873152, 144.94722750144075","{""coordinates"": [[[[144.947160992534, -37.821930981251], [144.947158531699, -37.821931928733], [144.947155892327, -37.821932513535], [144.947153166194, -37.821932826473], [144.947150448685, -37.821932869209], [144.947147831776, -37.821932643347], [144.947145131737, -37.821932055566], [144.947143956794, -37.821931654786], [144.947142626522, -37.821931201732], [144.947142436878, -37.8219314859], [144.947141257623, -37.82193324966], [144.947139420868, -37.821935290332], [144.9471374054, -37.821937056635], [144.947137362538, -37.821937086527], [144.947135827906, -37.821938145683], [144.947135113292, -37.821938638781], [144.947132638816, -37.821940037513], [144.947130061496, -37.821941129855], [144.947129984493, -37.821941161856], [144.947129543427, -37.821941294748], [144.947127150273, -37.821942013612], [144.947124137316, -37.821942591899], [144.947121037599, -37.821942898322], [144.947117944234, -37.821942934504], [144.947114861989, -37.82194261041], [144.947111878983, -37.821942107813], [144.947110205224, -37.821941628043], [144.94710923501, -37.821941341676], [144.947108904825, -37.8219412449], [144.947107276625, -37.821940719965], [144.947105655187, -37.82194019695], [144.947102600372, -37.821938882946], [144.947099836038, -37.821937212636], [144.947099692477, -37.821937104696], [144.947097266552, -37.821935275372], [144.947095076752, -37.821933165395], [144.947093176072, -37.821930789206], [144.947091747056, -37.821928241908], [144.94709069639, -37.821925611089], [144.947090117438, -37.82192280736], [144.947090006067, -37.821920102801], [144.94709026717, -37.821917403836], [144.947090887093, -37.821915121161], [144.94709099835, -37.821914713969], [144.947092100618, -37.821912120689], [144.947093665751, -37.821909714813], [144.94709550997, -37.821907404821], [144.947096485728, -37.821906507144], [144.947097817053, -37.821905282233], [144.947095205137, -37.821904876223], [144.947092603204, -37.821904109917], [144.947090287846, -37.821903169275], [144.947088075608, -37.821901869061], [144.947085870859, -37.821900298625], [144.947084047156, -37.821898465383], [144.947082511213, -37.821896456022], [144.947081449429, -37.821894185479], [144.947080666781, -37.821892009018], [144.94708035194, -37.821889841616], [144.947080354436, -37.821889751542], [144.947080419331, -37.821887409625], [144.947080856424, -37.821885165216], [144.947081761374, -37.821882928063], [144.947083036026, -37.821880878493], [144.947084488078, -37.821879191583], [144.94708621561, -37.821877689711], [144.947088066526, -37.821876326969], [144.947088127981, -37.821876282081], [144.947088401166, -37.821876139953], [144.947090314496, -37.821875148681], [144.947092679748, -37.821874288749], [144.947095134255, -37.821873610608], [144.947095321614, -37.821873613874], [144.947097675521, -37.821873204331], [144.947094796187, -37.821868919517], [144.947092296565, -37.821864461089], [144.947090176653, -37.821859829047], [144.947088528205, -37.821855115109], [144.947087255811, -37.821850318511], [144.947086525578, -37.821846250502], [144.947086451273, -37.82184552917], [144.947086023951, -37.821840656288], [144.947085971348, -37.82183578994], [144.947086387711, -37.821830931769], [144.947087265777, -37.821826261883], [144.947088001949, -37.821823391868], [144.947088426586, -37.821821596927], [144.947090051595, -37.821817030182], [144.94709204633, -37.821812650118], [144.947094415784, -37.821808276588], [144.947097060717, -37.821804088095], [144.947098907429, -37.821801688029], [144.94710017212, -37.821799997853], [144.947103559002, -37.821796092648], [144.947107218868, -37.821792462555], [144.947109708215, -37.821790280964], [144.947111252091, -37.821788929089], [144.947115557187, -37.821785669814], [144.947117561007, -37.821784364708], [144.947120136377, -37.82178268657], [144.947124992182, -37.821779888384], [144.947130211611, -37.821777456105], [144.947135613382, -37.821775208142], [144.947141190058, -37.821773412912], [144.947142229951, -37.821773070574], [144.947146949077, -37.821771801997], [144.947152883, -37.821770643817], [144.947158809435, -37.821769755858], [144.947164913246, -37.82176923146], [144.947170915323, -37.821768975639], [144.947174005049, -37.82176902951], [144.947176999167, -37.821769171831], [144.947182703301, -37.821769541636], [144.947188394957, -37.821770361809], [144.94719408162, -37.82177136213], [144.947199570941, -37.821772719479], [144.947204958553, -37.821774344505], [144.947210149933, -37.821776327479], [144.947211999929, -37.821777170789], [144.947215242099, -37.821778488057], [144.947220043786, -37.82178100494], [144.947224653147, -37.821783697804], [144.947226352919, -37.821784837684], [144.947229067662, -37.821786657622], [144.94723319669, -37.821789793597], [144.947233745154, -37.821790253746], [144.947237127265, -37.821793285681], [144.947240773512, -37.821796953042], [144.947241351637, -37.821797613768], [144.947244126574, -37.821800787415], [144.947247113102, -37.821804811853], [144.947249713306, -37.821809002581], [144.947250515949, -37.821810457549], [144.947251974418, -37.821813172076], [144.947252030569, -37.821813277591], [144.947253970617, -37.821817636143], [144.947255530955, -37.821822168308], [144.947256270732, -37.821824990161], [144.94725671771, -37.821826693961], [144.947256793377, -37.8218273252], [144.94725716148, -37.821829374576], [144.947257523643, -37.821831392307], [144.947257958464, -37.821835994967], [144.947257915471, -37.821840949766], [144.947257496624, -37.821845898011], [144.947257494128, -37.821845988085], [144.94725661108, -37.82185083812], [144.947255259065, -37.821855679979], [144.947254031659, -37.821859058703], [144.947253534827, -37.821860425231], [144.94725143587, -37.821865163949], [144.947250748234, -37.821866323485], [144.947248783456, -37.821869622667], [144.94724585193, -37.821873986401], [144.947242455068, -37.821878251905], [144.947238785221, -37.821882242297], [144.947237566989, -37.821883362843], [144.947237003936, -37.821883880212], [144.947234747007, -37.821885955915], [144.947231765333, -37.821888152355], [144.94723044443, -37.82188912422], [144.947225958325, -37.821892109992], [144.947222351183, -37.821894206311], [144.947221293507, -37.821894821395], [144.947216352074, -37.82189734774], [144.947211233238, -37.821899511425], [144.947205932059, -37.821901490794], [144.947205742204, -37.821901577601], [144.94720054523, -37.821903199219], [144.947197780853, -37.821903867454], [144.947194981025, -37.821904544082], [144.947189328724, -37.821905706273], [144.947183592133, -37.821906507427], [144.947182465479, -37.821906577901], [144.947177768783, -37.821907036716], [144.947175620104, -37.821907132626], [144.947171954055, -37.821907295803], [144.947166148175, -37.821907194575], [144.947167789487, -37.821908845302], [144.947169144225, -37.821910670367], [144.947170119227, -37.821912669946], [144.947170717039, -37.821914752165], [144.947171034354, -37.821916830394], [144.947170974478, -37.821918991263], [144.947170542354, -37.821921056426], [144.947169735535, -37.821923114154], [144.9471685601, -37.821924986122], [144.947167105552, -37.821926763107], [144.947165278806, -37.821928442583], [144.947163272162, -37.821929849473], [144.947160992534, -37.821930981251]]], [[[144.947238860261, -37.82177133179], [144.947235291585, -37.82177163004], [144.947231736524, -37.821771477941], [144.947228282062, -37.821771057244], [144.947224931831, -37.821770277895], [144.947221684694, -37.821769139874], [144.947218631244, -37.821767735779], [144.947215773802, -37.821766063849], [144.947213204293, -37.821764127489], [144.947211106271, -37.82176210833], [144.947209296208, -37.82175982384], [144.947207862199, -37.82175745669], [144.947206714788, -37.821754914303], [144.947206038864, -37.821752289118], [144.947205881454, -37.821751204966], [144.947205642251, -37.821749669703], [144.947205717125, -37.821746967491], [144.947206164196, -37.821744362786], [144.947206985987, -37.821741764615], [144.947202066233, -37.821740146845], [144.947201656314, -37.821739975685], [144.947197342686, -37.821738172027], [144.947192815097, -37.821735931175], [144.947188575491, -37.821733424091], [144.947184529573, -37.821730650932], [144.947182148585, -37.821728716957], [144.947180958747, -37.821727705823], [144.947177672274, -37.821724584535], [144.947174672375, -37.821721288911], [144.947172052186, -37.821717819673], [144.947169714964, -37.82171426525], [144.947168382717, -37.821711628622], [144.947167759973, -37.821710446239], [144.94716617854, -37.821706634643], [144.947164952008, -37.821693458841], [144.9471650618, -37.821689496498], [144.947165639422, -37.82168554231], [144.947166589266, -37.82168168473], [144.947167913829, -37.821677833684], [144.947169608118, -37.821674169318], [144.947171767765, -37.821670602282], [144.94717429961, -37.821667132753], [144.947177198686, -37.82166393998], [144.947180468848, -37.821660843793], [144.94718402975, -37.821657996893], [144.947184109897, -37.821657933406], [144.947188022769, -37.821655299011], [144.947192208399, -37.821653029841], [144.947196575285, -37.821650943164], [144.947201212659, -37.821649221672], [144.947206027384, -37.821647864642], [144.947211023141, -37.821646780219], [144.947215065992, -37.821646219886], [144.947216007779, -37.821646056071], [144.947226329311, -37.821645424971], [144.947231107759, -37.821645418166], [144.947236062448, -37.821645774901], [144.947241007154, -37.821646491932], [144.947245851261, -37.821647477561], [144.947250498026, -37.821648820217], [144.947255137329, -37.821650432194], [144.94725948865, -37.821652310403], [144.947263641518, -37.82165454472], [144.947267691267, -37.821657138609], [144.947271362467, -37.821659905231], [144.947274744549, -37.821662938065], [144.947277746946, -37.821666143614], [144.947280463882, -37.821669524419], [144.947282704365, -37.82167316727], [144.947284661856, -37.821676896206], [144.94728553878, -37.821679073407], [144.947286146551, -37.821680796231], [144.947287256528, -37.821684689724], [144.94728789618, -37.821688665134], [144.94728844408, -37.821692548828], [144.947288614765, -37.821696516062], [144.947288320116, -37.821700385066], [144.947287651885, -37.821704247557], [144.947286513552, -37.821708101851], [144.947285100849, -37.821711772029], [144.94728371812, -37.821714360422], [144.947283219206, -37.821715433131], [144.947280968971, -37.821718907571], [144.947278347872, -37.821722195311], [144.947275548013, -37.821725210484], [144.947272471562, -37.821728039698], [144.947269119632, -37.821730683876], [144.947265494692, -37.821733053843], [144.947261689905, -37.821735149421], [144.94725770159, -37.821737062466], [144.947259325455, -37.821739342807], [144.947260570946, -37.821741707571], [144.947261530999, -37.821744246691], [144.947262116309, -37.821746780179], [144.947262231317, -37.821749394683], [144.947262065854, -37.821752004298], [144.9472614314, -37.821754606637], [144.947260518995, -37.821757113112], [144.947259236838, -37.821759433807], [144.947257579988, -37.821761747067], [144.947255557016, -37.821763784495], [144.947253350566, -37.821765637587], [144.947250775499, -37.82176730492], [144.947248019424, -37.821768698744], [144.947247896451, -37.821768749769], [144.947245082141, -37.821769908274], [144.947242060569, -37.821770756766], [144.947240067085, -37.821771114921], [144.947238860261, -37.82177133179]]], [[[144.947328378351, -37.82188425489], [144.94732369663, -37.821884173268], [144.947319116644, -37.821883823068], [144.947314545506, -37.821883112554], [144.947310078597, -37.821882043387], [144.947305713399, -37.821880706542], [144.947301541936, -37.821879101823], [144.947297568952, -37.821877140094], [144.947293882767, -37.821874913915], [144.947290390093, -37.821872509974], [144.947287185353, -37.821869841601], [144.947284268572, -37.821866907898], [144.947281729032, -37.821863889753], [144.947279478561, -37.821860607197], [144.947277786537, -37.821857424495], [144.947277604169, -37.821857241081], [144.947276203736, -37.821853702993], [144.947275191398, -37.82185050871], [144.947275083799, -37.821850168894], [144.947274439156, -37.821846373632], [144.94727426348, -37.821842586545], [144.947274416464, -37.821840427299], [144.94727455813, -37.821838717541], [144.947274938217, -37.821836562255], [144.947275223868, -37.821834945125], [144.947276358573, -37.821831180884], [144.94727786303, -37.821827602423], [144.947279833933, -37.821824123113], [144.947281884334, -37.821821095775], [144.947282175924, -37.821820740389], [144.94728488401, -37.8218176344], [144.947287872369, -37.821814622514], [144.94729131991, -37.821811889886], [144.947294948459, -37.821809430765], [144.947298943129, -37.821807247478], [144.947303117646, -37.821805338579], [144.947307469565, -37.821803792341], [144.947311908244, -37.821802517967], [144.947316430052, -37.821801605511], [144.947321037461, -37.8218009658], [144.947325729158, -37.821800687127], [144.947330410874, -37.821800768748], [144.947339746878, -37.821801921901], [144.947344216277, -37.821802900992], [144.947348581447, -37.821804238736], [144.947351638732, -37.821805463561], [144.947352843523, -37.821805935151], [144.947356820161, -37.821807805923], [144.947360599432, -37.821810034624], [144.947364089635, -37.821812527737], [144.947367388598, -37.82181519865], [144.947368118096, -37.821815931405], [144.947370304244, -37.821818132332], [144.947372841317, -37.821821239648], [144.947375092901, -37.821824523123], [144.947376966161, -37.821827889218], [144.947377829389, -37.821830068884], [144.947378225433, -37.821831068881], [144.947378367734, -37.821831427325], [144.947378965551, -37.821833509543], [144.947379008414, -37.821833807677], [144.94737904369, -37.821834051608], [144.947379388462, -37.821835139026], [144.94738003311, -37.821838934288], [144.947380090461, -37.821841702789], [144.947380113184, -37.821842809825], [144.947379914122, -37.82184659128], [144.947379154142, -37.821850362054], [144.947378021937, -37.821854036223], [144.947376421901, -37.821857702235], [144.947374452138, -37.821861181566], [144.947373535954, -37.821862471393], [144.947372112646, -37.821864474218], [144.947369400905, -37.821867671163], [144.947366321956, -37.821870590454], [144.947365269585, -37.821871383163], [144.947364695028, -37.821871823732], [144.947362970022, -37.821873234634], [144.947359248335, -37.821875693034], [144.947355253688, -37.821877875423], [144.947351079143, -37.821879785224], [144.94734672722, -37.821881331464], [144.94734559308, -37.82188167216], [144.947342101202, -37.821882601672], [144.947337883969, -37.821883386966], [144.947337676132, -37.821883425698], [144.947336996422, -37.821883520186], [144.947333067559, -37.82188406629], [144.947328378351, -37.82188425489]]], [[[144.947422603759, -37.822026812139], [144.947418479118, -37.822026920467], [144.947414457571, -37.822026670124], [144.947410446007, -37.822026059485], [144.947406536178, -37.822025180268], [144.947402726922, -37.822024033354], [144.947399115034, -37.82202252851], [144.947395697993, -37.822020756711], [144.947392475774, -37.822018718858], [144.947389635787, -37.822016416415], [144.947386988127, -37.822013937992], [144.947386081274, -37.822012840776], [144.947385266173, -37.822011835276], [144.94738481581, -37.822011196603], [144.947382926437, -37.822008370931], [144.947381323662, -37.822005370021], [144.947380286848, -37.822002197841], [144.947379531617, -37.821999031472], [144.94737924921, -37.821995693111], [144.947379428283, -37.821992633147], [144.947379983461, -37.821989488722], [144.94738015591, -37.821988923089], [144.947380910839, -37.821986441804], [144.947382307184, -37.821983403062], [144.947383977899, -37.821980548436], [144.947386019453, -37.821977881411], [144.947388433232, -37.821975310993], [144.94739112138, -37.821972924691], [144.94739408476, -37.82197081444], [144.947397320014, -37.821968978379], [144.947400831885, -37.821967327376], [144.947404427996, -37.821966039211], [144.947408202869, -37.821965023612], [144.947412064503, -37.821964279878], [144.947416104875, -37.821963809612], [144.947420228153, -37.821963791377], [144.947432266691, -37.821965443124], [144.947436074783, -37.821966590918], [144.947439686694, -37.82196809486], [144.947443103734, -37.821969866658], [144.947446325928, -37.82197190541], [144.947449167075, -37.821974206971], [144.947451717994, -37.821976773823], [144.947453987055, -37.82197942678], [144.947454361863, -37.821979881197], [144.947454524454, -37.821980163395], [144.947454977039, -37.821980885915], [144.9474558728, -37.821982342505], [144.947457382439, -37.821985342692], [144.947458514889, -37.82198842552], [144.947459267628, -37.821991681963], [144.947459552534, -37.821994930249], [144.947459515102, -37.821996281356], [144.947459387052, -37.821997540765], [144.947459372079, -37.821998081208], [144.947458815794, -37.822001224713], [144.947457795307, -37.822004270008], [144.947456495683, -37.822007221222], [144.947454730747, -37.822010073304], [144.947452686699, -37.822012830404], [144.947450274032, -37.822015401745], [144.947447587269, -37.822017697054], [144.947444624999, -37.822019808227], [144.947441386138, -37.822021733442], [144.947437969873, -37.822023295996], [144.947434281758, -37.822024583459], [144.947430503276, -37.822025688211], [144.947426644134, -37.822026341872], [144.947422603759, -37.822026812139]]], [[[144.947271722338, -37.821643513768], [144.947268162291, -37.821643541818], [144.947264612228, -37.821643209572], [144.947261068515, -37.821642607086], [144.947257723281, -37.82164164759], [144.947254476124, -37.821640510471], [144.947251427695, -37.821638925329], [144.947248667, -37.82163716497], [144.947246097494, -37.82163522861], [144.947243912715, -37.821632937587], [144.947242010877, -37.821630562281], [144.947241025894, -37.821628922998], [144.947240488774, -37.821628012461], [144.947239255739, -37.821625198229], [144.947238490535, -37.821622392154], [144.947238105064, -37.821619411564], [144.947238184903, -37.821616530105], [144.947238735067, -37.821613566728], [144.947239654983, -37.821610789132], [144.947240251975, -37.8216095388], [144.947241042703, -37.821608020592], [144.947242801285, -37.821605438753], [144.947243450947, -37.821604706613], [144.947244878059, -37.82160309947], [144.947244928483, -37.821603042674], [144.947244972805, -37.821603001092], [144.947246980237, -37.821601155344], [144.947247331135, -37.821600832534], [144.947247742401, -37.821600545021], [144.947249995614, -37.821598972107], [144.947250102178, -37.821598898266], [144.947250199058, -37.821598845885], [144.947253145068, -37.82159723909], [144.947256341377, -37.82159590611], [144.947256462053, -37.821595855946], [144.947256874779, -37.821595720756], [144.947257567215, -37.821595494919], [144.947259865822, -37.821594743765], [144.947263255978, -37.821594081932], [144.94726682714, -37.821593693608], [144.94727038968, -37.821593575484], [144.947273849126, -37.821593816033], [144.947277394196, -37.821594328425], [144.94728074306, -37.821595197866], [144.947287042498, -37.821597739958], [144.947289899937, -37.821599411886], [144.947292469417, -37.821601349146], [144.947294750965, -37.821603550836], [144.947296745891, -37.821605928665], [144.947298363628, -37.821608389134], [144.947299601655, -37.821611023218], [144.94729977404, -37.821611566927], [144.94730046358, -37.821613741763], [144.947300948317, -37.821616542948], [144.94730105831, -37.8216193385], [144.947300696867, -37.82162221505], [144.947300058585, -37.821624996656], [144.947298952673, -37.821627680893], [144.94729747933, -37.821630177589], [144.947295630108, -37.821632668632], [144.94729341368, -37.821634882021], [144.947291015995, -37.821636912915], [144.947288251103, -37.821638666155], [144.947285209572, -37.821640235239], [144.947282082415, -37.821641532478], [144.94727868366, -37.821642463611], [144.947275293503, -37.821643125444], [144.947271722338, -37.821643513768]]], [[[144.94708388479, -37.821799533631], [144.947080327232, -37.821799471601], [144.947076685411, -37.821799047633], [144.947073240932, -37.821798266636], [144.947073102412, -37.821798222767], [144.947069897054, -37.821797217042], [144.947066657382, -37.821795809696], [144.94706370683, -37.821794136139], [144.947061959931, -37.821792934155], [144.947061134828, -37.821792289849], [144.947058755203, -37.821790265777], [144.947056757759, -37.821787978919], [144.947055770282, -37.821786429708], [144.947055045804, -37.821785515903], [144.947053713535, -37.821782880173], [144.94705275601, -37.821780250077], [144.947052272418, -37.821777448911], [144.947052068161, -37.821774652616], [144.9470523304, -37.821771953671], [144.947052969829, -37.821769172087], [144.947053980369, -37.821766486189], [144.947055364243, -37.82176389782], [144.947057119204, -37.821761406038], [144.947059246412, -37.821759009962], [144.947061740826, -37.821756891543], [144.947064510744, -37.82175495726], [144.947067554781, -37.821753298109], [144.947070776168, -37.82175200342], [144.947074176316, -37.821750981299], [144.94707775747, -37.821750232685], [144.947081420618, -37.82174984597], [144.947085074917, -37.82174981957], [144.947092353563, -37.821750847654], [144.947095790552, -37.821751898871], [144.947098986475, -37.821753163067], [144.947099126941, -37.821753218686], [144.947102267373, -37.821754804534], [144.947105024213, -37.821756745065], [144.947105573811, -37.821757205234], [144.947107586231, -37.821758951649], [144.947109768513, -37.821761332748], [144.947111571111, -37.82176388656], [144.947112900861, -37.821766613263], [144.947113944037, -37.821769514303], [144.947114426271, -37.821772405562], [144.947114416288, -37.821772765857], [144.947114531266, -37.821775381262], [144.94711417095, -37.821778257831], [144.947113434781, -37.821781127846], [144.947112231891, -37.821783990625], [144.947110567547, -37.821786574105], [144.947108530981, -37.821789060977], [144.947106313157, -37.821791365356], [144.947103728127, -37.821793392079], [144.947100868953, -37.821795144572], [144.947097829907, -37.821796623577], [144.947094517902, -37.821797826569], [144.947091120249, -37.821798758617], [144.947087544084, -37.821799327083], [144.94708613696, -37.821799392666], [144.94708388479, -37.821799533631]]], [[[144.947312545973, -37.821603680844], [144.947308886689, -37.821603887399], [144.947305332996, -37.821603645209], [144.947301787925, -37.821603132817], [144.947298250342, -37.821602350204], [144.947295048407, -37.821601139077], [144.947295005682, -37.821601123012], [144.947291861646, -37.821599626322], [144.947289006704, -37.82159786432], [144.947287079909, -37.821596389753], [144.947286342951, -37.821595926318], [144.94728406506, -37.821593633673], [144.947282165718, -37.821591168294], [144.947280644749, -37.821588618493], [144.947279504826, -37.821585805886], [144.94727873962, -37.821582999811], [144.94727844726, -37.821580020844], [144.947278474687, -37.821579030933], [144.947278620208, -37.821577141008], [144.947279170371, -37.821574177631], [144.947280184531, -37.821571401677], [144.947281664001, -37.821568724854], [144.947283515692, -37.821566144638], [144.947285733503, -37.821563840256], [144.947288227904, -37.821561721831], [144.94729108956, -37.821559879259], [144.9472942242, -37.821558311799], [144.947297538686, -37.821557018727], [144.947300938822, -37.821555996599], [144.947304425718, -37.821555246335], [144.947307996879, -37.821554858009], [144.947311651169, -37.821554831601], [144.947315295476, -37.821555165488], [144.947318838049, -37.821555767953], [144.947322277527, -37.82155672909], [144.947325519665, -37.821558047255], [144.947328569478, -37.821559541401], [144.947331328812, -37.821561391852], [144.947333893326, -37.821563508358], [144.947334346182, -37.821564056956], [144.947335710314, -37.821565583895], [144.947335981364, -37.821565887809], [144.94733778646, -37.821568351544], [144.947339212958, -37.821570989814], [144.947340261133, -37.821573710705], [144.947340842613, -37.821576423459], [144.94734104572, -37.821579220635], [144.947340916534, -37.821580480025], [144.947340781022, -37.821582008754], [144.947340235828, -37.821584792885], [144.94733922419, -37.821587477865], [144.947337843961, -37.821589976184], [144.947336087853, -37.821592468851], [144.947333965675, -37.821594683884], [144.947331567992, -37.82159671478], [144.947328893719, -37.821598559718], [144.947326039549, -37.821600132069], [144.947322912395, -37.821601429309], [144.947319607865, -37.821602362987], [144.947316118496, -37.821603202424], [144.947312545973, -37.821603680844]]]], ""type"": ""MultiPolygon""}",1450822,"Carousels, platforms, swing, slide, public toilet.",,Docklands Park Playground
"-37.80284131718294, 144.9626564799592","{""coordinates"": [[[[144.962585326539, -37.802855460766], [144.962585325283, -37.802845670354], [144.962587369781, -37.802829217788], [144.962590069331, -37.802812775653], [144.962594734125, -37.802799791993], [144.962602896372, -37.802792455242], [144.962611063753, -37.802788361916], [144.962625267807, -37.802786085268], [144.962638222736, -37.802784957636], [144.962648431148, -37.802784954016], [144.962650009251, -37.802785183182], [144.962665315096, -37.802787408046], [144.962687139421, -37.802797516535], [144.962703438373, -37.802807619545], [144.962717400092, -37.802817592001], [144.962729863308, -37.80282753853], [144.962738902727, -37.802839407516], [144.962739502737, -37.802851671203], [144.962737094301, -37.802860909861], [144.962731548361, -37.80286847212], [144.962724455353, -37.802874386396], [144.962718956416, -37.802880238131], [144.962708102105, -37.802886717257], [144.962683011165, -37.802889796861], [144.962671470402, -37.802890588493], [144.962653859641, -37.802890734401], [144.962638383955, -37.80289154807], [144.962623061902, -37.802890201569], [144.962610695939, -37.802886924521], [144.962599847152, -37.80288295278], [144.962591585941, -37.802876862981], [144.962588864425, -37.802871993695], [144.9625875686, -37.802869675977], [144.962585799046, -37.802862526962], [144.962585600452, -37.80285545379], [144.962585326539, -37.802855460766]]]], ""type"": ""MultiPolygon""}",1450819,"Swings, spinners, double slide, public toilet, picnic table, lots of shade.",,Lincoln Square Playground
