"business_status","formatted_address","icon","icon_background_color","icon_mask_base_uri","name","photos","place_id","price_level","rating","reference","types","user_ratings_total","geometry.location.lat","geometry.location.lng","geometry.viewport.northeast.lat","geometry.viewport.northeast.lng","geometry.viewport.southwest.lat","geometry.viewport.southwest.lng","opening_hours.open_now","plus_code.compound_code","plus_code.global_code"
"OPERATIONAL","263-329 Lorimer St, Port Melbourne VIC 3207, Australia","https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/bar-71.png","#FF9E67","https://maps.gstatic.com/mapfiles/place_api/icons/v2/bar_pinlet","Pier 35 Bar & Grill","list(height = 1299, html_attributions = list(\"<a href=\\"https://maps.google.com/maps/contrib/115007090397056545119\\">A Google User</a>\"), photo_reference = \"ATJ83zj1i_J064pECB7tk4VUVs-WoAMj0-F1FXcaij41NOQwU2MWubXC1OkjVr0Q9g-Qob9zaRxDc3QN3e77MApVAsbHZHrf6teb2ceI59Jn6aGwdqX2NE704exd_nJpx53q6VDAzVLmu6_DEID05Qogbej57tmzM1fBbdGf-3TjI9teZWta\", width = 2309)","ChIJOW1Z0XFn1moRy7J6Ku9EJR0",2,4.1,"ChIJOW1Z0XFn1moRy7J6Ku9EJR0","c(\"bar\", \"restaurant\", \"food\", \"point_of_interest\", \"establishment\")",1260,-37.823866,144.9065137,-37.8225927201073,144.907785329893,-37.8252923798927,144.905085670107,TRUE,"5WG4+FJ Port Melbourne, Victoria","4RJ65WG4+FJ"
"OPERATIONAL","Kiosk 01, Woolworths Fisherman's Bend, 477/481 Plummer St, Port Melbourne VIC 3207, Australia","https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png","#FF9E67","https://maps.gstatic.com/mapfiles/place_api/icons/v2/restaurant_pinlet","Sushi Sushi","list(height = 4000, html_attributions = list(\"<a href=\\"https://maps.google.com/maps/contrib/101422606339311789529\\">A Google User</a>\"), photo_reference = \"ATJ83ziR0bGn_kT5GhZFzvmhaMyt4Sx_PoJcWwAtEdIzUB0TSY1pHM9W9Obx81AN5oR0vMxc0EFqz3lmQRw_PhUxia6c_C-GM7LuoLAqeW6pVfJfJwXZe7cn1a7K910gitxou0D9eweRcLU40HOAQWUZEVWxeG35fWy5V__UI_sYGxX5Afm4\", width = 2669)","ChIJ6VLRg65n1moRBGCCDXKApJ0",1,1.6,"ChIJ6VLRg65n1moRBGCCDXKApJ0","c(\"meal_takeaway\", \"restaurant\", \"food\", \"point_of_interest\", \"establishment\")",17,-37.8310761,144.9309287,-37.8299601701073,144.932324229893,-37.8326598298927,144.929624570107,TRUE,"5W9J+H9 Port Melbourne, Victoria","4RJ65W9J+H9"
"OPERATIONAL","Unit 2/42 Sabre Dr, Port Melbourne VIC 3207, Australia","https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/cafe-71.png","#FF9E67","https://maps.gstatic.com/mapfiles/place_api/icons/v2/cafe_pinlet","Sabre Cafe","list(height = 4032, html_attributions = list(\"<a href=\\"https://maps.google.com/maps/contrib/105202871492367839650\\">Daniel Orchard</a>\"), photo_reference = \"ATJ83zhdDApGAcdWGmr_U8D2Dwm3VUQwjWkvw1Ua-StEkL9v4RUohXktIT1NwfAf3R_6OIsWkWKWFtWRnWNMjMBHwIoy6GsVnc_VYJeSsc0YiAr1jxCYjET0tZVEWid1xQvAgLbS1hymyufvip2c5KAdB2FFZN9RJfDLMZk_LDw0zhgnk3vY\", width = 3024)","ChIJ7YQ1h21n1moRISrYQm1opVU",1,4.1,"ChIJ7YQ1h21n1moRISrYQm1opVU","c(\"cafe\", \"meal_takeaway\", \"restaurant\", \"food\", \"point_of_interest\", \"store\", \"establishment\")",71,-37.8276642,144.9066775,-37.8264304701073,144.907802829893,-37.8291301298927,144.905103170107,TRUE,"5WC4+WM Port Melbourne, Victoria","4RJ65WC4+WM"
"OPERATIONAL","300 Plummer St, Port Melbourne VIC 3207, Australia","https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png","#FF9E67","https://maps.gstatic.com/mapfiles/place_api/icons/v2/restaurant_pinlet","Elma","list(height = 2268, html_attributions = list(\"<a href=\\"https://maps.google.com/maps/contrib/102264887046025930750\\">Yos William</a>\"), photo_reference = \"ATJ83zg-W4ENhQ3ppijfQ4B1bjlhuCyl1bwE7xxwnsCxy-xbHtMJR9V8yf0ZiuhVgpa8sKk-vbXcIa5BD9P6BTkJn0IKsHERtAYxfQmh1TtO74Wr875R8wYJQKpM1rkhp9Y1VZPZVzPqKjWWRNpkWbehnKR766sRCaXs9FC2resnVF9L5MJl\", width = 4032)","ChIJT9wJyVhn1moRGkTa_n1fHPQ",NA,4.2,"ChIJT9wJyVhn1moRGkTa_n1fHPQ","c(\"restaurant\", \"food\", \"point_of_interest\", \"establishment\")",135,-37.8338042,144.919775,-37.8324651701073,144.921128179893,-37.8351648298927,144.918428520107,FALSE,"5W89+CW Port Melbourne, Victoria","4RJ65W89+CW"
"OPERATIONAL","262 Lorimer St, Port Melbourne VIC 3207, Australia","https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/cafe-71.png","#FF9E67","https://maps.gstatic.com/mapfiles/place_api/icons/v2/cafe_pinlet","Bonnie & Duke Cafe and Grocer","list(height = 3024, html_attributions = list(\"<a href=\\"https://maps.google.com/maps/contrib/109132062696400831424\\">Robert Kennedy</a>\"), photo_reference = \"ATJ83zjnD62EHboQpizpwHys040hdPLPmpsv1qrZgPEg8eiawsDGoNyfLQ1dfC8sMCklkWCSiVFs_Bh3p-5y_bkaRutEGewgigOWrle79JE_9Z1-LrVUQhyIBI2SBk-hS0bjko6uzkD2U-Zkn-jC4una_oRJEhTi49YvowEagcHSiaBJY4wS\", width = 2916)","ChIJKwRx3W1n1moRssWFI_NYy00",2,4.3,"ChIJKwRx3W1n1moRssWFI_NYy00","c(\"cafe\", \"restaurant\", \"food\", \"point_of_interest\", \"store\", \"establishment\")",90,-37.8257745,144.9049783,-37.8243857701073,144.906398029893,-37.8270854298927,144.903698370107,TRUE,"5WF3+MX Port Melbourne, Victoria","4RJ65WF3+MX"
"OPERATIONAL","Port Melbourne VIC 3207, Australia","https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png","#FF9E67","https://maps.gstatic.com/mapfiles/place_api/icons/v2/restaurant_pinlet","Bega Canteen","NULL","ChIJFcCWo4pn1moRH71gqC4XaZ4",NA,5,"ChIJFcCWo4pn1moRH71gqC4XaZ4","c(\"restaurant\", \"food\", \"point_of_interest\", \"establishment\")",2,-37.8268442,144.9231277,-37.8255552701073,144.924214929893,-37.8282549298927,144.921515270107,TRUE,"5WFF+77 Port Melbourne, Victoria","4RJ65WFF+77"
"OPERATIONAL","430 Plummer St, Port Melbourne VIC 3207, Australia","https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png","#FF9E67","https://maps.gstatic.com/mapfiles/place_api/icons/v2/restaurant_pinlet","Port Melbourne SC club restaurant","list(height = 1836, html_attributions = list(\"<a href=\\"https://maps.google.com/maps/contrib/109657963518944793759\\">Marizeta Gountaki</a>\"), photo_reference = \"ATJ83zi62EHdmes6eo9hopdM3w4AZrnF5IF6o1kBOeeRG9wsXkTTKzAy65FcamuhQT_wPZv3qXgsxpof5VNJJOpj8IlEKb8_cMhiG0ao_poPb1grrImCT3fBXe3pt3bXgAQZ7fRKdw2Rq4V6OOKJPYdecjH3WYz_M4h8PDDlfS7c_mlNeEJa\", width = 3264)","ChIJky5gjJln1moRCQxD7r9Do6g",NA,5,"ChIJky5gjJln1moRCQxD7r9Do6g","c(\"restaurant\", \"food\", \"point_of_interest\", \"establishment\")",2,-37.8331904,144.9265883,-37.8314846701073,144.927831979893,-37.8341843298927,144.925132320107,NA,"5W8G+PJ Port Melbourne, Victoria","4RJ65W8G+PJ"
"OPERATIONAL","Unit 6/1 Phillip Ct, Port Melbourne VIC 3207, Australia","https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png","#FF9E67","https://maps.gstatic.com/mapfiles/place_api/icons/v2/restaurant_pinlet","Q Tea Kitchen","list(height = 3000, html_attributions = list(\"<a href=\\"https://maps.google.com/maps/contrib/104976953614977228912\\">A Google User</a>\"), photo_reference = \"ATJ83ziud0dxFyNDWM2BKVqXHylxgdyZWzbvP1FNVDkJgFVg5nsyYYDE16ZgF2AooBhFuy6t2ncbP8hGxQYHJItuMPSozP_7FQAfIgeNaZnFNkJwgMUyT9MVuyhxhMhhSdwX4Ij4R_heF1BYNpvLmGhDY3RdNYXT7gq0D3-sp6eEyqd_A-4r\", width = 4000)","ChIJDTiXfyZn1moRliMyRRPg-zM",NA,5,"ChIJDTiXfyZn1moRliMyRRPg-zM","c(\"restaurant\", \"food\", \"point_of_interest\", \"store\", \"establishment\")",20,-37.8252463,144.9216669,-37.8238866701073,144.923137779893,-37.8265863298927,144.920438120107,TRUE,"5WFC+WM Port Melbourne, Victoria","4RJ65WFC+WM"
"OPERATIONAL","Shop3/1 Phillip Ct, Port Melbourne VIC 3207, Australia","https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png","#FF9E67","https://maps.gstatic.com/mapfiles/place_api/icons/v2/restaurant_pinlet","Ootoro","list(height = 4032, html_attributions = list(\"<a href=\\"https://maps.google.com/maps/contrib/103600760121310740241\\">A Google User</a>\"), photo_reference = \"ATJ83zjSSYGqxmv3fw3Q2fGgP6d6iAfEdEMJTMWrmNSmC3ULh66x9uMoy74HmrNtaHny9Efs_zkAlHDlDPiwB2EZ_dPYjXrST3OKXdjanU-kvpfBURFZRX3Pzb-G3zMxLUUOI8e8L1eugDEQop1-RA704B8FXRhRKFmduID95C6VONDx54jx\", width = 3024)","ChIJf_tmS4Nn1moRoOyR9hlKIq8",NA,4.2,"ChIJf_tmS4Nn1moRoOyR9hlKIq8","c(\"restaurant\", \"food\", \"point_of_interest\", \"establishment\")",114,-37.8254314,144.9217115,-37.8240804201073,144.923194929893,-37.8267800798927,144.920495270107,TRUE,"5WFC+RM Port Melbourne, Victoria","4RJ65WFC+RM"
"OPERATIONAL","17 Centre Ave, Port Melbourne VIC 3207, Australia","https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png","#FF9E67","https://maps.gstatic.com/mapfiles/place_api/icons/v2/restaurant_pinlet","Garden Place Take Away","list(height = 3024, html_attributions = list(\"<a href=\\"https://maps.google.com/maps/contrib/110986675393690906302\\">Craig Krisohos</a>\"), photo_reference = \"ATJ83zgy5THaiPFBwhM0FVwUCRYiU5Tf6cuaH40XNNwnpGeiWHJsUtzQxQw23OfzW7sC0wtio3hW00-os8INKFy-fQfNgCW5GJTE_oaf3MpDUNquBqEuxVjO_o4_B0A4BjAFm7SeSSyYd7XKnEjy1ksM6gGeVlg197UcIcJhCwLqenrNT7KS\", width = 4032)","ChIJY8dVSqBn1moRi5lI-U-eenM",NA,4.8,"ChIJY8dVSqBn1moRi5lI-U-eenM","c(\"meal_takeaway\", \"restaurant\", \"food\", \"point_of_interest\", \"establishment\")",9,-37.8364964,144.9198208,-37.8351518201073,144.921233079893,-37.8378514798927,144.918533420107,TRUE,"5W79+CW Port Melbourne, Victoria","4RJ65W79+CW"
"OPERATIONAL","21 Centre Ave, Port Melbourne VIC 3207, Australia","https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png","#FF9E67","https://maps.gstatic.com/mapfiles/place_api/icons/v2/restaurant_pinlet","New Success Take-Away","list(height = 3024, html_attributions = list(\"<a href=\\"https://maps.google.com/maps/contrib/115247796464737372944\\">Basarat</a>\"), photo_reference = \"ATJ83zijR6xEURtTWTJoV8CoOINO704v22Rrni2LZkMElDoys-y8sb0BLMOLqERfCqLGYXKzIqk-6iK6Ci7CYtJdKkwWgzF84rcptPY3Gnz6qXQdJM9mCk0S60eaggE2mxh0bl5tn6RZzGbLZ5YZVLpsNzXtTqoFTv5foNPahjFTcoCwQ39D\", width = 4032)","ChIJkTWASqBn1moRh_z9WcT_wwk",NA,4.9,"ChIJkTWASqBn1moRh_z9WcT_wwk","c(\"restaurant\", \"food\", \"point_of_interest\", \"establishment\")",59,-37.8363837,144.9198359,-37.8350351201073,144.921200279893,-37.8377347798927,144.918500620107,TRUE,"5W79+FV Port Melbourne, Victoria","4RJ65W79+FV"
"OPERATIONAL","12/62 Cook St, Port Melbourne VIC 3210, Australia","https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png","#FF9E67","https://maps.gstatic.com/mapfiles/place_api/icons/v2/restaurant_pinlet","Red Rooster","list(height = 2976, html_attributions = list(\"<a href=\\"https://maps.google.com/maps/contrib/104570230829570489482\\">Martin Sherwood</a>\"), photo_reference = \"ATJ83zhaGP5oJ_EMClezcSwlad4tjR99ZjLPWnyL9-1NLlvhiw8UdV9Ny9ZepxtB6TE4Y5rmXE-x4PJgkw0biDojqO1-2saH3Z5ZB4__C2A2ckEu512kHEADtsEjmLgaSW4h0ckiRKrRshdiEtEtvoGi1a4hSFpiYrim1X4AatN00NuArBe3\", width = 3968)","ChIJkRt3vp1n1moRzB5xK-IDAXY",1,3.3,"ChIJkRt3vp1n1moRzB5xK-IDAXY","c(\"meal_delivery\", \"meal_takeaway\", \"restaurant\", \"food\", \"point_of_interest\", \"establishment\")",104,-37.8299006,144.9169199,-37.8284824701073,144.918590229893,-37.8311821298927,144.915890570107,TRUE,"5WC8+2Q Port Melbourne, Victoria","4RJ65WC8+2Q"
"OPERATIONAL","12-62 Cook St, Port Melbourne VIC 3207, Australia","https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png","#FF9E67","https://maps.gstatic.com/mapfiles/place_api/icons/v2/restaurant_pinlet","Hungry Jack's Burgers Westgate","list(height = 1080, html_attributions = list(\"<a href=\\"https://maps.google.com/maps/contrib/115311349242864777380\\">Mandeep Bhullar</a>\"), photo_reference = \"ATJ83zjeKXYWC60XqNRKnFO6O0yu10VPVeT1yX3ECqx0zmQ82-f5nK5i6IIAaM8U5yaWqKkuvp-VhX2TZ30nW36L0aRPBelq4Blj-JkyurZmQ_vTDBjkxO4LsnrdBRuFd2jFNVenB0puBy-Yip0ALc7wkm8dR4RQAyNjdhwv7Jf36G-QCs95\", width = 1920)","ChIJ6UhMB3Zn1moR2QzlbTQMo0w",1,3.5,"ChIJ6UhMB3Zn1moR2QzlbTQMo0w","c(\"meal_delivery\", \"meal_takeaway\", \"restaurant\", \"food\", \"point_of_interest\", \"establishment\")",556,-37.8298195,144.9171835,-37.8284607701073,144.918698379893,-37.8311604298927,144.915998720107,TRUE,"5WC8+3V Port Melbourne, Victoria","4RJ65WC8+3V"
