id,host_id,host_name,neighbourhood,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,name,rating,number_of_bedrooms,number_of_beds,number_of_baths,suburb,price_class,Longitude,Latitude
36708679,23869880,Gaurav,Melbourne,Private room,3000,1,4,2020-01-20,0.09,1,83,0,Rental unit in Parkville,5,1,1,1,Parkville,expensive,144.93855,-37.7778
29228505,4924814,Akbar,Melbourne,Entire home/apt,2290,6,39,2020-03-17,0.66,6,0,0,Rental unit in Melbourne,4.79,3,4,2,Melbourne,expensive,144.96154,-37.80719
14919472,29183827,JJ And Rose,Melbourne,Entire home/apt,2057,7,4,2017-03-28,0.05,1,0,0,Rental unit in Southbank,5,4,5,3.5,Southbank,expensive,144.96365,-37.82225
2998252,7063206,Dene,Melbourne,Private room,2000,5,9,2016-09-04,0.1,1,0,0,Rental unit in Melbourne,4.78,1,1,1,Melbourne,expensive,144.95406,-37.81288
41519776,327024003,Mel,Melbourne,Entire home/apt,2000,2,3,2020-06-13,0.07,1,0,0,Condo in Carlton,5,1,2,1,Melbourne,expensive,144.9611,-37.80697
827762602291501440,12197796,Nicole,Melbourne,Entire home/apt,2000,1,20,2023-08-09,3.02,13,81,20,Rental unit in East Melbourne,5,3,6,2,East Melbourne,expensive,144.984821169621,-37.8155531856611
897255252398959360,24559735,Angela,Melbourne,Entire home/apt,2000,1,4,2023-06-29,1.2,10,361,4,Rental unit in Melbourne,5,1,1,1,Melbourne,expensive,144.95656,-37.82212
23486780,162893029,Ed,Melbourne,Entire home/apt,1998,120,5,2018-10-24,0.08,4,0,0,Rental unit in Docklands,4.8,1,2,1,Docklands,expensive,144.94127,-37.81319
23639223,162893029,Ed,Melbourne,Entire home/apt,1998,120,4,2018-07-17,0.06,4,0,0,Rental unit in Carlton,5,2,3,2,Carlton,expensive,144.96186,-37.80615
9396480,12197796,Nicole,Melbourne,Entire home/apt,1957,1,46,2023-05-28,0.54,13,153,11,Rental unit in East Melbourne,4.83,6,16,4,East Melbourne,expensive,144.9845,-37.81617
24502405,185104456,Ivan And Rachel,Melbourne,Entire home/apt,1826,90,62,2020-03-21,0.97,2,173,0,Rental unit in Melbourne,4.74,2,3,1,Melbourne,expensive,144.95494,-37.81638
4192637,21753170,Nicky,Melbourne,Entire home/apt,1800,2,18,2019-07-27,0.17,1,0,0,Townhouse in Fitzroy,4.83,7,16,3,Carlton,expensive,144.97342,-37.80255
42949873,314893462,Citadines On Bourke Melbourne,Melbourne,Entire home/apt,1726,1,33,2022-03-14,0.99,6,0,0,Serviced apartment in Melbourne,4.52,Studio,1,1,Melbourne,expensive,144.97,-37.81341
25785846,193793780,Luke,Melbourne,Entire home/apt,1713,2,45,2023-07-15,0.75,3,118,4,Serviced apartment in Southbank,4.88,4,4,3.5,Southbank,expensive,144.95906,-37.82594
19022320,10190138,Tony,Melbourne,Entire home/apt,1592,1,51,2023-04-30,0.67,66,243,4,Rental unit in Southbank,4.92,3,8,2,Southbank,expensive,144.966842651367,-37.8216209411621
51140271,10190138,Tony,Melbourne,Entire home/apt,1592,1,5,2023-01-15,0.24,66,243,2,Rental unit in Southbank,5,3,9,2.5,Southbank,expensive,144.962142944336,-37.8240051269531
632848437941938432,167905125,Tony,Melbourne,Entire home/apt,1592,1,4,2023-04-17,0.33,4,240,3,Rental unit in Southbank,5,3,9,2,Southbank,expensive,144.9624,-37.82388
42949834,314893462,Citadines On Bourke Melbourne,Melbourne,Entire home/apt,1566,1,25,2022-04-03,1.15,6,0,0,Serviced apartment in Melbourne,4.64,Studio,1,1,Melbourne,expensive,144.97038,-37.81418
622670446623469568,10185622,Katie,Melbourne,Entire home/apt,1560,2,36,2023-05-13,2.33,5,0,21,Rental unit in Southbank,4.89,6,6,4,Southbank,expensive,144.95732,-37.82635
652634519910680576,12456374,Erwane,Melbourne,Entire home/apt,1500,2,3,2022-12-18,0.24,1,179,2,Rental unit in Melbourne,5,2,2,2,South Yarra - West,expensive,144.9812,-37.84606
16710056,103871310,Tina And Jurek,Melbourne,Private room,1450,100,4,2017-08-25,0.05,2,0,0,Townhouse in Docklands,5,1,1,1,Docklands,expensive,144.9383,-37.81597
552243538084435264,12197796,Nicole,Melbourne,Entire home/apt,1436,1,8,2022-12-15,0.42,13,150,1,Rental unit in East Melbourne,5,4,7,2,East Melbourne,expensive,144.98523,-37.81568
15986077,103871310,Tina And Jurek,Melbourne,Private room,1400,1,5,2017-06-12,0.06,2,0,0,Townhouse in Docklands,5,3,1,1,Docklands,expensive,144.93681,-37.8165
20138766,143116895,Ning,Melbourne,Entire home/apt,1290,2,205,2020-03-30,2.77,1,90,0,Rental unit in Docklands,4.83,2,5,2,Docklands,expensive,144.9427,-37.82087
23080583,162893029,Ed,Melbourne,Entire home/apt,1284,120,14,2018-10-30,0.21,4,0,0,Rental unit in Carlton,4.36,2,2,1,Carlton,expensive,144.96249,-37.80503
23274394,162893029,Ed,Melbourne,Entire home/apt,1284,120,10,2018-10-04,0.15,4,0,0,Rental unit in Melbourne,4.44,1,2,1,Melbourne,expensive,144.96173,-37.80954
41962286,289319746,Mark & Kiran,Melbourne,Entire home/apt,1219,3,5,2023-05-28,0.18,4,208,2,Rental unit in Southbank,4.4,7,15,4,Southbank,expensive,144.956695556641,-37.8258323669434
20717424,68774574,Tracy,Melbourne,Entire home/apt,1200,2,132,2020-03-11,1.83,1,359,0,Rental unit in Melbourne,4.88,2,2,1,East Melbourne,expensive,144.97172,-37.81718
839204998970264064,187215364,Ernst,Melbourne,Entire home/apt,1147,3,7,2023-07-31,1.41,5,104,7,Rental unit in Southbank,4.57,5,9,3,Southbank,expensive,144.960562014894,-37.8257817253397
27876576,185076876,Jean,Melbourne,Entire home/apt,1107,3,41,2023-06-11,0.7,28,86,8,Home in Docklands,4.78,4,6,4.5,Docklands,expensive,144.93572,-37.82152
31540648,59982382,John,Melbourne,Entire home/apt,1100,2,32,2020-03-17,0.57,1,0,0,Rental unit in Melbourne,4.69,1,2,1,Melbourne,expensive,144.95297,-37.81559
821190783093481600,476596731,Kiran,Melbourne,Entire home/apt,1097,4,8,2023-07-18,1.35,13,334,8,Serviced apartment in Southbank,4.75,4,10,3.5,Southbank,expensive,144.962204393254,-37.8244568731918
26306061,12189664,Mark,Melbourne,Entire home/apt,1001,3,30,2023-07-30,0.54,3,328,5,Rental unit in Southbank,4.93,6,12,4,Southbank,expensive,144.96135,-37.82294
17743701,71821645,Jacob,Melbourne,Entire home/apt,1000,2,115,2020-12-29,1.47,2,179,0,Rental unit in Melbourne,4.89,Studio,1,1,Melbourne,expensive,144.95292,-37.81414
41014004,175040352,Maurice,Melbourne,Private room,1000,45,9,2021-05-09,0.2,1,365,0,Rental unit in Melbourne,4.89,1,1,1,Melbourne,expensive,144.9643,-37.81613
37723166,284854389,Adrian,Melbourne,Entire home/apt,999,1,38,2021-05-03,0.81,2,0,0,Rental unit in Southbank,4.66,2,1,1,Southbank,expensive,144.9669,-37.82165
554730140511039104,385889453,Omar,Melbourne,Private room,999,1,12,2022-05-18,0.64,1,0,0,Rental unit in Southbank,4.67,1,1,1,Southbank,expensive,144.95505,-37.82673
734375987042159104,343890189,Simonne,Melbourne,Entire home/apt,989,2,12,2023-08-19,1.21,1,144,12,Condo in Melbourne,5,3,3,3.5,Melbourne,expensive,144.958633,-37.817555
26113385,185104456,Ivan And Rachel,Melbourne,Entire home/apt,971,90,45,2020-07-03,0.73,2,90,0,Rental unit in Melbourne,4.44,2,3,1,Melbourne,expensive,144.95299,-37.81501
14340417,27519695,Rachel & Ivan,Melbourne,Entire home/apt,970,90,255,2020-06-13,2.97,4,90,0,Rental unit in Melbourne,4.67,2,2,1,Melbourne,expensive,144.95535,-37.81511
739404009856112128,483906299,Aspire,Melbourne,Entire home/apt,967,1,15,2023-07-03,1.48,3,348,15,Serviced apartment in Melbourne,4.93,2,2,2,Melbourne,expensive,144.954018,-37.8132921
582757078779737088,17180654,Jane,Melbourne,Entire home/apt,961,2,4,2023-05-27,0.44,1,313,4,Townhouse in South Yarra,5,2,2,2.5,South Yarra - West,expensive,144.98162,-37.83491
5785393,30015118,George,Melbourne,Entire home/apt,943,2,66,2023-04-02,0.65,1,88,3,Rental unit in Southbank,4.82,2,2,2,Southbank,expensive,144.96269,-37.82163
17318182,110044208,Kate - Melbourne Luxury Stays,Melbourne,Entire home/apt,937,2,186,2023-08-22,2.35,1,306,28,Rental unit in Southbank,4.91,4,4,2.5,Southbank,expensive,144.96892,-37.82619
25953718,50072661,Platinum Apartments,Melbourne,Entire home/apt,906,3,38,2023-05-22,0.61,10,240,4,Rental unit in Docklands,4.82,4,10,3.5,Docklands,expensive,144.94608,-37.81729
39779723,184910986,Zus,Melbourne,Entire home/apt,901,1,37,2023-02-12,0.84,6,314,6,Serviced apartment in Docklands,4.3,Studio,5,2,Docklands,expensive,144.94044,-37.82056
37720774,220384292,Daniel Owen,Melbourne,Private room,900,1,14,2019-11-29,0.28,2,0,0,Condo in Melbourne,4.92,1,1,1,Melbourne,expensive,144.96735,-37.80822
866054916680049664,187215364,Ernst,Melbourne,Entire home/apt,886,3,3,2023-08-18,1.96,5,130,3,Rental unit in Southbank,3.33,6,10,4,Southbank,expensive,144.9621883,-37.8244145
736346162620189568,483355208,Neil,Melbourne,Entire home/apt,860,1,3,2022-11-18,0.28,4,160,3,Serviced apartment in Southbank,5,2,2,1,Southbank,expensive,144.9581274,-37.8271243
27919096,12189664,Mark,Melbourne,Entire home/apt,855,2,24,2023-08-06,0.41,3,357,4,Rental unit in Southbank,4.54,6,18,2,Southbank,expensive,144.9674,-37.82486
39779561,184910986,Zus,Melbourne,Entire home/apt,850,1,16,2023-01-07,0.35,6,338,3,Serviced apartment in Docklands,4.38,Studio,5,2,Docklands,expensive,144.94275,-37.82002
595351680079531648,436182761,Ragnhild,Melbourne,Entire home/apt,807,2,15,2023-07-10,0.88,9,171,9,Condo in Southbank,4.93,3,4,2,Southbank,expensive,144.96033,-37.82348
830087893499307776,1924057,Abbey,Melbourne,Entire home/apt,801,2,11,2023-07-26,1.75,3,0,11,Home in Parkville,5,4,4,1.5,Parkville,expensive,144.95861,-37.77991
20761928,75866261,Kai,Melbourne,Shared room,799,1,12,2020-03-11,0.17,3,89,0,Rental unit in North Melbourne,4.91,1,1,1,North Melbourne,expensive,144.95502,-37.80108
24256510,75866261,Kai,Melbourne,Shared room,799,2,23,2019-12-11,0.35,3,365,0,Rental unit in North Melbourne,4.96,1,1,1,North Melbourne,expensive,144.9539,-37.79886
22741356,167905125,Tony,Melbourne,Entire home/apt,796,1,71,2023-08-24,1.04,4,235,14,Rental unit in Southbank,4.94,3,9,2,Southbank,expensive,144.96191,-37.82194
39685710,303652151,Zach,Melbourne,Shared room,774,1,5,2019-11-03,0.11,1,0,0,Condo in North Melbourne,5,1,1,1,North Melbourne,expensive,144.95593,-37.80173
934318709981587200,214154129,Bhavesh,Melbourne,Entire home/apt,771,3,3,2023-07-30,1.96,3,181,3,Rental unit in Southbank,5,3,3,2,Southbank,expensive,144.9628664,-37.8261387
30216642,216211007,Gary,Melbourne,Entire home/apt,750,2,106,2023-04-02,1.88,1,90,4,Rental unit in Melbourne,4.9,2,2,1,Melbourne,expensive,144.96011,-37.81701
39758495,305392868,Flagstaff Green Apartments,Melbourne,Entire home/apt,749,2,5,2022-03-05,0.17,4,176,0,Rental unit in West Melbourne,4.6,3,4,2,North Melbourne,expensive,144.95181,-37.81159
830654707917810560,501875140,Edward,Melbourne,Entire home/apt,748,2,9,2023-08-21,2.67,2,190,9,Rental unit in Melbourne,4.89,3,3,3.5,Melbourne,expensive,144.969066771539,-37.8104640314744
14476247,65572251,Adrian,Melbourne,Private room,742,1,13,2017-07-20,0.15,1,0,0,Rental unit in Southbank,4.85,1,1,1,Southbank,expensive,144.97025,-37.83004
30183476,118257022,Joseph,Melbourne,Entire home/apt,729,3,36,2020-02-23,0.62,11,0,0,Rental unit in Docklands,4.53,3,2,3,Docklands,expensive,144.93676,-37.81622
40874392,184910986,Zus,Melbourne,Entire home/apt,714,1,8,2023-02-25,0.18,6,325,3,Townhouse in Docklands,4.75,Studio,5,3,Docklands,expensive,144.94206,-37.82004
5685583,29362281,Eve And Andrew,Melbourne,Entire home/apt,700,3,56,2017-11-10,0.57,1,0,0,Townhouse in North Melbourne,4.95,4,8,2,Melbourne,expensive,144.95615,-37.80653
9438073,48918082,Dan,Melbourne,Entire home/apt,700,30,3,2015-12-05,0.03,1,358,0,Rental unit in Southbank,4,1,1,1,Southbank,expensive,144.95872,-37.8259
28654840,7131157,Jo,Melbourne,Entire home/apt,700,3,55,2020-06-05,0.94,10,0,0,Townhouse in Docklands,4.76,4,9,3.5,Docklands,expensive,144.93776,-37.81596
40990543,319702534,Rmel,Melbourne,Entire home/apt,700,2,69,2023-08-21,1.57,5,179,21,Rental unit in Docklands,4.91,4,5,2.5,Docklands,expensive,144.93747,-37.81451
43146265,12590811,Sian,Melbourne,Entire home/apt,700,4,70,2023-08-24,1.76,12,307,25,Rental unit in Melbourne,4.93,3,3,3,Melbourne,expensive,144.96193,-37.80798
5292492,10190138,Tony,Melbourne,Entire home/apt,696,1,70,2023-01-01,0.67,66,228,2,Rental unit in Southbank,4.71,3,8,2,Southbank,expensive,144.96762,-37.82053
31067324,10190138,Tony,Melbourne,Entire home/apt,696,1,23,2023-06-12,0.42,66,234,3,Rental unit in Southbank,4.83,3,9,2,Southbank,expensive,144.964645385742,-37.823356628418
34484811,10190138,Tony,Melbourne,Entire home/apt,696,1,50,2023-03-11,0.99,66,234,10,Rental unit in Southbank,4.66,3,9,2,Southbank,expensive,144.962005615234,-37.8240013122559
42612796,10190138,Tony,Melbourne,Entire home/apt,696,1,23,2023-07-09,0.58,66,239,4,Rental unit in Southbank,4.48,3,9,2,Southbank,expensive,144.962005615234,-37.8240013122559
656175864157754368,10190138,Tony,Melbourne,Entire home/apt,696,1,6,2023-08-09,0.44,66,239,3,Rental unit in Southbank,4.83,3,9,2,Southbank,expensive,144.9636999,-37.8234787
21287118,118442163,Sylvia,Melbourne,Entire home/apt,695,5,33,2023-04-04,0.47,1,243,5,Home in South Yarra,5,3,3,3.5,South Yarra - West,expensive,144.97611,-37.8357
21842138,159278017,Spencer Street Apartments,Melbourne,Entire home/apt,678,2,33,2018-11-07,0.47,5,85,0,Rental unit in West Melbourne,4.61,3,4,2,North Melbourne,expensive,144.9513,-37.81056
754497247691432960,10185622,Katie,Melbourne,Entire home/apt,673,3,22,2023-08-21,2.33,5,182,22,Rental unit in Melbourne,4.82,4,6,3,Melbourne,expensive,144.96600342,-37.80789948
816983255397972992,34247003,Juliet,Melbourne,Entire home/apt,669,2,14,2023-08-27,2.55,43,299,14,Townhouse in Docklands,4.57,4,4,2.5,Docklands,expensive,144.93831,-37.81387
10197789,50072661,Platinum Apartments,Melbourne,Entire home/apt,660,3,12,2023-07-24,0.21,10,225,1,Rental unit in Southbank,4.58,3,5,2,Southbank,expensive,144.96191,-37.82262
720913627749540992,222651919,Wui,Melbourne,Entire home/apt,657,1,5,2023-01-01,0.45,3,0,5,Condo in Melbourne,5,2,2,1,Melbourne,expensive,144.96183,-37.80903
575808795986428928,284957082,Monica,Melbourne,Entire home/apt,650,2,13,2022-12-28,0.78,1,47,5,Rental unit in Southbank,4.92,2,2,2,Southbank,expensive,144.96032,-37.82349
775750811559394304,490412553,Rest Collection,Melbourne,Entire home/apt,649,2,7,2023-06-26,0.78,19,0,7,Rental unit in Southbank,3.71,2,4,1,Southbank,expensive,144.9567525,-37.8277634
30911845,46333372,Nate,Melbourne,Entire home/apt,646,2,23,2020-06-28,0.41,14,0,0,Rental unit in Southbank,4.3,4,7,2,Southbank,expensive,144.96139,-37.82281
49694732,400821120,Peter,Melbourne,Entire home/apt,645,2,159,2023-09-03,5.71,1,103,81,Condo in Southbank,4.95,3,3,2,Southbank,expensive,144.96314,-37.82589
30920558,103978307,Haosen,Melbourne,Private room,630,1,4,2019-01-16,0.07,1,362,0,Rental unit in Melbourne,5,1,1,1,Carlton,expensive,144.96607,-37.80666
23845383,178846036,Debra,Melbourne,Entire home/apt,628,3,12,2021-05-14,0.18,3,0,0,Rental unit in Southbank,5,2,2,2,Southbank,expensive,144.9684,-37.82944
688527523024820736,473859690,Maxine,Melbourne,Entire home/apt,628,2,7,2023-07-01,0.61,1,87,7,Rental unit in Southbank,4.86,3,4,3,Southbank,expensive,144.964278469344,-37.8227672410238
24568675,36011853,Louis,Melbourne,Entire home/apt,622,21,28,2020-03-08,0.48,4,0,0,Rental unit in Southbank,4.57,2,2,2,Southbank,expensive,144.95901,-37.82678
21044096,130983621,Charlotte,Melbourne,Entire home/apt,613,2,190,2023-07-17,2.63,3,161,30,Home in Carlton,4.82,4,5,2,Carlton,expensive,144.9672,-37.80318
36498008,156498827,Wenli & Dominic,Melbourne,Entire home/apt,606,2,76,2023-07-02,1.53,4,141,20,Townhouse in Docklands,4.67,4,5,3.5,Docklands,expensive,144.93692,-37.81576
21095073,23601018,Mary,Melbourne,Entire home/apt,600,3,5,2023-04-03,0.07,1,178,1,Rental unit in Southbank,5,2,2,1,Southbank,expensive,144.96652,-37.82372
43406146,337650919,Xi,Melbourne,Private room,600,2,4,2022-04-11,0.1,1,365,0,Rental unit in Docklands,5,1,2,1,Docklands,expensive,144.94067,-37.81988
52289287,57063425,Phil & Lorraine,Melbourne,Entire home/apt,600,1,21,2023-08-28,1.02,1,260,13,Home in Fitzroy,5,3,3,2,East Melbourne,expensive,144.97851,-37.80899
724099498814326784,481036192,Hollie,Melbourne,Entire home/apt,600,3,29,2023-08-31,2.93,1,44,29,Rental unit in Southbank,5,3,3,2,Southbank,expensive,144.96459,-37.82688
722176112235844480,67831507,Anastasia,Melbourne,Entire home/apt,600,1,15,2023-08-21,2.74,1,180,15,Rental unit in Docklands,5,1,1,1,Docklands,expensive,144.950234314832,-37.8198541208661
764710169143798272,117178457,Tracey,Melbourne,Entire home/apt,600,3,22,2023-08-28,2.61,1,82,22,Rental unit in Southbank,5,3,3,2,Southbank,expensive,144.9614033,-37.8230583
917527823646043008,520922196,PorterClub,Port Phillip,Entire home/apt,600,2,3,2023-07-30,1.5,3,176,3,Rental unit in Melbourne,4,1,1,1,South Yarra - West,expensive,144.97632,-37.83835
41732761,46333372,Nate,Melbourne,Entire home/apt,595,2,3,2020-06-21,0.07,14,0,0,Rental unit in Southbank,5,4,4,3,Southbank,expensive,144.96393,-37.82408
921199233418022656,396877004,Neetu,Melbourne,Entire home/apt,593,2,5,2023-09-03,3.95,1,265,5,Rental unit in Southbank,5,3,3,2,Southbank,expensive,144.963231278713,-37.8219330386879
791396867073500032,303596830,Dave,Melbourne,Entire home/apt,590,2,13,2023-08-25,1.67,22,338,13,Rental unit in Southbank,4.77,3,3,3,Southbank,expensive,144.96346145589,-37.8224135503316
739400662570184448,483906299,Aspire,Melbourne,Entire home/apt,587,1,6,2023-06-12,0.88,3,361,6,Serviced apartment in Melbourne,5,1,2,1,Melbourne,expensive,144.954018,-37.8132921
5050420,20867394,Jonathan,Melbourne,Entire home/apt,585,1,31,2021-04-10,0.35,1,299,0,Rental unit in Melbourne,4.48,2,2,1,South Yarra - West,expensive,144.97581,-37.83667
22287501,10190138,Tony,Melbourne,Entire home/apt,583,1,40,2023-07-17,0.58,66,230,13,Rental unit in Southbank,4.68,3,8,2,Southbank,expensive,144.967590332031,-37.8206443786621
34484530,10190138,Tony,Melbourne,Entire home/apt,583,1,7,2023-07-10,0.14,66,213,1,Rental unit in Southbank,4.71,3,9,2,Southbank,expensive,144.956848144531,-37.8260536193848
741578198742408192,199176764,Robyn,Melbourne,Entire home/apt,583,2,13,2023-09-01,1.31,12,88,13,Rental unit in Docklands,5,3,8,2,Docklands,expensive,144.9421624,-37.819887
640857553727995264,29299179,Phillip,Melbourne,Entire home/apt,580,28,3,2023-07-25,0.24,1,331,2,Rental unit in Southbank,5,3,4,2,Southbank,expensive,144.9647,-37.82133
31601097,46333372,Nate,Melbourne,Entire home/apt,579,2,32,2020-03-08,0.57,14,0,0,Rental unit in Southbank,4.81,3,6,3.5,Southbank,expensive,144.95588,-37.82647
42370270,104431444,James,Melbourne,Entire home/apt,575,28,108,2023-01-08,2.55,47,0,16,Rental unit in Melbourne,4.62,2,2,2,Melbourne,expensive,144.96353,-37.81048
35686255,265906775,The Jazz Corner Hotel,Melbourne,Entire home/apt,571,1,20,2023-06-15,0.41,5,334,3,Rental unit in Melbourne,4.65,2,3,2,Melbourne,expensive,144.9566,-37.81125
31067079,10190138,Tony,Melbourne,Entire home/apt,567,1,16,2020-03-14,0.28,66,0,0,Rental unit in Southbank,4.88,3,9,2,Southbank,expensive,144.962142944336,-37.8217353820801
49645864,200909382,Steve And Janet,Melbourne,Entire home/apt,564,3,9,2023-02-09,0.48,45,315,3,Rental unit in Docklands,5,3,3,2,Docklands,expensive,144.94228,-37.82005
40121722,5138361,Bronnie And Neil,Melbourne,Entire home/apt,557,2,130,2023-08-13,2.82,10,95,31,Rental unit in Southbank,4.87,4,6,2.5,Southbank,expensive,144.96638,-37.82406
843134087434436864,163554327,Steven,Melbourne,Entire home/apt,557,1,3,2023-04-03,0.53,11,5,3,Rental unit in Melbourne,3.67,2,2,2,Melbourne,expensive,144.9592612,-37.8112667
42720592,46333372,Nate,Melbourne,Entire home/apt,556,2,4,2020-06-27,0.1,14,0,0,Rental unit in Melbourne,5,5,7,2.5,Melbourne,expensive,144.95516,-37.8173
12208612,25420682,Thomas,Melbourne,Entire home/apt,550,5,61,2022-08-25,0.9,1,0,0,Rental unit in East Melbourne,4.95,2,2,2,East Melbourne,expensive,144.97658,-37.81588
39560437,7131157,Jo,Melbourne,Entire home/apt,550,3,21,2023-07-19,0.45,10,0,10,Townhouse in Docklands,5,4,7,3.5,Docklands,expensive,144.93691,-37.81512
40100743,200909382,Steve And Janet,Melbourne,Entire home/apt,550,3,12,2023-01-06,0.28,45,359,1,Rental unit in Docklands,5,3,3,2,Docklands,expensive,144.94132,-37.8202
42229884,200909382,Steve And Janet,Melbourne,Entire home/apt,545,3,15,2022-09-24,0.4,45,316,1,Rental unit in Docklands,5,3,3,2,Docklands,expensive,144.94244,-37.81989
908153227403011968,244805331,Mingzhe,Melbourne,Entire home/apt,544,2,5,2023-08-20,2.14,5,16,5,Rental unit in Melbourne,5,4,5,3.5,South Yarra - West,expensive,144.976661768781,-37.8384415048644
30324998,760849,Boutique Stays Accommodation Group,Melbourne,Entire home/apt,540,5,19,2023-06-13,0.34,73,311,8,Rental unit in West Melbourne,4.84,3,4,2,North Melbourne,expensive,144.94852,-37.80685
805321606553202432,376934461,Hayley,Melbourne,Entire home/apt,534,2,9,2023-07-16,1.36,12,0,9,Townhouse in North Melbourne,5,3,3,2.5,North Melbourne,expensive,144.9490047,-37.8025345
676290367478903040,314923034,Yage,Melbourne,Entire home/apt,532,2,47,2023-08-25,3.95,2,86,47,Condo in Melbourne,4.91,3,3,2,Melbourne,expensive,144.9588185,-37.8102011
33323515,200909382,Steve And Janet,Melbourne,Entire home/apt,530,3,18,2023-01-22,0.38,45,315,7,Rental unit in Docklands,4.94,3,4,2,Docklands,expensive,144.94191,-37.8199
40289069,200909382,Steve And Janet,Melbourne,Entire home/apt,530,3,17,2022-11-22,0.56,45,329,5,Rental unit in Docklands,4.94,3,4,2,Docklands,expensive,144.94172,-37.81987
43066879,342400043,Punthill,Melbourne,Entire home/apt,530,14,78,2023-07-17,2.47,8,297,21,Serviced apartment in Melbourne,4.42,3,5,1,Melbourne,expensive,144.97055,-37.81484
40824566,200909382,Steve And Janet,Melbourne,Entire home/apt,528,3,15,2022-09-27,0.45,45,314,1,Rental unit in Docklands,4.73,3,4,2,Docklands,expensive,144.94141,-37.82068
43062711,325425823,Collins House,Melbourne,Entire home/apt,528,2,17,2023-06-02,0.5,2,0,4,Serviced apartment in Melbourne,5,2,2,2,Melbourne,expensive,144.95863,-37.81755
777202720144658176,453534529,Gloria,Melbourne,Entire home/apt,525,2,23,2023-08-28,2.74,1,108,23,Vacation home in Southbank,4.91,4,5,3,Southbank,expensive,144.96911,-37.82567
42107073,315834368,Mason,Melbourne,Entire home/apt,524,1,14,2023-05-19,0.68,4,4,2,Rental unit in Melbourne,4.86,2,3,1,Melbourne,expensive,144.96164,-37.81007
51674372,418657468,Heather,Melbourne,Entire home/apt,524,2,3,2022-03-14,0.15,1,0,0,Rental unit in Southbank,5,2,3,2,Southbank,expensive,144.964462,-37.821404
676239921181990144,407921721,Nicole,Melbourne,Entire home/apt,521,1,12,2023-07-29,1.02,1,83,12,Rental unit in Southbank,5,2,3,1,Southbank,expensive,144.9669056,-37.821652
10199060,50072661,Platinum Apartments,Melbourne,Entire home/apt,519,3,6,2022-04-25,0.11,10,0,0,Rental unit in Southbank,4.83,2,4,2,Southbank,expensive,144.9632,-37.82219
31569667,200909382,Steve And Janet,Melbourne,Entire home/apt,516,3,6,2023-01-28,0.11,45,349,1,Rental unit in Docklands,4.67,3,4,2,Docklands,expensive,144.94118,-37.81976
31147593,151052481,Peter,Melbourne,Entire home/apt,513,3,52,2023-07-31,0.92,1,245,14,Rental unit in Southbank,4.69,3,4,2,Southbank,expensive,144.96312,-37.82259
783160011691340160,244581069,Devansh,Melbourne,Entire home/apt,511,3,16,2023-08-28,1.87,4,295,16,Rental unit in Southbank,4.69,3,3,2.5,Southbank,expensive,144.96041,-37.82337
5619434,10190138,Tony,Melbourne,Entire home/apt,508,1,62,2023-05-31,0.6,66,235,5,Rental unit in Southbank,4.76,3,9,2,Southbank,expensive,144.963272094727,-37.8246917724609
5409811,10190138,Tony,Melbourne,Entire home/apt,508,1,63,2023-06-04,0.61,66,235,3,Rental unit in Southbank,4.81,3,8,2,Southbank,expensive,144.963272094727,-37.8246917724609
5832831,10190138,Tony,Melbourne,Entire home/apt,508,1,47,2023-06-12,0.46,66,236,6,Rental unit in Southbank,4.79,3,8,2,Southbank,expensive,144.963272094727,-37.8246917724609
7887378,10190138,Tony,Melbourne,Entire home/apt,508,1,42,2023-07-30,0.44,66,232,7,Rental unit in Southbank,4.9,3,6,2,Southbank,expensive,144.96001,-37.8265
11756644,10190138,Tony,Melbourne,Entire home/apt,508,1,94,2023-08-27,1.05,66,197,16,Rental unit in Southbank,4.81,3,8,2,Southbank,expensive,144.955993652344,-37.8269691467285
20076925,10190138,Tony,Melbourne,Entire home/apt,508,1,27,2023-06-10,0.39,66,236,3,Rental unit in Southbank,4.81,3,8,2,Southbank,expensive,144.962829589844,-37.8245086669922
38220262,10190138,Tony,Melbourne,Entire home/apt,508,1,8,2023-06-12,0.44,66,236,5,Rental unit in Southbank,4.88,3,9,2,Southbank,expensive,144.962951660156,-37.8247604370117
42613142,10190138,Tony,Melbourne,Entire home/apt,508,1,3,2023-07-29,0.47,66,235,3,Rental unit in Southbank,4.67,3,9,2,Southbank,expensive,144.962951660156,-37.8247604370117
30613419,756336,George,Melbourne,Entire home/apt,506,2,71,2023-08-27,1.23,1,80,11,Rental unit in Southbank,4.92,2,2,2,Southbank,expensive,144.96368,-37.82171
36993484,200909382,Steve And Janet,Melbourne,Entire home/apt,506,3,7,2023-04-15,0.23,45,339,2,Rental unit in Docklands,4.86,3,3,2,Docklands,expensive,144.94185,-37.81998
659804216704187776,303596830,Dave,Melbourne,Entire home/apt,503,2,35,2023-08-19,2.53,22,329,28,Rental unit in Southbank,4.83,3,3,2,Southbank,expensive,144.96357,-37.82439
770168920640042880,244581069,Devansh,Melbourne,Entire home/apt,502,3,11,2023-08-03,1.33,4,312,11,Rental unit in Melbourne,4.82,3,5,2,Melbourne,expensive,144.954455830157,-37.8166751437635
