id,host_id,host_name,neighbourhood,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,name,rating,number_of_bedrooms,number_of_beds,number_of_baths,suburb,price_class,Longitude,Latitude
724221001813020800,383121174,Reena,Melbourne,Entire home/apt,379,2,12,2023-04-03,1.21,1,278,12,Rental unit in Southbank,4.92,2,2,2,Southbank,expensive,144.95882,-37.82788
905563676952179456,517805260,Lovin' Stay,Melbourne,Entire home/apt,379,2,14,2023-09-02,7.24,3,45,14,Rental unit in Melbourne,5,3,3,2,Melbourne,expensive,144.953481205324,-37.8153214509681
577723138067846144,343442154,Advante Homes,Melbourne,Entire home/apt,378,2,6,2022-09-04,0.35,154,0,0,Rental unit in Melbourne,4,3,4,2,Melbourne,expensive,144.957596,-37.814495
1973680,10190138,Tony,Melbourne,Entire home/apt,377,1,108,2023-07-24,0.93,66,238,10,Rental unit in Southbank,4.76,2,6,2,Southbank,expensive,144.966796875,-37.8216705322266
10788512,10190138,Tony,Melbourne,Entire home/apt,377,1,40,2023-07-16,0.44,66,224,11,Rental unit in Southbank,4.78,2,5,2,Southbank,expensive,144.963516235352,-37.823543548584
13890750,10190138,Tony,Melbourne,Entire home/apt,377,1,32,2023-05-21,0.37,66,238,8,Rental unit in Southbank,4.88,2,5,2,Southbank,expensive,144.966842651367,-37.8216209411621
627306067789368832,9510598,Alix And Taj,Melbourne,Entire home/apt,377,5,53,2023-08-29,3.49,39,329,41,Rental unit in Southbank,4.94,2,2,2,Southbank,expensive,144.95817,-37.82316
680803461437228032,200909382,Steve And Janet,Melbourne,Entire home/apt,377,2,4,2023-04-10,0.44,45,258,4,Rental unit in Docklands,5,2,3,2,Docklands,expensive,144.94291,-37.82176
735008499262237696,343442154,Advante Homes,Melbourne,Entire home/apt,377,2,12,2023-08-05,1.22,154,139,12,Rental unit in Melbourne,4.58,3,5,2,Melbourne,expensive,144.9611337,-37.8122723
818230785996017152,10190138,Tony,Melbourne,Entire home/apt,377,1,4,2023-07-09,0.73,66,238,4,Rental unit in Southbank,5,2,5,2,Southbank,expensive,144.96325,-37.82376
897289359135054080,279730951,Yanzhe,Melbourne,Entire home/apt,377,2,8,2023-08-23,2.76,3,75,8,Rental unit in Docklands,5,3,5,2,Docklands,expensive,144.947101965082,-37.818435908135
23751452,126629071,Gordan,Melbourne,Entire home/apt,375,2,52,2023-04-23,0.82,1,0,14,Rental unit in Docklands,4.92,2,3,2,Docklands,expensive,144.94227,-37.81977
27892840,161294569,Yelena,Melbourne,Entire home/apt,375,2,27,2019-02-17,0.45,1,0,0,Rental unit in Docklands,4.78,3,7,3,Docklands,expensive,144.94798,-37.8137
50352552,343885397,Melbourne Private Apartments,Melbourne,Entire home/apt,375,1,18,2023-05-23,0.68,5,262,5,Rental unit in Docklands,4.83,3,3,2,Docklands,expensive,144.94191,-37.8199
788680351480915200,111344911,Leon,Melbourne,Entire home/apt,374,2,37,2023-08-21,4.63,37,62,37,Rental unit in Melbourne,4.86,3,3,2,Melbourne,expensive,144.9522856,-37.814564
792911107423106304,29432800,Annette,Melbourne,Entire home/apt,372,3,16,2023-08-21,2.5,1,139,16,Home in West Melbourne,5,3,4,1.5,North Melbourne,expensive,144.944973998237,-37.8070398892679
43505523,300649302,Just Like Home,Melbourne,Entire home/apt,371,3,19,2022-02-12,0.85,4,83,0,Rental unit in Southbank,5,3,3,2,Southbank,expensive,144.96326,-37.8221
6915756,36247458,Sara,Melbourne,Entire home/apt,370,2,13,2017-07-10,0.13,1,0,0,Townhouse in West Melbourne,4.85,3,3,3,North Melbourne,expensive,144.94288,-37.80557
43089692,342850329,Quest Docklands,Melbourne,Entire home/apt,370,1,7,2023-02-10,0.41,5,179,1,Serviced apartment in Docklands,4.14,1,1,1,Docklands,expensive,144.94673,-37.81739
777887155341267840,490784871,Heath,Melbourne,Entire home/apt,370,5,15,2023-08-19,1.76,1,144,15,Home in Parkville,5,3,4,2.5,Parkville,expensive,144.9579193,-37.7906492
780201197125619072,163554327,Steven,Melbourne,Entire home/apt,370,1,7,2023-02-11,0.86,11,79,7,Rental unit in Melbourne,4.71,2,2,1,Melbourne,expensive,144.9662652,-37.8102205
801653700991016704,495431049,Kaza,Melbourne,Entire home/apt,370,1,37,2023-08-28,4.89,1,95,37,Rental unit in Melbourne,4.78,3,3,2,Docklands,expensive,144.95154,-37.8148
808444894675937024,200909382,Steve And Janet,Melbourne,Entire home/apt,370,3,4,2023-08-10,0.56,45,341,4,Rental unit in Docklands,5,2,3,2,Docklands,expensive,144.94116,-37.81973
39781666,760849,Boutique Stays Accommodation Group,Melbourne,Entire home/apt,369,3,18,2023-08-19,0.55,73,0,12,Townhouse in North Melbourne,4.78,2,2,1.5,North Melbourne,expensive,144.94314,-37.79274
766245929824753280,350602650,Jiao,Melbourne,Entire home/apt,369,1,30,2023-09-03,3.52,11,85,30,Rental unit in Melbourne,4.9,3,6,2,Melbourne,expensive,144.95304,-37.81568
914754840789268736,111344911,Leon,Melbourne,Entire home/apt,369,2,3,2023-08-09,1.45,37,82,3,Rental unit in Melbourne,5,3,3,2,Melbourne,expensive,144.9666951,-37.8092219
17926291,2058617,Stay With Style,Melbourne,Entire home/apt,367,4,34,2022-11-09,0.45,7,346,1,Rental unit in Melbourne,4.38,2,2,1,Melbourne,expensive,144.96864,-37.81431
29311823,55324450,Bruce,Melbourne,Entire home/apt,367,1,66,2023-06-14,1.12,63,308,7,Rental unit in Southbank,4.24,2,4,2,Southbank,expensive,144.96407,-37.82324
652695716309034496,207778250,Stay Casa,Melbourne,Entire home/apt,367,1,46,2023-08-20,3.25,14,44,37,Rental unit in West Melbourne,4.63,4,9,2,North Melbourne,expensive,144.95503,-37.80527
36849193,105280981,Ben,Melbourne,Entire home/apt,366,1,28,2023-08-17,0.65,3,341,14,Rental unit in Melbourne,4.14,2,2,1,Melbourne,expensive,144.95647,-37.8202
33698927,50146376,Chris,Melbourne,Entire home/apt,365,1,173,2023-08-20,3.25,1,62,33,Rental unit in Southbank,4.73,3,5,2,Southbank,expensive,144.96075,-37.82751
48705240,1118587,Susan,Melbourne,Entire home/apt,365,2,40,2023-08-11,1.4,1,104,10,Loft in Docklands,5,1,1,1,Melbourne,expensive,144.955482336515,-37.818845423031
771483485572520320,111344911,Leon,Melbourne,Entire home/apt,365,2,38,2023-08-27,4.22,37,58,38,Rental unit in Docklands,4.87,3,4,2,Docklands,expensive,144.94006074965,-37.820394474958
894642927771562880,1739996,Paul & Dan,Melbourne,Entire home/apt,365,2,26,2023-09-03,7.65,98,86,26,Rental unit in Docklands,4.92,3,4,2,Docklands,expensive,144.94282,-37.82063
20234397,55324450,Bruce,Melbourne,Entire home/apt,364,1,156,2023-08-15,2.14,63,309,16,Rental unit in Melbourne,4.46,3,4,2,Melbourne,expensive,144.96085,-37.80829
53365534,432081121,Daniela,Melbourne,Entire home/apt,364,2,64,2023-08-20,3.05,1,64,34,Condo in Southbank,5,3,3,2,Southbank,expensive,144.96682,-37.82578
782804033919151360,354885434,Quickstay,Melbourne,Entire home/apt,363,3,24,2023-08-25,3.2,24,129,24,Rental unit in East Melbourne,4.88,3,4,3,East Melbourne,expensive,144.97831,-37.81631
811973602713796352,200909382,Steve And Janet,Melbourne,Entire home/apt,363,2,5,2023-07-10,0.85,45,348,5,Rental unit in Docklands,5,2,3,2,Docklands,expensive,144.939232302895,-37.8200699455642
503340821600471360,93930367,Gemstone Apartments,Melbourne,Entire home/apt,362,1,77,2023-08-13,3.65,4,136,46,Rental unit in Southbank,4.84,3,4,2,Southbank,expensive,144.9615,-37.8228
623669839039952000,158737884,Michael,Melbourne,Entire home/apt,361,7,6,2022-11-15,0.4,2,10,2,Serviced apartment in Melbourne,5,1,2,1,Melbourne,expensive,144.964437607955,-37.816966181887
845326188879451392,274122360,Darshan,Melbourne,Entire home/apt,361,3,4,2023-04-16,0.73,1,0,4,Rental unit in Docklands,4.75,3,3,2,Docklands,expensive,144.946630786635,-37.8173622937698
711246483879552128,22860147,Adji,Melbourne,Entire home/apt,360,3,23,2023-08-23,2.03,80,130,23,Rental unit in Southbank,4.52,3,4,2,Southbank,expensive,144.95515,-37.82631
720419258691345792,419999843,Clare,Melbourne,Entire home/apt,360,1,5,2023-03-30,0.51,1,361,5,Rental unit in Melbourne,4.4,1,1,1,South Yarra - West,expensive,144.98128,-37.84702
745382526518571776,111344911,Leon,Melbourne,Entire home/apt,360,2,47,2023-08-20,4.61,37,79,47,Rental unit in Docklands,4.79,3,3,2,Docklands,expensive,144.9422649,-37.820727
39778873,184910986,Zus,Melbourne,Entire home/apt,359,1,12,2023-01-03,0.28,6,335,1,Serviced apartment in Docklands,4.67,Studio,2,1,Docklands,expensive,144.94089,-37.8202
761885394624531712,125591814,Tony,Melbourne,Entire home/apt,359,2,11,2023-03-29,1.22,1,44,11,Rental unit in Docklands,4.91,2,2,2,Docklands,expensive,144.941360055156,-37.8205198037989
651713569516406272,200909382,Steve And Janet,Melbourne,Entire home/apt,358,2,4,2023-04-09,0.42,45,326,4,Rental unit in Docklands,5,2,2,2,Docklands,expensive,144.94098,-37.82005
800908872457789184,215750094,Tiffany,Melbourne,Entire home/apt,358,2,4,2023-07-22,0.64,22,96,4,Rental unit in Southbank,4.75,3,4,2,Southbank,expensive,144.963475324083,-37.8219782429544
901297700138590080,9510598,Alix And Taj,Melbourne,Entire home/apt,358,1,6,2023-08-19,2.77,39,290,6,Rental unit in Southbank,4.83,3,5,2,Southbank,expensive,144.961579231528,-37.8236015127998
654130251995830528,465343406,LuxStayz,Melbourne,Entire home/apt,357,3,22,2023-08-10,1.59,4,156,15,Rental unit in Southbank,4.91,3,3,2,Southbank,expensive,144.96442,-37.82524
690965064647497472,465343406,LuxStayz,Melbourne,Entire home/apt,357,3,16,2023-08-23,1.26,4,230,15,Rental unit in Southbank,5,3,3,2,Southbank,expensive,144.96241,-37.82596
26567729,3364488,Dr Fred,Melbourne,Entire home/apt,356,4,127,2023-08-22,2.07,1,212,31,Condo in Southbank,4.98,3,4,2,Southbank,expensive,144.96682,-37.8239
34374372,247861833,Mel,Melbourne,Entire home/apt,356,90,9,2022-04-11,0.19,4,0,0,Rental unit in Carlton,4.56,2,2,2,Carlton,expensive,144.96142,-37.80541
36886393,277254043,Tara,Melbourne,Hotel room,356,1,4,2022-09-27,0.08,1,0,1,Boutique hotel in Melbourne,4.25,1,1,1,Melbourne,expensive,144.96143,-37.81692
43073129,342469120,Punthill,Melbourne,Entire home/apt,356,1,8,2023-08-18,0.44,8,344,7,Serviced apartment in Melbourne,4.88,1,2,1,Melbourne,expensive,144.9633,-37.81708
884982226130009344,120023759,珊珊,Melbourne,Entire home/apt,356,1,3,2023-08-23,0.95,4,142,3,Condo in Southbank,4.33,3,3,2,Southbank,expensive,144.961935995484,-37.8245411670332
912529629682374656,111344911,Leon,Melbourne,Entire home/apt,355,2,3,2023-08-24,1.53,37,63,3,Rental unit in Docklands,5,3,3,2,Docklands,expensive,144.9421624,-37.8198526
39950967,275482137,Mega Style,Melbourne,Entire home/apt,354,1,19,2023-06-12,0.42,29,340,4,Rental unit in Southbank,4.84,3,4,2,Southbank,expensive,144.965030594104,-37.8231570811879
827795868313289600,180648260,Zara,Melbourne,Entire home/apt,354,2,17,2023-08-27,2.76,1,44,17,Rental unit in North Melbourne,4.94,4,4,2,North Melbourne,expensive,144.9552777,-37.8025726
30511875,200909382,Steve And Janet,Melbourne,Entire home/apt,353,2,32,2022-08-07,0.56,45,339,0,Rental unit in Docklands,4.88,2,3,2,Docklands,expensive,144.94084,-37.82015
38523758,200909382,Steve And Janet,Melbourne,Entire home/apt,353,2,17,2023-01-06,0.49,45,348,3,Rental unit in Docklands,5,2,3,2,Docklands,expensive,144.94114,-37.8199
39950944,275482137,Mega Style,Melbourne,Entire home/apt,353,1,30,2023-08-17,0.65,29,350,10,Rental unit in Southbank,4.73,3,3,2,Southbank,expensive,144.966921884555,-37.82247669886
46104835,207778250,Stay Casa,Melbourne,Entire home/apt,353,1,101,2023-08-06,2.95,14,52,48,Condo in Melbourne,4.67,3,6,2,Melbourne,expensive,144.9677,-37.80897
613589852944720896,74952039,Ian,Melbourne,Entire home/apt,353,1,16,2023-05-13,0.97,1,206,4,Serviced apartment in Melbourne,4.81,3,4,2,Melbourne,expensive,144.961014,-37.81139
642960658862568448,244581069,Devansh,Melbourne,Entire home/apt,353,3,17,2023-01-28,1.42,4,0,17,Rental unit in Southbank,4.18,2,2,2.5,Southbank,expensive,144.96318,-37.82235
5833278,10190138,Tony,Melbourne,Entire home/apt,352,1,40,2022-10-31,0.4,66,235,2,Rental unit in Southbank,4.6,2,5,2,Southbank,expensive,144.964233398438,-37.8240356445312
7887532,10190138,Tony,Melbourne,Entire home/apt,352,1,26,2023-06-12,0.27,66,232,7,Rental unit in Southbank,4.77,2,5,2,Southbank,expensive,144.965942382812,-37.8228759765625
18692830,10190138,Tony,Melbourne,Entire home/apt,352,1,22,2023-06-03,0.29,66,233,5,Rental unit in Southbank,4.73,2,6,1,Southbank,expensive,144.956176757812,-37.8265075683594
16223573,8439960,Simon,Melbourne,Entire home/apt,350,2,12,2018-01-17,0.15,1,0,0,Condo in Southbank,4.82,3,3,2,Southbank,expensive,144.96268,-37.82531
32483579,8724303,Amelia,Melbourne,Entire home/apt,350,14,119,2023-04-02,2.16,2,0,1,Rental unit in Melbourne,4.87,2,2,1,Melbourne,expensive,144.96187,-37.81043
33293910,94449647,Katie,Melbourne,Entire home/apt,350,2,23,2019-09-28,0.43,1,0,0,Home in Carlton,4.7,3,3,2,Carlton,expensive,144.97262,-37.79734
43079461,342850329,Quest Docklands,Melbourne,Entire home/apt,350,1,13,2023-03-04,0.4,5,177,4,Rental unit in Docklands,4.08,1,1,1,Docklands,expensive,144.94864,-37.81921
48111635,38814953,Maddy,Melbourne,Entire home/apt,350,1,48,2023-06-30,1.55,62,330,11,Rental unit in Carlton,3.94,4,6,2,Carlton,expensive,144.96324,-37.80576
48150132,38814953,Maddy,Melbourne,Entire home/apt,350,1,55,2023-07-24,1.78,62,347,9,Rental unit in Carlton,3.84,4,5,2,Carlton,expensive,144.96223,-37.80464
776900568596375040,281203925,Meaghan,Melbourne,Entire home/apt,350,300,6,2023-01-29,0.68,1,364,6,Rental unit in Melbourne,4.67,2,2,2,South Yarra - West,expensive,144.97873,-37.8439
780113876257839360,465343406,LuxStayz,Melbourne,Entire home/apt,350,3,13,2023-09-01,1.6,4,47,13,Rental unit in Southbank,5,3,3,2,Southbank,expensive,144.96331,-37.82525
815378011493671040,5700697,Cara,Melbourne,Entire home/apt,350,3,10,2023-08-21,1.52,2,327,10,Townhouse in Carlton,4.7,3,3,1,Carlton,expensive,144.96905,-37.79839
837228896717421440,147353202,Ready Set Host,Melbourne,Entire home/apt,350,3,4,2023-07-25,1.12,30,351,4,Rental unit in Docklands,5,2,2,2,Docklands,expensive,144.9404827,-37.8146577
843124079605284480,231784734,Emily,Melbourne,Entire home/apt,350,1,8,2023-07-01,1.51,8,4,8,Rental unit in Melbourne,4.38,2,2,2,Melbourne,expensive,144.958818489927,-37.8123774849784
41382121,325425823,Collins House,Melbourne,Entire home/apt,349,1,12,2022-12-15,0.31,2,0,3,Serviced apartment in Melbourne,4.92,3,1,1,Melbourne,expensive,144.95863,-37.81755
749436288558288384,200909382,Steve And Janet,Melbourne,Entire home/apt,347,2,10,2023-05-21,1.01,45,293,10,Rental unit in Docklands,4.8,2,4,2,Docklands,expensive,144.94138,-37.8197
919747018130253568,111344911,Leon,Melbourne,Entire home/apt,347,2,5,2023-08-20,2.27,37,86,5,Rental unit in Docklands,5,3,3,2,Docklands,expensive,144.942261439351,-37.8207321890981
44052000,6815177,Julia,Melbourne,Entire home/apt,346,1,159,2023-09-02,4.64,4,356,68,Rental unit in East Melbourne,4.69,2,2,1,East Melbourne,expensive,144.98311,-37.80912
795836974675556480,351604033,Tracy,Melbourne,Entire home/apt,346,1,18,2023-09-03,2.45,17,70,18,Condo in Melbourne,4.94,3,4,2,Melbourne,expensive,144.951556371696,-37.813440308976
31863240,41766844,Lyn,Melbourne,Entire home/apt,345,2,7,2022-11-04,0.13,9,18,1,Rental unit in Docklands,5,2,2,2,Docklands,expensive,144.94492,-37.81393
707704977683982336,93930367,Gemstone Apartments,Melbourne,Entire home/apt,345,1,12,2023-07-09,1,4,161,12,Serviced apartment in Melbourne,4.92,3,4,2,Melbourne,expensive,144.95313,-37.8144
53774981,160004102,Vaquay,Melbourne,Entire home/apt,344,2,72,2023-08-29,4.04,33,284,48,Condo in Southbank,4.93,3,4,2,Southbank,expensive,144.963791,-37.82428
944536151834107136,1739996,Paul & Dan,Melbourne,Entire home/apt,344,2,8,2023-09-02,6.32,98,120,8,Rental unit in Melbourne,5,3,4,2,Docklands,expensive,144.952245936201,-37.8152222324357
39806572,207778250,Stay Casa,Melbourne,Entire home/apt,343,1,109,2023-07-22,2.38,14,41,38,Rental unit in Melbourne,4.74,3,5,2,Carlton,expensive,144.96177,-37.80651
41119664,207778250,Stay Casa,Melbourne,Entire home/apt,343,1,96,2023-08-19,2.14,14,44,32,Rental unit in Melbourne,4.79,3,7,2,Melbourne,expensive,144.95472,-37.8141
746852058763247360,9510598,Alix And Taj,Melbourne,Entire home/apt,343,5,31,2023-08-18,3.08,39,299,31,Rental unit in Southbank,4.9,3,5,2,Southbank,expensive,144.96267,-37.82368
27116860,200909382,Steve And Janet,Melbourne,Entire home/apt,342,2,37,2023-04-03,0.6,45,319,4,Rental unit in Docklands,4.92,2,3,2,Docklands,expensive,144.94091,-37.82013
832817032152606848,350602650,Jiao,Melbourne,Entire home/apt,342,1,8,2023-08-25,1.44,11,109,8,Rental unit in Melbourne,4.13,3,5,2,Melbourne,expensive,144.95498,-37.81579
34407458,200909382,Steve And Janet,Melbourne,Entire home/apt,341,2,18,2023-08-28,0.35,45,340,5,Rental unit in Docklands,4.83,2,3,2,Docklands,expensive,144.94114,-37.8201
41912478,46333372,Nate,Melbourne,Entire home/apt,341,2,3,2020-03-23,0.07,14,0,0,Rental unit in Southbank,4.33,3,3,2,Southbank,expensive,144.95571,-37.82701
680803501630072832,200909382,Steve And Janet,Melbourne,Entire home/apt,341,2,8,2023-07-10,0.63,45,346,7,Rental unit in Docklands,5,2,3,2,Docklands,expensive,144.94262,-37.82021
688563070285030784,350602650,Jiao,Melbourne,Entire home/apt,341,1,52,2023-08-30,4.11,11,117,49,Condo in Melbourne,4.75,3,4,2,Melbourne,expensive,144.95337,-37.81353
700637801952841984,412803321,Fresh Onn,Melbourne,Entire home/apt,341,2,13,2023-04-02,1.12,80,65,13,Rental unit in Melbourne,4.62,3,6,2,Docklands,expensive,144.95117,-37.81355
841063336103161472,411425789,Cissy,Melbourne,Entire home/apt,340,2,8,2023-07-30,1.53,1,81,8,Condo in Melbourne,5,2,2,1,Melbourne,expensive,144.95999,-37.81189
27553849,196094767,Nicholas,Melbourne,Entire home/apt,339,3,175,2023-08-30,2.85,2,165,52,Condo in Melbourne,4.74,3,3,2,Melbourne,expensive,144.96062,-37.80894
41143970,207778250,Stay Casa,Melbourne,Entire home/apt,339,1,106,2023-08-06,2.4,14,44,35,Rental unit in Melbourne,4.75,3,7,2,Melbourne,expensive,144.95328,-37.81399
713865875560221056,304246771,Payal,Melbourne,Entire home/apt,339,1,24,2023-05-05,2.31,1,244,24,Condo in Southbank,4.38,2,3,2,Southbank,expensive,144.96405,-37.82534
761351386872311680,82988172,Mark,Melbourne,Entire home/apt,339,1,75,2023-08-31,8.09,1,243,75,Condo in Southbank,4.95,3,5,2,Southbank,expensive,144.9622061,-37.8244238
44076863,350602650,Jiao,Melbourne,Entire home/apt,337,1,164,2023-08-25,4.73,11,102,36,Rental unit in Melbourne,4.32,3,5,2,Melbourne,expensive,144.95363,-37.81614
625091386446959616,350602650,Jiao,Melbourne,Entire home/apt,337,1,77,2023-08-12,4.94,11,115,51,Condo in Melbourne,4.7,3,6,2,Melbourne,expensive,144.95182,-37.81362
674863507596390144,350602650,Jiao,Melbourne,Entire home/apt,337,1,41,2023-08-19,3.15,11,111,35,Condo in Melbourne,4.8,3,7,2,Melbourne,expensive,144.95282,-37.81339
802458403354112640,111344911,Leon,Melbourne,Entire home/apt,337,2,18,2023-07-30,2.76,37,81,18,Rental unit in Docklands,4.83,3,4,2,Docklands,expensive,144.942255802453,-37.8206352204429
12365598,23910988,Mark,Melbourne,Entire home/apt,336,4,303,2023-08-22,3.38,2,323,25,Rental unit in Southbank,4.8,3,9,2,Southbank,expensive,144.96123,-37.823
638626683773174784,17634490,Kim,Melbourne,Entire home/apt,336,5,16,2023-07-05,1.11,38,112,11,Vacation home in South Yarra,4.88,2,3,2.5,South Yarra - West,expensive,144.984665,-37.837616
15872093,23588488,Krina,Melbourne,Entire home/apt,335,4,6,2018-06-12,0.08,2,80,0,Rental unit in Melbourne,4.83,2,4,2,Melbourne,expensive,144.97266,-37.81569
37225658,35940797,Daniel,Melbourne,Entire home/apt,335,3,24,2023-09-03,0.49,1,108,2,Rental unit in Melbourne,5,2,2,2,Melbourne,expensive,144.96479,-37.81147
759932742112935680,9510598,Alix And Taj,Melbourne,Entire home/apt,335,5,35,2023-08-31,4.59,39,262,35,Rental unit in Southbank,4.91,3,5,2,Southbank,expensive,144.96103,-37.82322
36815148,93930367,Gemstone Apartments,Melbourne,Entire home/apt,333,1,41,2023-08-20,0.82,4,138,14,Rental unit in Melbourne,4.76,3,5,2,Melbourne,expensive,144.95375,-37.81579
37723319,347595664,Alex,Melbourne,Entire home/apt,332,3,115,2023-08-15,2.33,31,254,38,Rental unit in Southbank,4.64,3,4,2,Southbank,expensive,144.96129,-37.8256
34980961,59808213,Jo,Melbourne,Entire home/apt,331,4,15,2020-02-25,0.33,1,0,0,Home in North Melbourne,5,3,3,2.5,North Melbourne,expensive,144.95669,-37.80553
48046160,265906775,The Jazz Corner Hotel,Melbourne,Entire home/apt,331,1,21,2023-07-03,0.68,5,359,4,Rental unit in Melbourne,4.76,1,2,1,Melbourne,expensive,144.95578,-37.81009
942403196370696832,351604033,Tracy,Melbourne,Entire home/apt,330,1,3,2023-08-13,2.43,17,108,3,Rental unit in Melbourne,5,3,4,2,Melbourne,expensive,144.95297,-37.81528
3043855,1375586,Vanessa,Melbourne,Entire home/apt,329,3,241,2023-08-14,2.13,1,21,15,Condo in Melbourne,4.63,3,5,2,Melbourne,expensive,144.95979,-37.81546
3105381,1700056,Rodger,Melbourne,Entire home/apt,329,3,183,2023-08-30,1.63,4,292,42,Rental unit in Melbourne,4.95,2,4,2,Melbourne,expensive,144.95638,-37.80986
43066883,342400043,Punthill,Melbourne,Entire home/apt,329,14,27,2022-12-28,0.8,8,319,4,Serviced apartment in Melbourne,4.48,2,3,1,Melbourne,expensive,144.97055,-37.81484
640134096232864896,22630928,Next Level,Melbourne,Entire home/apt,328,5,12,2023-08-07,0.83,62,220,9,Rental unit in Melbourne,4.33,3,3,2,Melbourne,expensive,144.96039,-37.80851
708943515744548992,108533289,Fiona,Melbourne,Entire home/apt,328,1,52,2023-08-06,4.32,5,295,52,Condo in Carlton,4.88,2,2,1,Carlton,expensive,144.96358,-37.8005
806115793071986688,468813490,Allen&Iris,Melbourne,Entire home/apt,328,2,19,2023-09-02,4.19,8,57,19,Rental unit in Melbourne,4.74,3,3,2,Melbourne,expensive,144.953101081508,-37.8152479337808
929299434466555008,160004102,Vaquay,Melbourne,Entire home/apt,328,1,5,2023-08-30,5,33,348,5,Condo in Melbourne,5,3,3,2,Melbourne,expensive,144.970058,-37.8114561
25488643,189847343,Oaks,Melbourne,Entire home/apt,327,7,35,2023-04-10,0.63,1,342,11,Serviced apartment in Melbourne,4.46,2,2,1,Melbourne,expensive,144.97139,-37.80985
36084761,55324450,Bruce,Melbourne,Entire home/apt,327,1,110,2023-08-19,2.22,63,241,30,Rental unit in Melbourne,4.49,3,5,2,Melbourne,expensive,144.95421,-37.81489
36094155,200909382,Steve And Janet,Melbourne,Entire home/apt,326,2,7,2022-07-01,0.16,45,331,0,Rental unit in Docklands,5,2,3,2,Docklands,expensive,144.94306,-37.81682
769683670068445184,376329373,Paul,Melbourne,Entire home/apt,326,2,38,2023-09-02,4.1,1,114,38,Rental unit in Melbourne,4.89,2,2,1,Melbourne,expensive,144.9662462,-37.8081039
14916459,26093122,Miami,Melbourne,Entire home/apt,325,3,184,2023-08-31,2.21,3,11,21,Townhouse in West Melbourne,4.94,4,5,2.5,North Melbourne,expensive,144.94981,-37.80657
663960710586827392,200909382,Steve And Janet,Melbourne,Entire home/apt,325,2,4,2023-01-22,0.28,45,293,1,Rental unit in Docklands,5,2,3,2,Docklands,expensive,144.94227,-37.82026
709431709702277248,93391912,Charlotte,Melbourne,Entire home/apt,325,2,35,2023-08-13,3.1,38,121,35,Condo in Southbank,4.8,2,2,2,Southbank,expensive,144.96338,-37.82721
830614889492251008,501875140,Edward,Melbourne,Entire home/apt,325,2,28,2023-08-24,4.72,2,226,28,Rental unit in Melbourne,4.68,2,2,2,Melbourne,expensive,144.9700564,-37.8114514
3606652,9510598,Alix And Taj,Melbourne,Entire home/apt,324,5,175,2023-08-29,1.58,39,285,40,Rental unit in Southbank,4.77,3,3,2,Southbank,expensive,144.96106,-37.82296
32550853,55324450,Bruce,Melbourne,Entire home/apt,324,2,71,2023-08-15,1.29,63,261,20,Rental unit in Southbank,4.15,3,5,2,Southbank,expensive,144.96201,-37.824
917289117247468800,447673207,Lily,Melbourne,Entire home/apt,324,1,8,2023-08-22,3.29,37,58,8,Condo in Melbourne,4.75,3,3,2,Melbourne,expensive,144.95359,-37.81497
15894240,23910988,Mark,Melbourne,Entire home/apt,323,4,192,2023-08-19,2.33,2,330,23,Rental unit in Southbank,4.79,3,9,2,Southbank,expensive,144.961395263672,-37.8229598999023
872262900460770304,200909382,Steve And Janet,Melbourne,Entire home/apt,323,2,3,2023-06-12,0.68,45,338,3,Rental unit in Docklands,5,2,4,2,Docklands,expensive,144.941866621093,-37.8200276437359
53709377,115113395,Kelly,Melbourne,Entire home/apt,322,2,56,2023-08-20,2.64,11,62,33,Rental unit in Melbourne,4.7,3,4,2,South Yarra - West,expensive,144.97853,-37.84207
904009670916439680,350602650,Jiao,Melbourne,Entire home/apt,322,1,7,2023-08-12,2.56,11,116,7,Rental unit in Melbourne,4.43,3,3,2,Melbourne,expensive,144.953272209421,-37.8151541419815
9698583,1710397,Amanda,Melbourne,Entire home/apt,321,1,167,2023-08-29,1.81,4,67,47,Townhouse in Carlton,4.86,3,4,2,Carlton,expensive,144.966491699219,-37.7940063476562
40492466,188645644,Vickie,Melbourne,Entire home/apt,321,2,101,2023-08-27,2.24,2,73,56,Condo in Melbourne,4.75,3,4,2,Melbourne,expensive,144.95339,-37.81535
47450306,310343216,Kylee,Melbourne,Entire home/apt,321,1,32,2023-08-05,1.01,23,215,12,Rental unit in Melbourne,4.53,4,8,2.5,North Melbourne,expensive,144.95299,-37.81271
48247699,310343216,Kylee,Melbourne,Entire home/apt,321,1,28,2023-04-19,0.93,23,280,3,Rental unit in Melbourne,4.54,4,8,1.5,North Melbourne,expensive,144.95248,-37.81251
45777405,4107046,John,Melbourne,Entire home/apt,320,1,48,2023-07-12,1.43,1,345,4,Home in Kensington,4.92,2,4,1,Kensington (Vic.),expensive,144.92993,-37.79745
554773404214022528,32316995,Yong,Melbourne,Entire home/apt,320,1,77,2023-08-10,4.15,14,122,47,Condo in Melbourne,4.86,3,3,2,Melbourne,expensive,144.960845947266,-37.8082885742188
922035888082322944,10185622,Katie,Melbourne,Entire home/apt,320,2,4,2023-08-08,2.45,5,236,4,Rental unit in Southbank,5,3,3,2,Southbank,expensive,144.95696,-37.82825
