id,host_id,host_name,neighbourhood,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,name,rating,number_of_bedrooms,number_of_beds,number_of_baths,suburb,price_class,Longitude,Latitude,geometry,nearby_stops
760361244676712320,90729398,Flexistayz,Melbourne,Private room,58,7,4,2023-06-25,0.5,327,90,4,Home in Carlton,4.5,1,1,7.5,Carlton,cheap,144.97322,-37.79832,POINT (321558.55816668866 5814626.635229322),"""16-Johnston St/Brunswick St (Fitzroy)"", ""13-Johnston St/Nicholson St (Carlton)"", ""14-Rose St/Nicholson St (Fitzroy)"", ""13-Johnston St/Nicholson St (Fitzroy)"", ""12-Moor St/Nicholson St (Fitzroy)"", ""15-Bell St/Brunswick St (Fitzroy)"", ""14-Rose St/Nicholson St (Carlton)"""
49483513,90729398,Flexistayz,Melbourne,Private room,60,7,5,2022-03-20,0.18,327,85,0,Home in Carlton,5.0,1,1,5.5,Carlton,cheap,144.97164,-37.79695,POINT (321416.13768331497 5814775.639657835),"""13-Johnston St/Nicholson St (Carlton)"", ""14-Rose St/Nicholson St (Fitzroy)"", ""13-Johnston St/Nicholson St (Fitzroy)"", ""112-Lygon St/Elgin St (Carlton)"", ""113-Lytton St/Lygon St (Carlton)"", ""14-Rose St/Nicholson St (Carlton)"""
53744240,90729398,Flexistayz,Melbourne,Private room,60,7,10,2023-05-02,0.48,327,79,4,Home in Carlton,4.6,1,1,5.5,Carlton,cheap,144.97106,-37.79704,POINT (321365.28394165786 5814764.54407158),"""13-Johnston St/Nicholson St (Carlton)"", ""14-Rose St/Nicholson St (Fitzroy)"", ""13-Johnston St/Nicholson St (Fitzroy)"", ""112-Lygon St/Elgin St (Carlton)"", ""113-Lytton St/Lygon St (Carlton)"", ""14-Rose St/Nicholson St (Carlton)"""
18346583,90729398,Flexistayz,Melbourne,Private room,58,7,11,2023-04-30,0.2,327,90,8,Home in Carlton,4.45,1,1,5.5,Carlton,cheap,144.97253,-37.79672,POINT (321493.9508654333 5814802.8623867445),"""13-Johnston St/Nicholson St (Carlton)"", ""14-Rose St/Nicholson St (Fitzroy)"", ""13-Johnston St/Nicholson St (Fitzroy)"", ""112-Lygon St/Elgin St (Carlton)"", ""113-Lytton St/Lygon St (Carlton)"", ""14-Rose St/Nicholson St (Carlton)"""
18417054,90729398,Flexistayz,Melbourne,Private room,58,7,5,2023-06-14,0.27,327,90,2,Home in Carlton,3.8,1,1,5.5,Carlton,cheap,144.97306,-37.79672,POINT (321540.618939169 5814803.874758886),"""13-Johnston St/Nicholson St (Fitzroy)"", ""14-Rose St/Nicholson St (Carlton)"", ""13-Johnston St/Nicholson St (Carlton)"", ""14-Rose St/Nicholson St (Fitzroy)"""
18417905,90729398,Flexistayz,Melbourne,Private room,58,7,13,2022-12-29,0.18,327,90,3,Home in Carlton,4.38,1,1,5.5,Carlton,cheap,144.97265,-37.79692,POINT (321504.9986941242 5814780.898489229),"""13-Johnston St/Nicholson St (Carlton)"", ""14-Rose St/Nicholson St (Fitzroy)"", ""13-Johnston St/Nicholson St (Fitzroy)"", ""112-Lygon St/Elgin St (Carlton)"", ""14-Rose St/Nicholson St (Carlton)"""
18418019,90729398,Flexistayz,Melbourne,Private room,58,7,10,2023-05-31,0.17,327,90,2,Home in Carlton,4.7,1,1,5.5,Carlton,cheap,144.9732,-37.79828,POINT (321556.7008739765 5814631.035661889),"""16-Johnston St/Brunswick St (Fitzroy)"", ""13-Johnston St/Nicholson St (Carlton)"", ""14-Rose St/Nicholson St (Fitzroy)"", ""13-Johnston St/Nicholson St (Fitzroy)"", ""12-Moor St/Nicholson St (Fitzroy)"", ""15-Bell St/Brunswick St (Fitzroy)"", ""14-Rose St/Nicholson St (Carlton)"""
42121440,90729398,Flexistayz,Melbourne,Private room,51,7,13,2023-04-03,0.42,327,64,2,Home in Carlton,4.62,1,1,5.5,Carlton,cheap,144.97325,-37.79728,POINT (321558.69673017366 5814742.096840581),"""16-Johnston St/Brunswick St (Fitzroy)"", ""13-Johnston St/Nicholson St (Carlton)"", ""14-Rose St/Nicholson St (Fitzroy)"", ""13-Johnston St/Nicholson St (Fitzroy)"", ""12-Moor St/Nicholson St (Fitzroy)"", ""14-Rose St/Nicholson St (Carlton)"""
1936710,2812963,Medley,Melbourne,Private room,80,3,9,2018-12-01,0.08,5,0,0,Home in Carlton,4.0,1,1,5.0,Carlton,cheap,144.96693,-37.80673,POINT (321025.0224318615 5813681.381126622),"""9-Victoria St/La Trobe St (Melbourne City)"", ""8-Melbourne Central Station/Swanston St (Melbourne City)"", ""4-Queensberry St/Swanston St (Carlton)"", ""6-Swanston St/La Trobe St (Melbourne City)"", ""8-Exhibition St/La Trobe St (Melbourne City)"", ""7-Russell St/La Trobe St (Melbourne City)"", ""9-La Trobe St/Victoria St (Melbourne City)"", ""7-RMIT University/Swanston St (Melbourne City)"""
2171818,2812963,Medley,Melbourne,Private room,80,3,12,2020-01-28,0.1,5,0,0,Rental unit in Parkville,4.75,1,1,5.0,Carlton,cheap,144.96875,-37.8061,POINT (321183.73741047585 5813754.774919198),"""9-Victoria St/La Trobe St (Melbourne City)"", ""11-Melbourne Museum/Nicholson St (Fitzroy)"", ""7-Russell St/La Trobe St (Melbourne City)"", ""8-Exhibition St/La Trobe St (Melbourne City)"", ""10-Nicholson St/Victoria Pde (East Melbourne)"", ""10-Nicholson St/Victoria Pde (Carlton)"", ""9-La Trobe St/Victoria St (Melbourne City)"", ""4-Queensberry St/Swanston St (Carlton)"""
4288651,2812963,Medley,Melbourne,Private room,80,3,4,2019-01-21,0.04,5,0,0,Rental unit in Carlton,4.25,1,1,5.0,Carlton,cheap,144.9689,-37.80545,POINT (321195.3756913006 5813827.189859124),"""9-Victoria St/La Trobe St (Melbourne City)"", ""11-Melbourne Museum/Nicholson St (Fitzroy)"", ""7-Russell St/La Trobe St (Melbourne City)"", ""8-Exhibition St/La Trobe St (Melbourne City)"", ""10-Nicholson St/Victoria Pde (East Melbourne)"", ""10-Nicholson St/Victoria Pde (Carlton)"", ""9-La Trobe St/Victoria St (Melbourne City)"""
571502,2812963,Medley,Melbourne,Private room,80,3,15,2019-02-14,0.13,5,0,0,Home in Carlton,4.47,1,16,5.0,Melbourne,cheap,144.96678,-37.80707,POINT (321012.6373220462 5813643.3653158555),"""9-Victoria St/La Trobe St (Melbourne City)"", ""8-Melbourne Central Station/Swanston St (Melbourne City)"", ""4-Queensberry St/Swanston St (Carlton)"", ""6-Swanston St/La Trobe St (Melbourne City)"", ""8-Exhibition St/La Trobe St (Melbourne City)"", ""7-Russell St/La Trobe St (Melbourne City)"", ""9-La Trobe St/Victoria St (Melbourne City)"", ""7-RMIT University/Swanston St (Melbourne City)"""
18416662,90729398,Flexistayz,Melbourne,Private room,60,7,21,2023-08-18,0.31,327,90,10,Home in Carlton,4.24,1,1,5.0,Carlton,cheap,144.97144,-37.79865,POINT (321402.6221893517 5814586.615665162),"""13-Johnston St/Nicholson St (Fitzroy)"", ""13-Johnston St/Nicholson St (Carlton)"", ""112-Lygon St/Elgin St (Carlton)"", ""12-Moor St/Nicholson St (Fitzroy)"""
18348440,90729398,Flexistayz,Melbourne,Private room,58,7,12,2023-05-05,0.39,327,76,6,Home in Carlton,4.17,1,1,5.0,Carlton,cheap,144.97277,-37.79679,POINT (321515.25208352227 5814795.553254493),"""13-Johnston St/Nicholson St (Carlton)"", ""14-Rose St/Nicholson St (Fitzroy)"", ""13-Johnston St/Nicholson St (Fitzroy)"", ""112-Lygon St/Elgin St (Carlton)"", ""14-Rose St/Nicholson St (Carlton)"""
27876576,185076876,Jean,Melbourne,Entire home/apt,1107,3,41,2023-06-11,0.7,28,86,8,Home in Docklands,4.78,4,6,4.5,Docklands,expensive,144.93572,-37.82152,POINT (318313.51992600324 5811979.932057222),
9396480,12197796,Nicole,Melbourne,Entire home/apt,1957,1,46,2023-05-28,0.54,13,153,11,Rental unit in East Melbourne,4.83,6,16,4.0,East Melbourne,expensive,144.9845,-37.81617,POINT (322594.503281618 5812667.38040195),"""14-Punt Rd/Wellington Pde (Melbourne City)"", ""13-Simpson St/Wellington Pde (East Melbourne)"", ""11-Jolimont Station-MCG/Wellington Pde (East Melbourne)"", ""10-Jolimont Rd/Wellington Pde (East Melbourne)"""
622670446623469568,10185622,Katie,Melbourne,Entire home/apt,1560,2,36,2023-05-13,2.33,5,0,21,Rental unit in Southbank,4.89,6,6,4.0,Southbank,expensive,144.95732,-37.82635,POINT (320226.5575998499 5811485.768010123),"""126-City Rd/Clarendon St (South Melbourne)"", ""125A-Southbank Tram Depot/Light Rail (South Melbourne)"", ""126-City Rd/Light Rail (South Melbourne)"", ""125-Port Junction/79 Whiteman St (Southbank)"", ""124A-Casino/MCEC/Clarendon St (Southbank)"", ""116-City Rd/Kings Way (Southbank)"", ""125-Clarendon St/Whiteman St (Southbank)"""
41962286,289319746,Mark & Kiran,Melbourne,Entire home/apt,1219,3,5,2023-05-28,0.18,4,208,2,Rental unit in Southbank,4.4,7,15,4.0,Southbank,expensive,144.956695556641,-37.8258323669434,POINT (320170.3385967255 5811542.005517811),"""126-City Rd/Clarendon St (South Melbourne)"", ""125A-Southbank Tram Depot/Light Rail (South Melbourne)"", ""124-Batman Park/Spencer St (Melbourne City)"", ""126-City Rd/Light Rail (South Melbourne)"", ""124A-Casino/MCEC/Clarendon St (Southbank)"", ""125-Port Junction/79 Whiteman St (Southbank)"", ""116-City Rd/Kings Way (Southbank)"", ""125-Clarendon St/Whiteman St (Southbank)"""
26306061,12189664,Mark,Melbourne,Entire home/apt,1001,3,30,2023-07-30,0.54,3,328,5,Rental unit in Southbank,4.93,6,12,4.0,Southbank,expensive,144.96135,-37.82294,POINT (320573.00969399523 5811871.914309157),"""115-Casino East/Queens Bridge St (Southbank)"", ""2-Flinders Lane/Market St (Melbourne City)"", ""2-Melbourne Aquarium/Flinders St (Melbourne City)"", ""1-Flinders St/Queens Bridge St (Melbourne City)"", ""3-Market St/Flinders St (Melbourne City)"", ""115-Casino/Southbank/Queens Bridge St (Southbank)"", ""124A-Casino/MCEC/Clarendon St (Southbank)"", ""116-City Rd/Kings Way (Southbank)"", ""3-William St/Flinders Lane (Melbourne City)"""
866054916680049664,187215364,Ernst,Melbourne,Entire home/apt,886,3,3,2023-08-18,1.96,5,130,3,Rental unit in Southbank,3.33,6,10,4.0,Southbank,expensive,144.9621883,-37.8244145,POINT (320650.3686474699 5811709.904852557),"""115-Casino East/Queens Bridge St (Southbank)"", ""126-City Rd/Clarendon St (South Melbourne)"", ""18-Grant St/Sturt St (Southbank)"", ""115-Casino/Southbank/Queens Bridge St (Southbank)"", ""116-City Rd/Kings Way (Southbank)"", ""17-Arts Precinct/Sturt St (Southbank)"""
31007268,229764112,Work Sleep Live,Melbourne,Private room,129,3,31,2021-05-02,0.55,4,70,0,Bed and breakfast in North Melbourne,4.97,1,1,4.0,North Melbourne,medium,144.94805,-37.79759,POINT (319340.5298457527 5814659.272951682),"""18-Erskine St/Abbotsford St (North Melbourne)"", ""17-Molesworth St/Abbotsford St (North Melbourne)"", ""16-Haines St/Abbotsford St (North Melbourne)"", ""19-Abbotsford St Interchange/Abbotsford St (North Melbourne)"", ""15-Arden St/Abbotsford St (North Melbourne)"", ""15-Murphy St/Flemington Rd (North Melbourne)"", ""16-Harker St/Flemington Rd (Parkville)"", ""18-Chapman St/Abbotsford St (North Melbourne)"", ""17-Canning St/Abbotsford St (North Melbourne)"", ""16-Harker St/Flemington Rd (North Melbourne)"", ""19-Royal Childrens Hospital/Flemington Rd (North Melbourne)"""
32411977,229764112,Work Sleep Live,Melbourne,Private room,126,3,10,2023-01-22,0.18,4,29,1,Bed and breakfast in North Melbourne,4.8,1,1,4.0,North Melbourne,cheap,144.94955,-37.79704,POINT (319471.2690749337 5814723.203483536),"""18-Erskine St/Abbotsford St (North Melbourne)"", ""17-Molesworth St/Abbotsford St (North Melbourne)"", ""16-Haines St/Abbotsford St (North Melbourne)"", ""19-Abbotsford St Interchange/Abbotsford St (North Melbourne)"", ""15-Murphy St/Flemington Rd (North Melbourne)"", ""16-Harker St/Flemington Rd (Parkville)"", ""18-Chapman St/Abbotsford St (North Melbourne)"", ""17-Canning St/Abbotsford St (North Melbourne)"", ""16-Harker St/Flemington Rd (North Melbourne)"", ""19-Royal Childrens Hospital/Flemington Rd (North Melbourne)"""
30998720,229764112,Work Sleep Live,Melbourne,Private room,99,3,63,2023-07-31,1.12,4,69,10,Bed and breakfast in North Melbourne,4.95,1,1,4.0,North Melbourne,cheap,144.9482,-37.79721,POINT (319352.8118322557 5814701.730090041),"""18-Erskine St/Abbotsford St (North Melbourne)"", ""17-Molesworth St/Abbotsford St (North Melbourne)"", ""16-Haines St/Abbotsford St (North Melbourne)"", ""19-Abbotsford St Interchange/Abbotsford St (North Melbourne)"", ""15-Arden St/Abbotsford St (North Melbourne)"", ""15-Murphy St/Flemington Rd (North Melbourne)"", ""16-Harker St/Flemington Rd (Parkville)"", ""18-Chapman St/Abbotsford St (North Melbourne)"", ""17-Canning St/Abbotsford St (North Melbourne)"", ""16-Harker St/Flemington Rd (North Melbourne)"", ""19-Royal Childrens Hospital/Flemington Rd (North Melbourne)"""
14919472,29183827,JJ And Rose,Melbourne,Entire home/apt,2057,7,4,2017-03-28,0.05,1,0,0,Rental unit in Southbank,5.0,4,5,3.5,Southbank,expensive,144.96365,-37.82225,POINT (320773.7906972466 5811952.897723083),"""1-Flinders Street Railway Station/Elizabeth St (Melbourne City)"", ""115-Casino East/Queens Bridge St (Southbank)"", ""2-Flinders Lane/Market St (Melbourne City)"", ""18-Grant St/Sturt St (Southbank)"", ""3-Market St/Flinders St (Melbourne City)"", ""1-Flinders St/Queens Bridge St (Melbourne City)"", ""115-Casino/Southbank/Queens Bridge St (Southbank)"", ""14-Arts Precinct/St Kilda Rd (Southbank)"", ""17-Arts Precinct/Sturt St (Southbank)"", ""4-Elizabeth St/Flinders St (Melbourne City)"""
25785846,193793780,Luke,Melbourne,Entire home/apt,1713,2,45,2023-07-15,0.75,3,118,4,Serviced apartment in Southbank,4.88,4,4,3.5,Southbank,expensive,144.95906,-37.82594,POINT (320378.71450015955 5811534.612736599),"""126-City Rd/Clarendon St (South Melbourne)"", ""115-Casino/Southbank/Queens Bridge St (Southbank)"", ""125A-Southbank Tram Depot/Light Rail (South Melbourne)"", ""125-Port Junction/79 Whiteman St (Southbank)"", ""124A-Casino/MCEC/Clarendon St (Southbank)"", ""116-City Rd/Kings Way (Southbank)"", ""125-Clarendon St/Whiteman St (Southbank)"""
821190783093481600,476596731,Kiran,Melbourne,Entire home/apt,1097,4,8,2023-07-18,1.35,13,334,8,Serviced apartment in Southbank,4.75,4,10,3.5,Southbank,expensive,144.962204393254,-37.8244568731918,POINT (320651.88777643524 5811705.23376425),"""115-Casino East/Queens Bridge St (Southbank)"", ""126-City Rd/Clarendon St (South Melbourne)"", ""18-Grant St/Sturt St (Southbank)"", ""115-Casino/Southbank/Queens Bridge St (Southbank)"", ""116-City Rd/Kings Way (Southbank)"", ""17-Arts Precinct/Sturt St (Southbank)"""
734375987042159104,343890189,Simonne,Melbourne,Entire home/apt,989,2,12,2023-08-19,1.21,1,144,12,Condo in Melbourne,5.0,3,3,3.5,Melbourne,expensive,144.958633,-37.817555,POINT (320320.79372248315 5812464.244020826),"""3-William St/Bourke St (Melbourne City)"", ""5-Elizabeth St/Collins St (Melbourne City)"", ""3-William St/Collins St (Melbourne City)"", ""2-Flinders Lane/Market St (Melbourne City)"", ""1-Spencer St/Flinders St (Melbourne City)"", ""2-Melbourne Aquarium/Flinders St (Melbourne City)"", ""3-William St/Flinders Lane (Melbourne City)"", ""122-Southern Cross Railway Station/Spencer St (Melbourne City)"", ""3-Market St/Flinders St (Melbourne City)"", ""1-Flinders St/Queens Bridge St (Melbourne City)"", ""4-Collins St/William St (Melbourne City)"", ""4-Queen St/Bourke St (Melbourne City)"", ""1-Spencer St/Bourke St (Melbourne City)"", ""1-Spencer St/Collins St (Melbourne City)"", ""5-Bourke St/William St (Melbourne City)"""
25953718,50072661,Platinum Apartments,Melbourne,Entire home/apt,906,3,38,2023-05-22,0.61,10,240,4,Rental unit in Docklands,4.82,4,10,3.5,Docklands,expensive,144.94608,-37.81729,POINT (319215.12566506764 5812469.425632512),"""D16-Harbour Esp/Collins St (Docklands)"", ""D3-Stadium Precinct/Harbour Esp (Docklands)"", ""D1-Stadium Precinct/La Trobe St (Docklands)"", ""D15-Batman's Hill/Collins St (Docklands)"", ""D2-CentralPier/Harbour Esp (Docklands)"", ""D17-Merchant St/Collins St (Docklands)"", ""D2-Central Pier/Harbour Esp (Docklands)"", ""D4-Docklands Park/Harbour Esp (Docklands)"""
830654707917810560,501875140,Edward,Melbourne,Entire home/apt,748,2,9,2023-08-21,2.67,2,190,9,Rental unit in Melbourne,4.89,3,3,3.5,Melbourne,expensive,144.969066771539,-37.8104640314744,POINT (321222.153687087 5813271.122370075),"""9-Victoria St/La Trobe St (Melbourne City)"", ""8-Melbourne Central Station/Swanston St (Melbourne City)"", ""9-Spring St/Bourke St (Melbourne City)"", ""6-Swanston St/La Trobe St (Melbourne City)"", ""7-Russell St/La Trobe St (Melbourne City)"", ""8-Exhibition St/La Trobe St (Melbourne City)"", ""7-Exhibition St/Collins St (Melbourne City)"", ""10-Nicholson St/Victoria Pde (East Melbourne)"", ""10-Nicholson St/Victoria Pde (Carlton)"", ""10-Albert St/Nicholson St (East Melbourne)"", ""9-La Trobe St/Victoria St (Melbourne City)"", ""10-Bourke Street Mall/Swanston St (Melbourne City)"", ""10-Albert St/Nicholson St (Fitzroy)"", ""6-Swanston St/Bourke St (Melbourne City)"", ""7-Russell St/Bourke St (Melbourne City)"", ""0-Bourke St/Spring St (Melbourne City)"""
28654840,7131157,Jo,Melbourne,Entire home/apt,700,3,55,2020-06-05,0.94,10,0,0,Townhouse in Docklands,4.76,4,9,3.5,Docklands,expensive,144.93776,-37.81596,POINT (318479.4665257436 5812600.873584384),"""D10-NewQuay Prom/Docklands Dr (Docklands)"", ""D11-Waterfront City/Docklands Dr (Docklands)"", ""D10-New Quay Prom/Docklands Dr (Docklands)"""
21287118,118442163,Sylvia,Melbourne,Entire home/apt,695,5,33,2023-04-04,0.47,1,243,5,Home in South Yarra,5.0,3,3,3.5,South Yarra - West,expensive,144.97611,-37.8357,POINT (321902.90012471913 5810484.242932027),"""23-Arthur St/St Kilda Rd (Melbourne City)"", ""123-Fawkner Park/Toorak Rd (South Yarra)"", ""22-Toorak Rd/St Kilda Rd (Melbourne City)"""
36498008,156498827,Wenli & Dominic,Melbourne,Entire home/apt,606,2,76,2023-07-02,1.53,4,141,20,Townhouse in Docklands,4.67,4,5,3.5,Docklands,expensive,144.93692,-37.81576,POINT (318405.0306612059 5812621.434015699),"""D10-NewQuay Prom/Docklands Dr (Docklands)"", ""D11-Waterfront City/Docklands Dr (Docklands)"", ""D10-New Quay Prom/Docklands Dr (Docklands)"""
31601097,46333372,Nate,Melbourne,Entire home/apt,579,2,32,2020-03-08,0.57,14,0,0,Rental unit in Southbank,4.81,3,6,3.5,Southbank,expensive,144.95588,-37.82647,POINT (320100.10321704217 5811469.67870081),"""126-City Rd/Clarendon St (South Melbourne)"", ""125A-Southbank Tram Depot/Light Rail (South Melbourne)"", ""126-City Rd/Light Rail (South Melbourne)"", ""125-Port Junction/79 Whiteman St (Southbank)"", ""124A-Casino/MCEC/Clarendon St (Southbank)"", ""116-City Rd/Kings Way (Southbank)"", ""125-Clarendon St/Whiteman St (Southbank)"""
39560437,7131157,Jo,Melbourne,Entire home/apt,550,3,21,2023-07-19,0.45,10,0,10,Townhouse in Docklands,5.0,4,7,3.5,Docklands,expensive,144.93691,-37.81512,POINT (318402.5817879494 5812692.433203832),"""D10-NewQuay Prom/Docklands Dr (Docklands)"", ""D11-Waterfront City/Docklands Dr (Docklands)"", ""D10-New Quay Prom/Docklands Dr (Docklands)"""
908153227403011968,244805331,Mingzhe,Melbourne,Entire home/apt,544,2,5,2023-08-20,2.14,5,16,5,Rental unit in Melbourne,5.0,4,5,3.5,South Yarra - West,expensive,144.976661768781,-37.8384415048644,POINT (321958.05211601383 5810181.080782824),"""123-Fawkner Park/Toorak Rd (South Yarra)"", ""24-Leopold St/St Kilda Rd (South Melbourne)"", ""22-Toorak Rd/St Kilda Rd (Melbourne City)"", ""23-Arthur St/St Kilda Rd (Melbourne City)"", ""24-Leopold St/St Kilda Rd (Melbourne City)"""
22419947,5138361,Bronnie And Neil,Melbourne,Entire home/apt,446,2,127,2023-08-16,1.84,10,64,30,Rental unit in Melbourne,4.81,3,4,3.5,Melbourne,expensive,144.96034,-37.81847,POINT (320473.2753494908 5812365.992552336),"""3-William St/Bourke St (Melbourne City)"", ""1-Flinders Street Railway Station/Elizabeth St (Melbourne City)"", ""5-Elizabeth St/Collins St (Melbourne City)"", ""3-William St/Collins St (Melbourne City)"", ""115-Casino East/Queens Bridge St (Southbank)"", ""2-Flinders Lane/Market St (Melbourne City)"", ""1-Spencer St/Flinders St (Melbourne City)"", ""3-William St/Flinders Lane (Melbourne City)"", ""2-Melbourne Aquarium/Flinders St (Melbourne City)"", ""3-Market St/Flinders St (Melbourne City)"", ""1-Flinders St/Queens Bridge St (Melbourne City)"", ""115-Casino/Southbank/Queens Bridge St (Southbank)"", ""5-Bourke St/William St (Melbourne City)"", ""4-Collins St/William St (Melbourne City)"", ""4-Queen St/Bourke St (Melbourne City)"", ""1-Spencer St/Collins St (Melbourne City)"", ""2-Collins St/Elizabeth St (Melbourne City)"", ""4-Elizabeth St/Flinders St (Melbourne City)"""
22576106,28024122,David,Melbourne,Entire home/apt,430,2,160,2023-08-27,2.34,1,144,47,Rental unit in East Melbourne,4.79,3,4,3.5,East Melbourne,expensive,144.98705,-37.81156,POINT (322807.9556621667 5813183.772844853),"""15-Smith St/Victoria Pde (Fitzroy)"", ""16-Wellington St/Victoria Pde (Collingwood)"", ""16-Wellington St/Victoria Pde (East Melbourne)"", ""18-Hoddle St/Victoria Pde (Collingwood)"""
29263292,347595664,Alex,Melbourne,Entire home/apt,278,3,149,2023-08-15,2.52,31,277,29,Rental unit in Southbank,4.76,3,4,3.5,Southbank,expensive,144.96439,-37.82462,POINT (320844.65968667564 5811691.327622473),"""115-Casino East/Queens Bridge St (Southbank)"", ""18-Grant St/Sturt St (Southbank)"", ""115-Casino/Southbank/Queens Bridge St (Southbank)"", ""116-City Rd/Kings Way (Southbank)"", ""19-Miles St/Sturt St (Southbank)"", ""17-Arts Precinct/Sturt St (Southbank)"""
42837822,244693455,Cozy,Melbourne,Entire home/apt,260,1,7,2023-08-09,1.83,16,76,7,Rental unit in Melbourne,4.86,3,4,3.5,Melbourne,expensive,144.96037,-37.80717,POINT (320448.53811322746 5813619.967839436),"""7-Queen Victoria Market/Elizabeth St (Melbourne City)"", ""4-Queen St/La Trobe St (Melbourne City)"", ""8-Melbourne Central Station/Swanston St (Melbourne City)"", ""9-Queen Victoria Market/39 Peel St (North Melbourne)"", ""4-Queensberry St/Swanston St (Carlton)"", ""10-Victoria St/Peel St (West Melbourne)"", ""6-Swanston St/La Trobe St (Melbourne City)"", ""8-Franklin St/Peel St (Melbourne City)"", ""8-Peel St/Victoria St (Melbourne City)"", ""5-Melbourne Central Station/Elizabeth St (Melbourne City)"", ""5-Elizabeth St/La Trobe St (Melbourne City)"", ""9-Queen Victoria Market/Peel St (North Melbourne)"", ""7-RMIT University/Swanston St (Melbourne City)"""
18553739,90729398,Flexistayz,Melbourne,Private room,68,7,8,2023-01-07,0.25,327,90,1,Home in Carlton,4.38,1,2,3.5,Carlton,cheap,144.96733,-37.80592,POINT (321058.28338442475 5813772.029794089),"""9-Victoria St/La Trobe St (Melbourne City)"", ""3-Lincoln Square/Swanston St (Carlton)"", ""4-Queensberry St/Swanston St (Carlton)"", ""6-Swanston St/La Trobe St (Melbourne City)"", ""8-Exhibition St/La Trobe St (Melbourne City)"", ""7-Russell St/La Trobe St (Melbourne City)"", ""9-La Trobe St/Victoria St (Melbourne City)"", ""7-RMIT University/Swanston St (Melbourne City)"""
18568439,90729398,Flexistayz,Melbourne,Private room,63,7,12,2023-07-28,0.46,327,90,4,Home in Carlton,4.42,1,1,3.5,Carlton,cheap,144.96782,-37.80602,POINT (321101.66537479695 5813761.871659387),"""9-Victoria St/La Trobe St (Melbourne City)"", ""7-Russell St/La Trobe St (Melbourne City)"", ""4-Queensberry St/Swanston St (Carlton)"", ""8-Exhibition St/La Trobe St (Melbourne City)"", ""10-Nicholson St/Victoria Pde (Carlton)"", ""9-La Trobe St/Victoria St (Melbourne City)"", ""7-RMIT University/Swanston St (Melbourne City)"""
40870227,90729398,Flexistayz,Melbourne,Private room,63,7,3,2023-03-18,0.09,327,90,1,Home in Carlton,3.33,1,1,3.5,Carlton,cheap,144.971,-37.79912,POINT (321365.012317146 5814533.620635467),"""13-Johnston St/Nicholson St (Fitzroy)"", ""13-Johnston St/Nicholson St (Carlton)"", ""112-Lygon St/Elgin St (Carlton)"", ""12-Moor St/Nicholson St (Fitzroy)"""
18568869,90729398,Flexistayz,Melbourne,Private room,55,7,7,2023-02-05,0.23,327,90,3,Home in Carlton,4.71,1,1,3.5,Carlton,cheap,144.96596,-37.80658,POINT (320939.2601341654 5813696.167211117),"""9-Victoria St/La Trobe St (Melbourne City)"", ""3-Lincoln Square/Swanston St (Carlton)"", ""8-Melbourne Central Station/Swanston St (Melbourne City)"", ""4-Queensberry St/Swanston St (Carlton)"", ""6-Swanston St/La Trobe St (Melbourne City)"", ""8-Exhibition St/La Trobe St (Melbourne City)"", ""7-Russell St/La Trobe St (Melbourne City)"", ""9-La Trobe St/Victoria St (Melbourne City)"", ""7-RMIT University/Swanston St (Melbourne City)"""
18569096,90729398,Flexistayz,Melbourne,Private room,55,7,5,2023-06-02,0.24,327,90,2,Home in Carlton,4.2,1,1,3.5,Carlton,cheap,144.96767,-37.80576,POINT (321087.8314957932 5813790.43553976),"""9-Victoria St/La Trobe St (Melbourne City)"", ""7-Russell St/La Trobe St (Melbourne City)"", ""4-Queensberry St/Swanston St (Carlton)"", ""8-Exhibition St/La Trobe St (Melbourne City)"", ""9-La Trobe St/Victoria St (Melbourne City)"", ""7-RMIT University/Swanston St (Melbourne City)"""
18570558,90729398,Flexistayz,Melbourne,Private room,55,7,8,2023-05-26,0.14,327,90,2,Home in Carlton,4.38,1,1,3.5,Carlton,cheap,144.96809,-37.80617,POINT (321125.7987021351 5813745.743784608),"""9-Victoria St/La Trobe St (Melbourne City)"", ""11-Melbourne Museum/Nicholson St (Fitzroy)"", ""4-Queensberry St/Swanston St (Carlton)"", ""7-Russell St/La Trobe St (Melbourne City)"", ""8-Exhibition St/La Trobe St (Melbourne City)"", ""10-Nicholson St/Victoria Pde (Carlton)"", ""9-La Trobe St/Victoria St (Melbourne City)"", ""7-RMIT University/Swanston St (Melbourne City)"""
715471066585635456,90729398,Flexistayz,Melbourne,Private room,55,7,3,2023-04-11,0.33,327,90,3,Home in Carlton,3.67,1,1,3.5,Melbourne,cheap,144.96621,-37.80708,POINT (320962.4782505228 5813641.1633893745),"""9-Victoria St/La Trobe St (Melbourne City)"", ""8-Melbourne Central Station/Swanston St (Melbourne City)"", ""4-Queensberry St/Swanston St (Carlton)"", ""6-Swanston St/La Trobe St (Melbourne City)"", ""8-Exhibition St/La Trobe St (Melbourne City)"", ""7-Russell St/La Trobe St (Melbourne City)"", ""9-La Trobe St/Victoria St (Melbourne City)"", ""7-RMIT University/Swanston St (Melbourne City)"""
