id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
702350330839167361,Cottage in Coldstream · ★4.43 · 5 bedrooms · 5 beds · 2 baths,382911681,Cai,,Yarra Ranges,-37.68493,145.47096,Entire home/apt,799,2,7,2023-04-01,0.57,2,124,6,
702361123677719574,Condo in Coburg · ★5.0 · 1 bedroom · 1 bed · 1 bath,1174945,Eugenia,,Moreland,-37.74754,144.96292,Entire home/apt,97,2,8,2023-08-01,0.67,1,54,8,
702461425028673152,Home in Frankston · ★5.0 · 3 bedrooms · 3 beds · 2.5 baths,90571350,Jen,,Frankston,-38.1546,145.11856,Entire home/apt,226,5,10,2023-04-10,0.97,1,123,10,
698686950447323206,Rental unit in Melbourne · ★4.66 · 2 bedrooms · 3 beds · 1 bath,67533786,Tricia,,Melbourne,-37.8165594,144.9660795,Entire home/apt,141,2,38,2023-08-24,3.11,60,310,37,
698726339649031902,Rental unit in Southbank · ★4.86 · 1 bedroom · 1 bed · 1 bath,181202150,Victoria,,Melbourne,-37.827265347188664,144.9582129344344,Entire home/apt,169,3,7,2023-08-05,0.56,1,105,6,
698733056857358228,Rental unit in Cremorne · ★4.83 · 2 bedrooms · 2 beds · 2 baths,57600772,Tammy,,Yarra,-37.82647,144.99496,Entire home/apt,400,2,12,2023-07-30,0.98,1,322,11,
702470729382176206,Home in Noble Park · ★4.55 · 7 bedrooms · 9 beds · 3.5 baths,417128302,Joe,,Greater Dandenong,-37.9621,145.16494,Entire home/apt,485,1,53,2023-08-20,4.50,1,287,53,
702482879220816982,Home in Ringwood · ★4.0 · 1 bedroom · 1 bed · 1 bath,44241610,Serge,,Maroondah,-37.81503,145.23584,Private room,59,3,4,2023-06-30,0.71,4,357,4,
702485768672586203,Rental unit in Box Hill · ★4.20 · 2 bedrooms · 2 beds · 2 baths,439614306,Myka,,Whitehorse,-37.82073,145.12357,Entire home/apt,186,2,5,2023-01-24,0.44,50,0,5,
705219025271606299,Home in Mulgrave · ★4.90 · 2 bedrooms · 2 beds · 1 bath,56739928,Stephanie,,Monash,-37.93261,145.20099,Entire home/apt,105,2,20,2023-08-27,2.12,1,135,20,
705237353782777885,Rental unit in South Melbourne · 2 bedrooms · 2 beds · 2 baths,147353202,Ready Set Host,,Port Phillip,-37.8340743,144.9710361,Entire home/apt,450,3,2,2023-08-20,0.18,30,362,2,
705264850935289535,Rental unit in Melbourne · ★4.38 · 1 bedroom · 1 bed · 1 bath,67533786,Tricia,,Melbourne,-37.81155,144.95714,Entire home/apt,112,2,13,2023-08-27,1.14,60,279,13,
698735747700636850,Home in Strathtulloh · ★4.94 · 4 bedrooms · 5 beds · 2.5 baths,436689391,Kj,,Melton,-37.73065,144.61611,Entire home/apt,251,2,18,2023-08-06,1.76,2,152,18,
702491893232561782,Condo in St Kilda · ★4.94 · 1 bedroom · 1 bed · 1 bath,35171579,Jodie,,Port Phillip,-37.86053,144.97526,Entire home/apt,150,2,32,2023-09-03,3.11,1,110,32,
702527792084040153,Rental unit in Carlton · ★5.0 · 1 bedroom · 1 bed · 1 bath,405875528,Neil,,Melbourne,-37.80491809999999,144.9639338,Entire home/apt,218,2,21,2023-08-18,1.78,9,8,21,
698799993576231562,Camper/RV in Port Melbourne · 1 bedroom · 1 bed · Half-bath,32408478,KombiHaus,,Port Phillip,-37.83238,144.92229,Entire home/apt,300,1,1,2023-02-25,0.16,2,365,1,
702676038431447304,Serviced apartment in Footscray · ★4.63 · 1 bedroom · 1 bed · 1 bath,3629092,Jacqueline,,Maribyrnong,-37.80105,144.90787,Entire home/apt,118,2,8,2023-07-21,0.97,3,250,8,
702713023063567723,Home in Parkdale · ★4.91 · 1 bedroom · 1 bed · 1 shared bath,55620037,Stephanie,,Kingston,-37.99731,145.07828,Private room,70,1,22,2023-05-31,1.80,1,0,22,
705273909266172961,Serviced apartment in South Yarra · 1 bedroom · 1 bed · 1 private bath,330033993,Veronica,,Stonnington,-37.83885438961066,144.99383971095085,Private room,199,1,2,2022-09-18,0.17,2,360,2,
698810874713210481,Home in Brunswick · 1 bedroom · 2 beds · 1 private bath,90729398,Flexistayz,,Moreland,-37.76625,144.96596,Private room,70,7,1,2023-08-31,1,327,90,1,
698814038883407975,Home in Brunswick · 1 bedroom · 2 beds · 1 private bath,90729398,Flexistayz,,Moreland,-37.76605,144.96645,Private room,75,7,1,2023-07-31,0.81,327,90,1,
698820453662351002,Rental unit in Docklands · ★4.69 · 2 bedrooms · 3 beds · 1 bath,461853213,Eduardo,,Melbourne,-37.8212116,144.942503,Entire home/apt,194,2,29,2023-07-29,2.48,61,341,29,
705302914057531479,Rental unit in Melbourne · ★4.93 · Studio · 1 bed · 1 bath,477469573,Phillip And Bree,,Melbourne,-37.81802,144.95425,Entire home/apt,141,3,42,2023-08-19,3.57,1,47,42,
702757407885349147,Rental unit in Melbourne · ★4.82 · 2 bedrooms · 2 beds · 2 baths,476940433,Sharon,,Melbourne,-37.81485,144.95444,Entire home/apt,193,1,28,2023-07-09,2.33,7,0,28,
698885942140036218,Condo in Melbourne · ★3.88 · 2 bedrooms · 2 beds · 1 bath,452655107,Youcation,,Melbourne,-37.81239,144.95248,Entire home/apt,86,2,16,2023-08-22,1.42,5,355,16,
703039889587543799,Condo in Southbank · ★4.69 · 2 bedrooms · 2 beds · 2 baths,447673207,Lily,,Melbourne,-37.82515,144.96213,Entire home/apt,143,1,35,2023-07-30,3.10,37,64,35,
705326429208411619,Home in Carlton · 1 bedroom · 1 bed · 3.5 shared baths,90729398,Flexistayz,,Melbourne,-37.80785,144.96781,Private room,65,7,2,2023-01-13,0.23,327,90,2,
705338281295001440,Home in Bonbeach · ★4.65 · 4 bedrooms · 5 beds · 3 baths,170651187,Sam,,Kingston,-38.065008,145.1183795,Entire home/apt,340,2,31,2023-07-29,2.70,4,331,31,
705353662191440782,Rental unit in Windsor · ★4.0 · 3 bedrooms · 3 beds · 2 baths,76703151,Irene,,Stonnington,-37.85263,144.98475,Entire home/apt,466,1,5,2023-04-24,0.56,9,233,5,
698895629924780187,Rental unit in West Melbourne · ★4.46 · 2 bedrooms · 2 beds · 2 baths,448483227,Happy,,Melbourne,-37.81124,144.94952,Entire home/apt,132,1,39,2023-09-03,3.12,16,71,38,
705429428292332140,Home in Brunswick · ★4.95 · 2 bedrooms · 2 beds · 1 bath,93391912,Charlotte,,Moreland,-37.77322,144.96891,Entire home/apt,193,3,43,2023-08-27,3.57,38,106,43,
703099014566229785,Home in Murrumbeena · 4 bedrooms · 4 beds · 2.5 baths,14915313,Alex,,Glen Eira,-37.89471,145.0683,Entire home/apt,900,7,1,2022-12-31,0.12,1,63,1,
698906186459119625,Guest suite in Patterson Lakes · ★4.88 · 1 bedroom · 1 bed · 1 bath,84437245,Alexandra,,Kingston,-38.06374,145.14425,Entire home/apt,147,1,8,2023-06-10,0.70,1,184,8,
703222440360485800,Condo in St Kilda · ★4.17 · 1 bedroom · 1 bed · 1 bath,58920738,Anna,,Port Phillip,-37.86459,144.98703,Entire home/apt,93,1,7,2023-08-29,0.71,2,0,7,
706731209156846789,Home in Brunswick · 1 bedroom · 1 bed · 1 private bath,90729398,Flexistayz,,Moreland,-37.76395,144.96574,Private room,60,7,0,,,327,118,0,
703222652172276037,Home in Ringwood North · ★4.97 · 1 bedroom · 1 bed · 1 shared bath,112830154,Tammy,,Maroondah,-37.791120966075326,145.22863928228617,Private room,139,1,31,2023-08-23,2.90,2,346,31,
706734148068078344,Home in Brunswick · 1 bedroom · 1 bed · 1 private bath,90729398,Flexistayz,,Moreland,-37.76482,144.96568,Private room,60,7,1,2022-11-11,0.10,327,149,1,
705443652522245419,Rental unit in Southbank · ★4.90 · 2 bedrooms · 2 beds · 2 baths,446080599,Bedspoke,,Melbourne,-37.8231931,144.9639881,Entire home/apt,197,1,29,2023-08-29,3.12,77,343,29,
706736585117479515,Home in Brunswick · 1 bedroom · 1 bed · 1 private bath,90729398,Flexistayz,,Moreland,-37.76413,144.96569,Private room,60,7,0,,,327,149,0,
705495701048477929,Townhouse in Springvale · ★5.0 · Studio · 3 beds · 0 baths,90557015,Yasaar,,Greater Dandenong,-37.94202,145.14381,Entire home/apt,180,1,3,2023-01-04,0.35,1,217,3,
703241849297201892,Condo in Melbourne · ★4.96 · 2 bedrooms · 2 beds · 2 baths,96505383,Patrick,,Melbourne,-37.811,144.9599,Entire home/apt,226,2,50,2023-08-28,4.03,2,100,46,
706739236698565716,Home in Brunswick · 1 bedroom · 1 bed · 1 private bath,90729398,Flexistayz,,Moreland,-37.76427,144.96641,Private room,65,7,1,2023-04-16,0.21,327,149,1,
710659725667269899,Rental unit in South Yarra · ★5.0 · 1 bedroom · 1 bed · 1 bath,292993420,Karl & Karolina,,Stonnington,-37.8449998314354,144.9978980148928,Entire home/apt,162,2,4,2023-06-26,0.63,1,170,4,
706752623138091818,Home in Brunswick · 1 bedroom · 1 bed · 1 private bath,90729398,Flexistayz,,Moreland,-37.76397,144.96635,Private room,65,7,0,,,327,178,0,
706755839355956810,Home in Brunswick · 1 bedroom · 2 beds · 1 shared bath,90729398,Flexistayz,,Moreland,-37.76434,144.96606,Private room,75,7,0,,,327,90,0,
710740086675485828,Rental unit in Docklands · ★4.81 · 2 bedrooms · 2 beds · 1 bath,412803321,Fresh Onn,,Melbourne,-37.82136,144.95206,Entire home/apt,126,2,26,2023-08-15,2.26,80,77,26,
706769442672148650,Home in Brunswick · 1 bedroom · 1 bed · 1 private bath,90729398,Flexistayz,,Moreland,-37.76576,144.96578,Private room,75,7,0,,,327,90,0,
706795894553619397,Rental unit in West Melbourne · ★4.61 · 2 bedrooms · 2 beds · 1 bath,22860147,Adji,,Melbourne,-37.80962,144.95144,Entire home/apt,133,5,18,2023-08-18,1.71,80,153,18,
710759692883513319,Rental unit in Docklands · ★4.57 · 2 bedrooms · 2 beds · 1 bath,412803321,Fresh Onn,,Melbourne,-37.81985,144.95291,Entire home/apt,126,2,21,2023-08-15,1.82,80,68,21,
710987867020316229,Rental unit in Fitzroy North · 1 bedroom · 1 bed · 1 bath,2922782,Egor,,Yarra,-37.78911,144.98655,Entire home/apt,150,5,1,2022-11-16,0.10,1,0,1,
706815925197333712,Vacation home in Northcote · ★4.88 · 2 bedrooms · 3 beds · 1 bath,32872127,Luca,,Darebin,-37.77332,145.00017,Entire home/apt,190,2,50,2023-08-20,4.13,2,305,50,
711039263811167283,Rental unit in Docklands · ★4.38 · 2 bedrooms · 2 beds · 1 bath,67533786,Tricia,,Melbourne,-37.8209691,144.9532525,Entire home/apt,153,2,16,2023-06-22,1.41,60,337,16,
705565053445287092,Rental unit in Melbourne · ★4.21 · 1 bedroom · 1 bed · 1 bath,475618723,Tuan,,Melbourne,-37.82051999999999,144.9561468,Entire home/apt,97,1,67,2023-08-27,5.54,18,121,67,
706821140418447830,Condo in Docklands · 1 bedroom · 1 bed · 1 bath,138649185,Apac,,Melbourne,-37.81498,144.9405,Entire home/apt,450,3,0,,,34,363,0,
706822176360525945,Cottage in Mount Dandenong · ★5.0 · 1 bedroom · 1 bed · 1 bath,370200478,Emelia And Karen,,Yarra Ranges,-37.83028,145.3528,Entire home/apt,319,2,12,2023-05-17,1.03,21,340,12,
707018940514199076,Condo in Melbourne · ★4.12 · 1 bedroom · 2 beds · 2 baths,477785467,Na,,Port Phillip,-37.83988,144.97583,Entire home/apt,129,3,17,2023-04-05,1.44,1,132,17,
705728255078472206,Home in Clayton · ★5.0 · 1 bedroom · 1 bed · 1 shared bath,471121001,Gary,,Monash,-37.9155,145.12295,Private room,45,1,5,2023-07-07,0.43,4,268,5,
705911066037831193,Rental unit in Melbourne · ★4.96 · 1 bedroom · 1 bed · 1 bath,473366532,Bozhu,,Melbourne,-37.811613,144.9611154,Entire home/apt,123,1,68,2023-09-01,5.67,8,139,68,
705954644057013150,Rental unit in Southbank · ★4.50 · 2 bedrooms · 2 beds · 1 bath,343442154,Advante Homes,,Melbourne,-37.8257343,144.9596645,Entire home/apt,147,1,16,2023-08-10,1.48,154,167,16,
705965128482354012,Rental unit in Melbourne · ★4.81 · 2 bedrooms · 3 beds · 2 baths,105267238,Celia,,Melbourne,-37.807609472220186,144.96831446886063,Entire home/apt,288,1,43,2023-08-20,3.58,2,177,43,
706041453819807916,Rental unit in Pascoe Vale · ★4.69 · 2 bedrooms · 3 beds · 2 baths,78195489,Simone,,Moreland,-37.717,144.93418,Entire home/apt,143,2,13,2023-07-31,1.17,5,112,13,
706054441055216960,Townhouse in Knoxfield · ★4.33 · 4 bedrooms · 5 beds · 2 baths,68810966,Amon,,Knox,-37.90110016,145.25900269,Entire home/apt,255,2,9,2023-07-07,0.77,29,358,9,
711058627871747621,Serviced apartment in Box Hill · ★4.14 · 2 bedrooms · 2 beds · 1 bath,15462836,Joe,,Whitehorse,-37.81529,145.12189,Entire home/apt,110,2,21,2023-08-20,1.84,2,312,21,
711067266722722790,Rental unit in Ringwood · ★4.80 · 2 bedrooms · 4 beds · 1 bath,338070207,Shuidi,,Maroondah,-37.81381,145.21957,Entire home/apt,250,3,5,2023-07-01,0.46,1,262,5,
707138959775120707,Rental unit in West Melbourne · ★4.25 · 3 bedrooms · 5 beds · 2 baths,279001183,MadeComfy,,Melbourne,-37.81214,144.95282,Entire home/apt,276,1,20,2023-08-21,1.70,250,323,20,
707266024971631827,Rental unit in Fitzroy North · ★5.0 · 1 bedroom · 1 bed · 1 bath,58963227,Michael,,Yarra,-37.78641891479492,144.9854736328125,Entire home/apt,187,2,29,2023-08-12,2.61,2,328,29,
707318521983611333,Condo in South Yarra · ★4.33 · 1 bedroom · 1 bed · 1 bath,151063901,Kate,,Melbourne,-37.83784,144.98575,Entire home/apt,140,2,3,2023-01-23,0.26,1,136,3,
706058615339662301,Serviced apartment in South Yarra · ★5.0 · 2 bedrooms · 3 beds · 2 baths,330033993,Veronica,,Stonnington,-37.83772,144.99277,Entire home/apt,300,1,4,2023-03-02,0.35,2,90,4,
706102479425154020,Serviced apartment in Middle Park · ★4.77 · 1 bedroom · 1 bed · 1 bath,269139229,Angela,,Port Phillip,-37.85053,144.96435,Entire home/apt,202,1,26,2023-07-30,2.20,3,307,26,
707358617085014627,Guesthouse in Glenroy · ★4.57 · 2 bedrooms · 2 beds · 1 bath,477882631,Nick,,Moreland,-37.70051,144.93093,Entire home/apt,130,2,28,2023-08-11,2.35,1,351,28,
706160498391792565,Guesthouse in Carlton · 1 bedroom · 1 bed · 1 bath,90729398,Flexistayz,,Melbourne,-37.80446,144.96477,Entire home/apt,90,7,2,2023-03-30,0.21,327,90,2,
706244183943839760,Condo in Southbank · ★4.75 · 2 bedrooms · 2 beds · 3 baths,378158616,Lucky,,Melbourne,-37.82496,144.96108,Entire home/apt,197,3,24,2023-05-28,2.08,1,64,24,
711137006708036942,Townhouse in Brighton East · 3 bedrooms · 4 beds · 2.5 baths,147353202,Ready Set Host,,Bayside,-37.9130855,145.0236226,Entire home/apt,600,3,2,2022-12-03,0.19,30,349,2,
711145599801157487,Home in Dendy · 3 bedrooms · 3 beds · 3.5 baths,11914644,Luxico,,Bayside,-37.91873,144.99785,Entire home/apt,842,1,0,,,44,254,0,
711173068676640972,Rental unit in East Melbourne · ★4.43 · 2 bedrooms · 2 beds · 1 bath,104431444,James,,Melbourne,-37.81103,144.98521,Entire home/apt,162,2,21,2023-08-20,2.07,47,75,21,
707373537548507009,Villa in Coldstream · ★4.39 · 7 bedrooms · 9 beds · 3.5 baths,382911681,Cai,,Yarra Ranges,-37.68509,145.47003,Entire home/apt,999,2,18,2023-08-13,1.70,2,124,18,
711175300067937966,Rental unit in Brunswick East · ★4.87 · 1 bedroom · 1 bed · 1 bath,478634444,Tanzina,,Moreland,-37.77757,144.97786,Entire home/apt,229,3,15,2023-08-28,1.30,1,30,15,
711225019585225359,Home in Brunswick · 1 bedroom · 1 bed · 4 shared baths,90729398,Flexistayz,,Moreland,-37.76674,144.97051,Private room,56,7,0,,,327,162,0,
711228749314467322,Home in Brunswick · 1 bedroom · 1 bed · 4 shared baths,90729398,Flexistayz,,Moreland,-37.76517,144.97095,Private room,56,7,0,,,327,162,0,
707521885571318126,Condo in Southbank · ★4.76 · 2 bedrooms · 2 beds · 2 baths,447673207,Lily,,Melbourne,-37.82468204289108,144.96301548843985,Entire home/apt,188,2,25,2023-08-17,3.28,37,70,25,
711231208187881546,Home in Brunswick · 1 bedroom · 1 bed · 4 shared baths,90729398,Flexistayz,,Moreland,-37.76681,144.97021,Private room,56,7,0,,,327,162,0,
706247733603591341,Condo in Box Hill · ★4.94 · 2 bedrooms · 3 beds · 1 bath,134058755,Vivian,,Whitehorse,-37.8147219,145.1161598,Entire home/apt,145,2,31,2023-08-05,2.84,1,131,31,
707592471534877640,Rental unit in Melbourne · ★4.88 · 2 bedrooms · 2 beds · 1 bath,464525340,Pratishtha,,Melbourne,-37.81363,144.9721,Entire home/apt,181,1,66,2023-09-02,5.50,7,38,66,
711233826673494683,Home in Brunswick · 1 bedroom · 1 bed · 4 shared baths,90729398,Flexistayz,,Moreland,-37.76669,144.96972,Private room,56,7,0,,,327,137,0,
711237400652037849,Home in Brunswick · 1 bedroom · 1 bed · 4 shared baths,90729398,Flexistayz,,Moreland,-37.76505,144.971,Private room,56,7,2,2023-02-05,0.19,327,146,2,
707620981311445099,Guesthouse in Richmond · ★4.92 · 1 bedroom · 1 bed · 1 bath,27569685,Nellie,,Yarra,-37.8174,144.99164,Entire home/apt,90,1,59,2023-08-31,5.04,3,172,59,
711240784388077476,Condo in South Yarra · ★4.42 · 2 bedrooms · 2 beds · 1 bath,301431818,Edwin,,Stonnington,-37.83402,144.98982,Entire home/apt,275,2,12,2023-04-03,1.08,1,130,12,
711242238031399580,Home in Brunswick · 1 bedroom · 1 bed · 5 shared baths,90729398,Flexistayz,,Moreland,-37.76688,144.97049,Private room,68,7,2,2023-06-08,0.39,327,90,2,
707704977683982348,Serviced apartment in Melbourne · ★4.92 · 3 bedrooms · 4 beds · 2 baths,93930367,Gemstone Apartments,,Melbourne,-37.8144,144.95313,Entire home/apt,345,1,12,2023-07-09,1.00,4,161,12,
706268457914725481,Guesthouse in Heathmont · ★4.88 · 1 bedroom · 2 beds · 1 bath,57803310,Hannah,,Maroondah,-37.82403,145.24301,Entire home/apt,120,2,34,2023-08-07,2.84,1,267,34,
706292684278807111,Rental unit in Collingwood · ★4.82 · 2 bedrooms · 2 beds · 1 bath,446080599,Bedspoke,,Yarra,-37.801969,144.985071,Entire home/apt,208,1,57,2023-08-28,4.74,77,329,57,
707748071625229052,Townhouse in Oakleigh East · ★4.37 · 3 bedrooms · 3 beds · 2 baths,252472288,Shirley,,Monash,-37.91114,145.11619,Entire home/apt,189,1,30,2023-07-08,2.56,1,345,30,
706309284503422516,Home in Albert Park · 2 bedrooms · 2 beds · 1.5 baths,29882262,Tessa,,Port Phillip,-37.8452507,144.9512355,Entire home/apt,529,3,1,2023-04-02,0.19,1,0,1,
711246483879552106,Rental unit in Southbank · ★4.52 · 3 bedrooms · 4 beds · 2 baths,22860147,Adji,,Melbourne,-37.82631,144.95515,Entire home/apt,360,3,23,2023-08-23,2.03,80,130,23,
711265520688009143,Rental unit in Melbourne · ★5.0 · 2 bedrooms · 2 beds · 2 baths,299609324,Matthew,,Port Phillip,-37.8527132,144.9797278,Entire home/apt,173,2,4,2023-07-30,0.50,28,335,4,
708049340647202004,Rental unit in Richmond · ★4.50 · 1 bedroom · 1 bed · 1 bath,21914895,Phoebe,,Yarra,-37.8242152,145.0024728,Entire home/apt,161,2,10,2023-08-22,0.85,1,220,10,
711311629504507650,Guest suite in Bentleigh · ★5.0 · 1 bedroom · 1 bed · 1 bath,297846851,Shobhana,,Glen Eira,-37.92947,145.04486,Entire home/apt,100,2,19,2023-08-05,1.59,1,27,19,
706443935670823615,Condo in Cremorne · ★4.94 · 2 bedrooms · 2 beds · 2 baths,135947932,Meary,,Yarra,-37.8299567,144.990328,Entire home/apt,135,2,65,2023-09-02,5.40,11,116,65,
706592414188071932,Rental unit in Elwood · ★4.33 · 1 bedroom · 1 bed · 1 bath,23397924,Tess,,Port Phillip,-37.8876766,144.9897331,Entire home/apt,300,5,6,2023-04-17,0.69,1,93,6,
708145995363727382,Rental unit in Glen Waverley · 1 bedroom · 1 bed · 2 baths,162204996,Astra Apartments,,Monash,-37.87784,145.1656,Entire home/apt,192,7,0,,,4,67,0,
706604128516877236,Home in Springvale · ★4.75 · 1 bedroom · 1 bed · 1 shared bath,137248029,Pamela,,Greater Dandenong,-37.94492,145.15962,Private room,70,3,8,2023-08-03,0.67,1,66,8,
708187964994870498,Home in Reservoir · 2 bedrooms · 2 beds · 2.5 shared baths,423910942,Sado,,Darebin,-37.73308458883038,145.03472059965137,Private room,100,7,1,2022-09-20,0.09,1,365,1,
706623855856482421,Townhouse in Mill Park · 1 bedroom · 1 bed · 1 private bath,472869154,Evariste,,Whittlesea,-37.66111,145.05355,Private room,50,1,2,2022-12-28,0.19,2,246,2,
706644229424418747,Home in Melbourne · ★4.67 · 1 bedroom · 1 bed · 3 shared baths,90729398,Flexistayz,,Melbourne,-37.80542,144.95716,Private room,55,7,6,2023-08-15,0.50,327,61,6,
706649488284168699,Home in Brunswick · 1 bedroom · 1 bed · 1 shared bath,90729398,Flexistayz,,Moreland,-37.76431,144.96593,Private room,65,7,1,2023-01-20,0.13,327,90,1,
706655667307638788,Home in Brunswick · 1 bedroom · 1 bed · 1 shared bath,90729398,Flexistayz,,Moreland,-37.76599,144.9675,Private room,65,7,1,2023-03-03,0.16,327,90,1,
711320388995251812,Rental unit in South Yarra · ★5.0 · 2 bedrooms · 2 beds · 2 baths,106469707,Kate,,Stonnington,-37.8350997,144.9962266,Entire home/apt,340,28,6,2023-07-14,0.59,2,175,6,
711474450644780582,Rental unit in Southbank · ★4.86 · 1 bedroom · 2 beds · 1 bath,448001847,Jennifer,,Melbourne,-37.82419,144.96421,Entire home/apt,161,2,21,2023-08-28,2.15,1,339,21,
711766988972473701,Rental unit in Elwood · ★4.86 · 1 bedroom · 2 beds · 1 bath,39111977,Kim,,Port Phillip,-37.87761761858257,144.9872800335288,Entire home/apt,117,1,35,2023-08-29,4.09,1,319,35,
708249232560764996,Rental unit in Docklands · ★5.0 · 2 bedrooms · 2 beds · 2 baths,129549995,Audrey,,Melbourne,-37.81468,144.94997,Entire home/apt,220,1,15,2023-04-10,1.41,4,344,15,
711870971096156076,Rental unit in Carlton · ★4.85 · 2 bedrooms · 2 beds · 2 baths,473366532,Bozhu,,Melbourne,-37.8062149,144.9618804,Entire home/apt,152,1,61,2023-08-28,5.21,8,172,61,
711903112271212350,Cottage in Brunswick · ★4.94 · 1 bedroom · 1 bed · 1 bath,93391912,Charlotte,,Moreland,-37.77153,144.96971,Entire home/apt,164,2,35,2023-08-28,2.95,38,93,35,
708256053763424858,Bed and breakfast in Kallista · 1 bedroom · 1 bed · 1 private bath,478043192,Catherine,,Yarra Ranges,-37.8857149,145.372107,Private room,378,2,0,,,1,359,0,
706659068126482011,Rental unit in Clayton · ★4.89 · 1 bedroom · 1 bed · 1 bath,56778565,Moses,,Monash,-37.91978,145.14081,Entire home/apt,175,4,9,2023-06-20,0.94,1,326,9,
708401602711497420,Rental unit in Brunswick · ★5.0 · 1 bedroom · 1 bed · 1 bath,36310127,Thalia,,Moreland,-37.77750665988012,144.96075352698364,Entire home/apt,115,4,9,2023-08-16,0.78,1,100,9,
711931751703049558,Home in Frankston · 3 bedrooms · 6 beds · 2.5 baths,24814727,Holiday Shacks,,Frankston,-38.1321333,145.1233148,Entire home/apt,888,2,0,,,6,363,0,
708483230308770117,Home in Carnegie · ★4.88 · 3 bedrooms · 3 beds · 1 bath,461828242,Matthew,,Glen Eira,-37.8886,145.06014,Entire home/apt,210,3,8,2023-06-30,0.74,5,44,8,
711932201271863587,Condo in Southbank · ★4.89 · 2 bedrooms · 2 beds · 2 baths,477815410,James And Co,,Melbourne,-37.82708,144.96081,Entire home/apt,113,2,37,2023-08-20,3.14,32,314,37,
711991320693065923,Rental unit in Werribee South · ★4.17 · 2 bedrooms · 3 beds · 2 baths,34247003,Juliet,,Wyndham,-37.96426,144.70682,Entire home/apt,177,20,6,2023-08-03,0.53,43,336,6,
712141410642383269,Rental unit in Melbourne · ★4.0 · 2 bedrooms · 2 beds · 2 baths,279001183,MadeComfy,,Melbourne,-37.81467,144.95337,Entire home/apt,180,1,18,2023-08-13,1.57,250,16,18,
706667389562826303,Rental unit in South Yarra · ★4.94 · 1 bedroom · 1 bed · 1 bath,477320881,Kiernan,,Stonnington,-37.8478382,145.002178,Entire home/apt,159,2,31,2023-08-19,2.66,1,182,31,
706693597553332723,Bungalow in Doncaster · ★4.77 · 1 bedroom · 1 bed · 1 bath,418664413,Vincent,,Manningham,-37.78188,145.10841,Entire home/apt,51,1,44,2023-09-01,3.76,1,117,44,
708483246330283898,Condo in Ascot Vale · ★4.94 · 1 bedroom · 1 bed · 1.5 baths,28483657,Ellie,,Moonee Valley,-37.774,144.91481,Private room,92,2,17,2023-08-27,1.83,1,101,17,
708494674593775241,Rental unit in Southbank · ★4.79 · 2 bedrooms · 3 beds · 2 baths,134834111,Lulu,,Melbourne,-37.82550001958345,144.96212996542454,Entire home/apt,175,1,75,2023-09-04,6.23,17,79,75,
706725361947442335,Home in Brunswick · 1 bedroom · 2 beds · 1 private bath,90729398,Flexistayz,,Moreland,-37.76461,144.96584,Private room,80,7,0,,,327,90,0,
706727665392883797,Home in Melbourne · 1 bedroom · 2 beds · 3 shared baths,90729398,Flexistayz,,Melbourne,-37.803331962704505,144.958166682162,Private room,65,7,0,,,327,85,0,
706728431781148044,Home in Brunswick · 1 bedroom · 2 beds · 1 private bath,90729398,Flexistayz,,Moreland,-37.76606,144.9662,Private room,70,7,1,2023-03-05,0.16,327,90,1,
714711781172977593,Home in Brunswick · 1 bedroom · 1 bed · 4 shared baths,90729398,Flexistayz,,Moreland,-37.76603,144.96884,Private room,56,7,0,,,327,162,0,
712452140087729695,Rental unit in Melbourne · ★4.69 · 2 bedrooms · 2 beds · 1 bath,213225288,Ming,,Port Phillip,-37.83669,144.97508,Entire home/apt,118,1,62,2023-08-08,5.31,42,167,62,
708519682851170756,Loft in Southbank · ★4.67 · 1 bedroom · 1 bed · 1 bath,147150990,Hieu,,Melbourne,-37.82336100000001,144.963506,Entire home/apt,241,1,6,2023-04-03,0.56,1,0,6,
712528599945482178,Serviced apartment in Southbank · 1 bedroom · 1 bed · 1 bath,121421306,Zita,,Melbourne,-37.82235,144.96417,Entire home/apt,90,60,2,2023-08-19,0.17,1,107,2,
708528589562075321,Condo in Southbank · ★4.71 · 2 bedrooms · 2 beds · 2 baths,474804117,Angela,,Melbourne,-37.8276686,144.9566961,Entire home/apt,123,2,75,2023-08-30,6.23,10,162,75,
712617852393434755,Home in Carlton North · ★5.0 · 1 bedroom · 1 bed · 1 shared bath,2471667,Juana,,Melbourne,-37.79281,144.97296,Private room,120,5,5,2023-03-11,0.42,1,0,5,
714721028709821005,Rental unit in Collingwood · ★4.89 · 2 bedrooms · 2 beds · 2 baths,479288003,Annette,,Yarra,-37.801018629045664,144.98589124192495,Entire home/apt,345,2,9,2023-07-29,1.82,1,0,9,
708847489690533232,Condo in Southbank · ★4.79 · 3 bedrooms · 3 beds · 2 baths,447673207,Lily,,Melbourne,-37.82636,144.96459,Entire home/apt,226,2,33,2023-08-07,3.49,37,62,33,
712778614364061443,Rental unit in Melbourne · ★4.71 · 2 bedrooms · 2 beds · 2 baths,253135155,Chunqi,,Port Phillip,-37.85159,144.98055,Entire home/apt,108,1,51,2023-08-21,4.31,6,104,51,
