"business_status","formatted_address","icon","icon_background_color","icon_mask_base_uri","name","photos","place_id","rating","reference","types","user_ratings_total","price_level","permanently_closed","geometry.location.lat","geometry.location.lng","geometry.viewport.northeast.lat","geometry.viewport.northeast.lng","geometry.viewport.southwest.lat","geometry.viewport.southwest.lng","opening_hours.open_now","plus_code.compound_code","plus_code.global_code"
"OPERATIONAL","95 Exhibition Street, 80 Collins Precinct, Melbourne VIC 3000, Australia","https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png","#FF9E67","https://maps.gstatic.com/mapfiles/place_api/icons/v2/restaurant_pinlet","Farmer's Daughters","list(height = 844, html_attributions = list(\"<a href=\\"https://maps.google.com/maps/contrib/103624314337999616444\\">Aaron</a>\"), photo_reference = \"ATJ83zgN9kBSZWrJLdpwepdIwHyFB0bgceRoKD6vc4dUGj6kKFZbyTr2_byf7bvTtzGyutEO-AZkgY3SHeTRajTUdq5E0pIcxNGfIwQBAdwbAutz5yvPrQHiS3PfwcyMKtM4HoKp7h94_n8ogRlUFWvPumdY_LOdLMHYIGXlpfWdW5W7Cmc6\", width = 1125)","ChIJbVfLiJdD1moRk7I8Ws1zp7w",4.6,"ChIJbVfLiJdD1moRk7I8Ws1zp7w","c(\"restaurant\", \"bar\", \"food\", \"store\", \"point_of_interest\", \"establishment\")",1010,NA,NA,-37.8135661,144.9710402,-37.8121980701073,144.972452929893,-37.8148977298927,144.969753270107,TRUE,"5XPC+HC Melbourne, Victoria","4RJ65XPC+HC"
"OPERATIONAL","71 Hardware Ln, Melbourne VIC 3000, Australia","https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png","#FF9E67","https://maps.gstatic.com/mapfiles/place_api/icons/v2/restaurant_pinlet","The Mill Restaurant - Melbourne CBD Restaurant & Bar","list(height = 3024, html_attributions = list(\"<a href=\\"https://maps.google.com/maps/contrib/117080834126776822010\\">Muffy</a>\"), photo_reference = \"ATJ83zj7JFQ36w2yxsKdR1Ec7XipNOa8tZ-SgAkc14N4PAm_CK5uRYxgc14uquy67H7IF-kX88VVAvQPWr6wU2VTtRwoxcX8m2H2bV8SEdnalkK3D9ykXf5xgLAreDZ8YPcCnTS7bWZv-rQvRo7T9BGe7Zps3_kO-OBlQ4FPCmUbuMZ-g4q6\", width = 4032)","ChIJeaP3ykpd1moRxSjfQX83Fk8",3.2,"ChIJeaP3ykpd1moRxSjfQX83Fk8","c(\"restaurant\", \"bar\", \"food\", \"point_of_interest\", \"establishment\")",319,2,NA,-37.8131408,144.960968,-37.8116056201073,144.962263729893,-37.8143052798927,144.959564070107,TRUE,"5XP6+P9 Melbourne, Victoria","4RJ65XP6+P9"
"OPERATIONAL","103 Lonsdale St, Melbourne VIC 3000, Australia","https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png","#FF9E67","https://maps.gstatic.com/mapfiles/place_api/icons/v2/restaurant_pinlet","Bombabar","list(height = 1232, html_attributions = list(\"<a href=\\"https://maps.google.com/maps/contrib/108307710484222034615\\">Bomba Tapas Bar and Rooftop</a>\"), photo_reference = \"ATJ83zh--CFgdQhC4ofx-oHL0H-CAxfDB0Ovn9wh3C9s-k-iUv8tsdScS6JAmH0cw5rheqxIt61YrX8SUROcmCXkJwWcoz5KEP6ADF8a_BQQvTEnXcsNL9xGDv5r36CKsTNDzHebdpIEiYniUrlwF7WvMIukh9VAZY7O3j_ecYhu-IMvRpo2\", width = 1920)","ChIJ9yEuL8lC1moRpVtvu92LyWA",4.4,"ChIJ9yEuL8lC1moRpVtvu92LyWA","c(\"restaurant\", \"bar\", \"food\", \"point_of_interest\", \"establishment\")",1750,2,NA,-37.8104041,144.9691967,-37.8090111701073,144.970529129893,-37.8117108298927,144.967829470107,TRUE,"5XQ9+RM Melbourne, Victoria","4RJ65XQ9+RM"
"OPERATIONAL","17 Market Ln, Melbourne VIC 3000, Australia","https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png","#FF9E67","https://maps.gstatic.com/mapfiles/place_api/icons/v2/restaurant_pinlet","Flower Drum Restaurant Melbourne","list(height = 778, html_attributions = list(\"<a href=\\"https://maps.google.com/maps/contrib/114247032184063224295\\">Mike Hiwaymann</a>\"), photo_reference = \"ATJ83zhLWr2LtHwRu-4RITm_El6e8Jw0qZDL1xhaP6PadrN_yb1sNKuzK9j3yo2dX6QfEIQ7UHSrlyRwL2bUqKgceSjzcP9f8fqiv8AhSFZbcQ4upxwNZMeqBZAKu75ra3PKbRWPaQOQSiSyPcGdCgH1Wjp1UTzdv-8h4BXNDWybQXXwI_PE\", width = 1264)","ChIJr1N1BMlC1moR6aJLe1nHgPQ",4.5,"ChIJr1N1BMlC1moR6aJLe1nHgPQ","c(\"restaurant\", \"food\", \"point_of_interest\", \"establishment\")",1124,4,NA,-37.8118772,144.9692458,-37.8105447201073,144.970628779893,-37.8132443798927,144.967929120107,TRUE,"5XQ9+6M Melbourne, Victoria","4RJ65XQ9+6M"
"CLOSED_TEMPORARILY","18 Punch Ln, Melbourne VIC 3000, Australia","https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png","#FF9E67","https://maps.gstatic.com/mapfiles/place_api/icons/v2/restaurant_pinlet","Sunda Dining","list(height = 3024, html_attributions = list(\"<a href=\\"https://maps.google.com/maps/contrib/114304603526592334989\\">A Google User</a>\"), photo_reference = \"ATJ83zjwdGRw8J50uP6vVnZZ59drM4HP1yxl0q-EDaENpG3d4VU7L3HiZmde63A9T-JFWk6D4gi9oeLISQ5LKG3GJ60V47IlSsUfdC7dog9ZXGfPlnLplO6R6MDIpUhlbxOvZse5zIEZf2RAdtcJyWFfiUVTqJf48_UNr4NrpmjwfHqQlcjN\", width = 4032)","ChIJCUeXS89C1moRd-pK5oFaiDE",4.6,"ChIJCUeXS89C1moRd-pK5oFaiDE","c(\"restaurant\", \"food\", \"point_of_interest\", \"establishment\")",535,NA,TRUE,-37.8103547,144.9711635,-37.8090216201073,144.972405379893,-37.8117212798927,144.969705720107,NA,"5XQC+VF Melbourne, Victoria","4RJ65XQC+VF"
"OPERATIONAL","180 Flinders Ln, Melbourne VIC 3000, Australia","https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png","#FF9E67","https://maps.gstatic.com/mapfiles/place_api/icons/v2/restaurant_pinlet","Supernormal","list(height = 853, html_attributions = list(\"<a href=\\"https://maps.google.com/maps/contrib/112232723682380326305\\">Supernormal</a>\"), photo_reference = \"ATJ83zhrfMfl98d6y5poMfyRfWKS5HgRvM9HSPIvqyG8QWuIoV0cRtFSe7y24iP-CY3EX4BmUL-GVCV6h32Z-sPE8iIFS71iCv3-vu8wsRlVhc0H6jMkcF-XrrwRLd1uBC2FSNcVDs_2EQ9yImI3WR8FPR6-8RWLn8e-GFVQL6BH1zS-9LhP\", width = 1280)","ChIJNVF8Q7ZC1moRarO5qwt4NOA",4.5,"ChIJNVF8Q7ZC1moRarO5qwt4NOA","c(\"restaurant\", \"food\", \"point_of_interest\", \"establishment\")",3573,3,NA,-37.8159071,144.9683863,-37.8146515701073,144.969677929893,-37.8173512298927,144.966978270107,TRUE,"5XM9+J9 Melbourne, Victoria","4RJ65XM9+J9"
"OPERATIONAL","171 Bourke St, Melbourne VIC 3000, Australia","https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png","#FF9E67","https://maps.gstatic.com/mapfiles/place_api/icons/v2/restaurant_pinlet","Thai Tide Restaurant | Melbourne CBD","list(height = 3024, html_attributions = list(\"<a href=\\"https://maps.google.com/maps/contrib/106435153097213489964\\">Thu Nguyen</a>\"), photo_reference = \"ATJ83ziedQJY4JBFTenaRM6wDTDa8mCeUXgI5-PZk5e8Ca7OQalGSKJylYzpLaNvJkpCFWs_6jOiQmbsH5mtAJLl2kJtZA6l_N25AHHEi3-SPOfbJtoiTv6FPUz5AC3aMtIr54SYy7VeG5ahlbM7lQ5jyAeY68CWl6kyWa3isWumPhmpq7uv\", width = 4032)","ChIJLWS2kQtD1moRwaUwL-jwBIs",4.1,"ChIJLWS2kQtD1moRwaUwL-jwBIs","c(\"bar\", \"restaurant\", \"food\", \"point_of_interest\", \"establishment\")",265,2,NA,-37.812931,144.968473,-37.8114797201073,144.969775679893,-37.8141793798927,144.967076020107,TRUE,"5XP9+R9 Melbourne, Victoria","4RJ65XP9+R9"
"OPERATIONAL","275-285 Exhibition St, Melbourne VIC 3000, Australia","https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png","#FF9E67","https://maps.gstatic.com/mapfiles/place_api/icons/v2/restaurant_pinlet","Pepe's Italian & Liquor","list(height = 5657, html_attributions = list(\"<a href=\\"https://maps.google.com/maps/contrib/103699058238530935191\\">A Google User</a>\"), photo_reference = \"ATJ83zgHqbG_LNlhfUmLam0fV9LX8JyAUiqq5rHsXiUH8l_ABFH487Mf3Te2OeQwlBrORNSU4F4CWE81b5Pu5g5bhE-risaENOvXVqiYGSmVg-cI_3yjhKGn5ysY3HBePs2om-YNG3uSLfLpEPG9uAbycO2o6bvmuKy5wyw52sD4WOZkcDbl\", width = 8846)","ChIJi-1K17ND1moRZHS2QIzd3rg",4.2,"ChIJi-1K17ND1moRZHS2QIzd3rg","c(\"bar\", \"restaurant\", \"food\", \"point_of_interest\", \"establishment\")",2718,2,NA,-37.8093621,144.969009,-37.8079818201073,144.970463129893,-37.8106814798927,144.967763470107,TRUE,"5XR9+7J Melbourne, Victoria","4RJ65XR9+7J"
"OPERATIONAL","37 Little Bourke St, Melbourne VIC 3000, Australia","https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png","#FF9E67","https://maps.gstatic.com/mapfiles/place_api/icons/v2/restaurant_pinlet","Daughter In Law","list(height = 4032, html_attributions = list(\"<a href=\\"https://maps.google.com/maps/contrib/117919753887703855892\\">Piggy Eatalot</a>\"), photo_reference = \"ATJ83zhQW5gdAQaEzGoUwAycNmvZQT6xu4b4xTthhzOx-7pr677Dqjphkz0uUo6FyI8CSY98ty2-4PceKhTObfc6nmWiBmzSgnqt8llV9O6ROKdsspgEo45RPChm_dKrwST3KmHFon4XCRLlqf69k2DZDHeKVkk27SFooSBUF2l6kFKBPpbM\", width = 3024)","ChIJkStQy5pD1moRc5wKwk5dwnY",4.1,"ChIJkStQy5pD1moRc5wKwk5dwnY","c(\"restaurant\", \"food\", \"point_of_interest\", \"establishment\")",1343,NA,NA,-37.810735,144.9715189,-37.8093721201073,144.972866529893,-37.8120717798927,144.970166870107,TRUE,"5XQC+PJ Melbourne, Victoria","4RJ65XQC+PJ"
"OPERATIONAL","122 Russell St, Melbourne VIC 3000, Australia","https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/bar-71.png","#FF9E67","https://maps.gstatic.com/mapfiles/place_api/icons/v2/bar_pinlet","Embla","list(height = 3024, html_attributions = list(\"<a href=\\"https://maps.google.com/maps/contrib/117566200772166467853\\">David Rakena</a>\"), photo_reference = \"ATJ83zjU10nkFGYTT7XGS9jIks7dRM15j1QL78DOm6plrzISGZjz24nPx-0VOtknxdpM4gE7xGjWYNPHuvGv53_Eh30wAdK3i8xUQojl40GPbZKAVSIPQce5KQdF9LiSm7v-JYk21aj4gkfnxG8EmEUI0gWHwfSZotBq6B-Zw3hHIRA6Ys2M\", width = 4032)","ChIJZ9bEx8lC1moR7ahmGWF-7Pk",4.6,"ChIJZ9bEx8lC1moR7ahmGWF-7Pk","c(\"bar\", \"restaurant\", \"food\", \"point_of_interest\", \"establishment\")",965,2,NA,-37.813394,144.9686092,-37.8121010201073,144.969894129893,-37.8148006798927,144.967194470107,TRUE,"5XP9+JC Melbourne, Victoria","4RJ65XP9+JC"
"OPERATIONAL","142 Russell St, Melbourne VIC 3000, Australia","https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png","#FF9E67","https://maps.gstatic.com/mapfiles/place_api/icons/v2/restaurant_pinlet","Taco Bill - Russell St","list(height = 3024, html_attributions = list(\"<a href=\\"https://maps.google.com/maps/contrib/103405840253894228254\\">Kenneth Ray Hendrix</a>\"), photo_reference = \"ATJ83zjhpDJOpy1I5nAD-T-XqqiuD1M26aSD2EIC7SUFnmfDbusXwoYIE42LRIwRvmykBDFABpjpapJWe7aPQANSfuRvfSRvKUXAcpRCSLx9qiKO5tNg1P4ogLh-1lPbvfFXzGWbW6BHUm7gtTMXLh3GGOLD7o561gNiAhT0iQo6ZDB4HWUG\", width = 4032)","ChIJ11L1vslC1moRY2bUl0toqJ4",4.2,"ChIJ11L1vslC1moRY2bUl0toqJ4","c(\"bar\", \"restaurant\", \"food\", \"point_of_interest\", \"establishment\")",722,2,NA,-37.8130233,144.9683892,-37.8116806201073,144.969676529893,-37.8143802798927,144.966976870107,TRUE,"5XP9+Q9 Melbourne, Victoria","4RJ65XP9+Q9"
"OPERATIONAL","Exchange Tower, 530 Little Collins St, Melbourne VIC 3000, Australia","https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png","#FF9E67","https://maps.gstatic.com/mapfiles/place_api/icons/v2/restaurant_pinlet","Ratee Thai","list(height = 2448, html_attributions = list(\"<a href=\\"https://maps.google.com/maps/contrib/108431756630480359509\\">Anthony Tam</a>\"), photo_reference = \"ATJ83zg0DWMneuLNussChFxl1Wc2D8yXrl2VPGpslW81vVeDv8HJRD4VLzYkyJOmT4mIq_ttUFNHeueqRlrV0cJpst9WkjjpDyKzdNUz4hmMd89-TIvxPHVgjHa0uoIOIoFXRCdb8DmhVm5eDrmDmQqfyYJ78p90sGlaJJTkcMuajn8uQL6n\", width = 3264)","ChIJie80ILRC1moR0BEKc9YQLWs",4.6,"ChIJie80ILRC1moR0BEKc9YQLWs","c(\"restaurant\", \"food\", \"point_of_interest\", \"establishment\")",178,1,NA,-37.8168746,144.9570946,-37.8156258701073,144.958473229893,-37.8183255298927,144.955773570107,FALSE,"5XM4+7R Melbourne, Victoria","4RJ65XM4+7R"
"OPERATIONAL","279 La Trobe St, Melbourne VIC 3000, Australia","https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png","#FF9E67","https://maps.gstatic.com/mapfiles/place_api/icons/v2/restaurant_pinlet","David's Hotpot","list(height = 1080, html_attributions = list(\"<a href=\\"https://maps.google.com/maps/contrib/101806553358918929198\\">A Google User</a>\"), photo_reference = \"ATJ83zjx0yhFmDe8A3Sx_i5QW-6jiUilZGfATmBqGCvDAwt0mjWiRGr6INYsotAhX3Q-sH4CbN32xAHJ09hgzkzELSGsXOiV_Q0zngBm548xc6mvqXCFBq0S4_XfqIYzuJeWMctBx2Pd5irMoPBtNauWYpjP2_eP83C5AfZJbbzmYg0E071w\", width = 1920)","ChIJlwCLNTVd1moR9cBpIXkDe4M",4.8,"ChIJlwCLNTVd1moR9cBpIXkDe4M","c(\"bar\", \"restaurant\", \"food\", \"point_of_interest\", \"establishment\")",5677,3,NA,-37.8106739,144.960936,-37.8092239201073,144.962218179893,-37.8119235798927,144.959518520107,TRUE,"5XQ6+P9 Melbourne, Victoria","4RJ65XQ6+P9"
