name,address,type,website,latitude,longitude,category
Section 8 Bar,"27-29 Tattersalls Lane, Melbourne, 3000",Bar,https://section8.com.au/,-37.8117627149045,144.9654889438025,music_venues
Athenaeum Theatre,"184-192 Collins Street, Melbourne, 3000",Theatre,http://www.athenaeumtheatre.com.au/,-37.81509631361538,144.96731018907587,music_venues
The Bodega,"Shop 2, 47-55 Little Bourke Street, Melbourne, 3000",Bar,https://www.facebook.com/thebodegabar/,-37.8108890793276,144.97103359901016,music_venues
Abbey Road Institute,"Suite 1, Ground, 135 Sturt Street, Southbank, 3006",Recording,https://abbeyroadinstitute.com.au/,-37.827341922099656,144.96636533745024,music_venues
Bond Lounge Bar,"Ground, 20-24 Bond Street, Melbourne, 3000",Nightclub,http://www.bondmelbourne.com.au/,-37.818180434552545,144.96282893879925,music_venues
Marrakech Bar,"LwrGround, 25 Bank Place, Melbourne, 3000",Nightclub,http://www.marrakechcocktailbar.com.au/,-37.81630543173182,144.9602164244812,music_venues
Inflation Nightclub/Top Yard Rooftop Bar,"54-60 King Street, Melbourne, 3000",Nightclub,http://www.inflation.com.au/aboutus.htm,-37.81895269154036,144.95708651070385,music_venues
The Langham,"234-236 Domain Road, South Yarra, 3141",Hotel,http://www.langhamhotels.com/en/the-langham/melbourne/,-37.83444869858646,144.98562037149898,music_venues
The Shaw Davey Slum,"171 Elgin Street, Carlton, 3053",Bar,http://theshawdaveyslum.com.au/,-37.797432725686676,144.96879689682868,music_venues
Victoria Star Cruises,"Berth 10, Victoria Harbour, Docklands, 3008",Venue,http://www.victoriastar.com.au/,-37.817380564148905,144.9423023877635,music_venues
The Botanical,"169 Domain Road, South Yarra, 3141",Hotel,http://www.thebotanical.com.au/,-37.83414391594419,144.98179263809277,music_venues
Level 3 at Crown,"8 Whiteman Street, Southbank, 3006",Nightclub,http://www.level3atcrown.com.au/,-37.82248526641422,144.96005414679885,music_venues
Fiftyfive,"Basement, 55 Elizabeth Street, Melbourne, 3000",Bar,http://www.fifty-five.com.au/,-37.81697659904653,144.96422322338523,music_venues
Asian Beer Café,"Shop 311, Level 3, 300 Lonsdale Street, Melbourne, 3000",Bar,http://asianbeercafe.com.au/,-37.81016156449148,144.96340822349765,music_venues
Sticky Institute,"Shop 10, Campbell Arcade, Melbourne, 3000",Bar,http://www.stickyinstitute.com/,-37.81780039372033,144.96608291162394,music_venues
Basement Discs,"Basement, 24 Block Place, Melbourne, 3000",Performance space,http://www.basementdiscs.com.au/,-37.815398812509436,144.96439685314675,music_venues
Loop Project Space & Bar,"Ground, 19-23 Meyers Place, Melbourne, 3000",Bar,http://www.looponline.com.au/,-37.81212244439291,144.97221043633814,music_venues
Hopscotch Urban Beer Bar,"Shop 4, 4 Riverside Quay, Southbank, 3006",Bar,https://www.hopscotchmelbourne.com.au/,-37.82109278417599,144.96374450927075,music_venues
Her Majesty's Theatre,"199-219 Exhibition Street, Melbourne, 3000",Theatre,http://www.hmt.com.au/,-37.81089990679512,144.96984175787586,music_venues
Sheraton Hotel Melbourne,"27 Little Collins Street, Melbourne, 3000",Accommodation,http://www.sheratonmelbourne.com/,-37.812646032283375,144.9726492304484,music_venues
Café Segovia,"33 Block Place, Melbourne, 3000",,https://www.tripadvisor.com.au/Restaurant_Review-g255100-d722884-Reviews-Cafe_Segovia-Melbourne_Victoria.html,-37.81530880548056,144.96431671833355,music_venues
Curtin House,"Unit S15, Level 7, 252 Swanston Street, Melbourne, 3000",Bar,http://curtinhouse.com/,-37.81197919475205,144.96513374198747,music_venues
La Di Da,"188-200 King Street, Melbourne, 3000",Nightclub,https://www.ladidapeople.com/,-37.815558987309416,144.95553316188418,music_venues
The Sub Club,"Unit 20, Basement, 35 Elizabeth Street, Melbourne, 3000",,,-37.817391733040644,144.96433989015495,music_venues
Church of All Nations,"178-204 Palmerston Street, Carlton, 3053",Church,http://carlton-uca.org/news/,-37.795962230869854,144.9687595076568,music_venues
The Emerald Peacock,"233 Lonsdale Street, Melbourne, 3000",Bar,http://theemeraldpeacock.com/,-37.81146925497217,144.9655499214504,music_venues
Baroq House,"Gnd & Bmt, 2 Drewery Place, Melbourne, 3000",,,-37.81119498448426,144.9640484516178,music_venues
XE54 Nightclub,"Basement, 334-342 City Road, Southbank, 3006",,,-37.82794971778835,144.95742336165304,music_venues
Club Voltaire,"Gnd & Level 1, 14 Raglan Street, North Melbourne, 3051",Venue,https://www.facebook.com/clubvoltairemelbourne/,-37.80432381180095,144.95011526791205,music_venues
Trades Hall,"2 Lygon Street, Carlton, 3053",Bar,https://www.bellaunion.com.au/,-37.80683784363076,144.96605581842582,music_venues
Mr Tod,"Basement, 2-6 Parliament Place, East Melbourne, 3002",Multi-use,http://www.mrtod.com.au/,-37.81168447518055,144.97552005641302,music_venues
Waterside Hotel,"508-514 Flinders Street, Melbourne, 3000",,,-37.820280653979886,144.95723615975294,music_venues
Victoria University,"225 King Street, Melbourne, 3000",Multi-use,https://www.vu.edu.au/,-37.81498068947084,144.95490184835984,music_venues
Co.,"Shop 53, Level 2, 8 Whiteman Street, Southbank, 3006",Nightclub,http://www.level3atcrown.com.au/,-37.823635015853306,144.95781296125432,music_venues
Young & Jackson,"Young And Jacksons Hotel, 1 Swanston Street, Melbourne, 3000",Hotel,https://www.youngandjacksons.com.au/,-37.81736432768269,144.96721031538397,music_venues
RMIT Student Union (RMIT Village),"5-17 Flemington Road, North Melbourne, 3051",Public University/College,https://www.mystudentvillage.com/au/rmit-village/,-37.80095036830012,144.95617406859978,music_venues
Spice Market,"LwrGround, 121-131 Collins Street, Melbourne, 3000",Nightclub,http://www.spicemarket.net.au/,-37.81548538501546,144.96956538490497,music_venues
Sokol Melbourne,"497 Queensberry Street, North Melbourne, 3051",Hotel,http://www.sokolmelbourne.com.au/,-37.80332009816263,144.95076027104383,music_venues
fortyfive downstairs,"Basement & LwrGround, 45 Flinders Lane, Melbourne, 3000",Bar,http://www.fortyfivedownstairs.com/wp2016/,-37.81476781579968,144.97298148815318,music_venues
The Comic's Lounge,"Level 1, 26 Errol Street, North Melbourne, 3051",Venue,https://www.thecomicslounge.com.au/,-37.80449837044193,144.94954077158977,music_venues
Garden State Hotel,"95-101 Flinders Lane, Melbourne, 3000",Hotel,http://gardenstatehotel.com.au/,-37.81533364912343,144.97103885657114,music_venues
Alexandra Gardens,"Alexandra Avenue, Melbourne, 3004",Performance space,http://www.visitmelbourne.com/regions/High-Country/Travel-information/Visitor-information-centres/Alexandra-Visitor-Information-Centre.aspx,-37.82080257920049,144.97185569304133,music_venues
Manchuria,"Level 1, 7-9 Waratah Place, Melbourne, 3000",Bar,http://www.manchuriabar.com/,-37.811626300807845,144.96709845288777,music_venues
Transit Rooftop Bar,"Tenancy 29, Level 2, 2 Swanston Street, Melbourne, 3000",Hotel,https://transitrooftopbar.com.au/,-37.81828956913258,144.96896893362114,music_venues
Building 8,"Building 8, RMIT University, 360 Swanston Street, Melbourne, 3000",Multi-use,https://www.rmit.edu.au/,-37.80877875813838,144.96362521955905,music_venues
The Toff in Town,"Unit S3-S4, Level 2, 252 Swanston Street, Melbourne, 3000",Venue,https://www.thetoffintown.com/,-37.81204362060309,144.96521148704275,music_venues
Left Bank Melbourne,"Ground, 1 Southbank Boulevard, Southbank, 3006",Bar,http://www.leftbankmelbourne.com.au/,-37.820988535980156,144.9625166793894,music_venues
The Princess Theatre,"163-181 Spring Street, Melbourne, 3000",Theatre,https://marrinergroup.com.au/venues/princess-theatre,-37.810683700820334,144.97255452673397,music_venues
Melbourne Recital Centre,"Melbourne Recital Centre, 31 Sturt Street, Southbank, 3006",Performance space,https://www.melbournerecital.com.au/,-37.82430328303502,144.9672846102551,music_venues
Melbourne Zoo,"Elliott Avenue, Parkville, 3052",Performance space,https://www.zoo.org.au/melbourne,-37.78535415162557,144.9531734126854,music_venues
The Crafty Squire,"115-127 Russell Street, Melbourne, 3000",Hotel,http://www.thecraftysquire.com.au/,-37.81364054478455,144.96829657234807,music_venues
Arrow On Swanston,"488 Swanston Street, Carlton, 3053",Venue,http://www.arrowonswanston.com.au/,-37.805459370954416,144.96327549662402,music_venues
Soho Restaurant and Bar,"Ground, 4 Riverside Quay, Southbank, 3006",,,-37.821090034747975,144.96358553751085,music_venues
