latitude,longitude,type,info,category,female,male,wheelchair,operator,baby_facil,address,name,geometry,location_id
-37.82220232720067,144.956603131736,Treated Timber Drinking Fountain / Batman Park,,drinking_fountains,,,,,,,,POINT (144.956603131736 -37.82220232720067),25
-37.793822787803755,144.958038101861,Stainless Steel Drinking Fountain / Leaf Type,Bottle Refill Tap,drinking_fountains,,,,,,,,POINT (144.958038101861 -37.793822787803755),64
-37.78533232662653,144.9534737646951,Stainless Steel Drinking Fountain / Leaf Type,Bottle Refill Tap,drinking_fountains,,,,,,,,POINT (144.9534737646951 -37.78533232662653),121
-37.809792956338455,144.95510199726527,Treated Timber Drinking Fountain / Flagstaff Gardens,,drinking_fountains,,,,,,,,POINT (144.95510199726527 -37.809792956338455),109
-37.817906690815356,144.96632571147111,Stainless Steel Drinking Fountain / Leaf Type,,drinking_fountains,,,,,,,,POINT (144.96632571147111 -37.817906690815356),79
-37.807115639803214,144.95593164435638,Stainless Steel Drinking Fountain / Leaf Type,,drinking_fountains,,,,,,,,POINT (144.95593164435638 -37.807115639803214),27
-37.83463602099828,144.97488441712127,Stainless Steel Drinking Fountain / Leaf Type,Bottle Refill Tap,drinking_fountains,,,,,,,,POINT (144.97488441712127 -37.83463602099828),129
-37.826019122772884,144.96821302911962,Stainless Steel Drinking Fountain / Leaf Type,Grant Street Reserve,drinking_fountains,,,,,,,,POINT (144.96821302911962 -37.826019122772884),28
-37.82449321904346,144.945698116347,Stainless Steel Drinking Fountain / Leaf Type,,drinking_fountains,,,,,,,,POINT (144.945698116347 -37.82449321904346),8
-37.818037935423334,144.9566252834487,Stainless Steel Drinking Fountain / Leaf Type,Bottle Refill Tap,drinking_fountains,,,,,,,,POINT (144.9566252834487 -37.818037935423334),131
-37.840591031294394,144.9842020334054,Stainless Steel Drinking Fountain / Leaf Type,Fawkner Park,drinking_fountains,,,,,,,,POINT (144.9842020334054 -37.840591031294394),129
-37.82012801999004,144.94484546150136,Historic or Heritage Drinking Fountains / Victoria Green,,drinking_fountains,,,,,,,,POINT (144.94484546150136 -37.82012801999004),10
-37.82514308986054,144.97830100199906,Stainless Steel Drinking Fountain / Leaf Type,Kings Domain South,drinking_fountains,,,,,,,,POINT (144.97830100199906 -37.82514308986054),110
-37.79690982991827,144.93887017448856,Leaf Type / Dog Bowl ,Clayton Reserve,drinking_fountains,,,,,,,,POINT (144.93887017448856 -37.79690982991827),76
-37.81714667057808,144.93410355599931,Stainless Steel Drinking Fountain / Leaf Type,Ron Barassi Senior Park,drinking_fountains,,,,,,,,POINT (144.93410355599931 -37.81714667057808),11
-37.80774274876369,144.96308654177773,Stainless Steel Drinking Fountain / Leaf Type,Bottle Refill Tap,drinking_fountains,,,,,,,,POINT (144.96308654177773 -37.80774274876369),61
-37.82072500491043,144.97068041637496,Stainless Steel Drinking Fountain / Leaf Type,Alexandra Gardens,drinking_fountains,,,,,,,,POINT (144.97068041637496 -37.82072500491043),28
-37.814286786699014,144.94481901237222,Stainless Steel Drinking Fountain / Leaf Type,,drinking_fountains,,,,,,,,POINT (144.94481901237222 -37.814286786699014),78
-37.813427946638626,144.94277418583766,Stainless Steel Drinking Fountain / Old Docklands Type,,drinking_fountains,,,,,,,,POINT (144.94277418583766 -37.813427946638626),12
-37.79515817674436,144.9710380792056,Drinking Fountain / Type 1,,drinking_fountains,,,,,,,,POINT (144.9710380792056 -37.79515817674436),50
-37.78858107833513,144.9262313297776,Drinking Fountain / Type 2,Stock Route Reserve (KENSINGTON),drinking_fountains,,,,,,,,POINT (144.9262313297776 -37.78858107833513),103
-37.777124890749405,144.95150670643167,Stainless Steel Drinking Fountain / Leaf Type,Royal Park,drinking_fountains,,,,,,,,POINT (144.95150670643167 -37.777124890749405),121
-37.82087796877212,144.97293196853022,Stainless Steel Drinking Fountain / Leaf Type,Alexandra Gardens,drinking_fountains,,,,,,,,POINT (144.97293196853022 -37.82087796877212),127
-37.837913044811074,144.9818740242421,Leaf Type / Dog Bowl ,Fawkner Park,drinking_fountains,,,,,,,,POINT (144.9818740242421 -37.837913044811074),129
-37.8060370483463,144.95639004511094,Drinking Fountain / Type 1,,drinking_fountains,,,,,,,,POINT (144.95639004511094 -37.8060370483463),27
-37.82018203006011,144.96060794598628,Drinking Fountain / Type 1,,drinking_fountains,,,,,,,,POINT (144.96060794598628 -37.82018203006011),14
-37.802013714097406,144.95783228776227,Stainless Steel Drinking Fountain / Leaf Type,,drinking_fountains,,,,,,,,POINT (144.95783228776227 -37.802013714097406),64
-37.81030304680633,144.9786636062916,Leaf Type / With Bottle Refill Tap,Fitzroy Gardens,drinking_fountains,,,,,,,,POINT (144.9786636062916 -37.81030304680633),94
-37.814436444048496,144.97774297882825,Stainless Steel Drinking Fountain / Leaf Type,Bottle Refill Tap,drinking_fountains,,,,,,,,POINT (144.97774297882825 -37.814436444048496),95
-37.82039536598253,144.94148537021343,Stainless Steel Drinking Fountain / Leaf Type,,drinking_fountains,,,,,,,,POINT (144.94148537021343 -37.82039536598253),130
-37.7989933421049,144.94335952463908,unspecified type / Gardiner Reserve,,drinking_fountains,,,,,,,,POINT (144.94335952463908 -37.7989933421049),86
-37.82249308106257,144.97114401537564,Leaf Type / With Bottle Refill Tap,Queen Victoria Gardens,drinking_fountains,,,,,,,,POINT (144.97114401537564 -37.82249308106257),28
-37.81165168802,144.98072416956458,Leaf Type / With Bottle Refill Tap,Fitzroy Gardens,drinking_fountains,,,,,,,,POINT (144.98072416956458 -37.81165168802),94
-37.778630360270995,144.96168045209797,Leaf Type / Dog Bowl ,Princes Park,drinking_fountains,,,,,,,,POINT (144.96168045209797 -37.778630360270995),44
-37.79016688522425,144.92406824328089,Treated Timber Drinking Fountain / Stock Bridge (KENSINGTON),,drinking_fountains,,,,,,,,POINT (144.92406824328089 -37.79016688522425),103
-37.82186723614085,144.9572554993872,Stainless Steel Drinking Fountain / Leaf Type,Bottle Refill Tap,drinking_fountains,,,,,,,,POINT (144.9572554993872 -37.82186723614085),131
-37.81437281760768,144.9443629296941,Stainless Steel Drinking Fountain / Leaf Type,,drinking_fountains,,,,,,,,POINT (144.9443629296941 -37.81437281760768),77
-37.830658429920206,144.97605393970306,Stainless Steel Drinking Fountain / Leaf Type,Bottle Refill Tap,drinking_fountains,,,,,,,,POINT (144.97605393970306 -37.830658429920206),129
-37.82469655350015,144.9721174141578,Stainless Steel Drinking Fountain / Leaf Type,Bottle Refill Tap,drinking_fountains,,,,,,,,POINT (144.9721174141578 -37.82469655350015),28
-37.82317712092532,144.94186784766944,Stainless Steel Drinking Fountain / Leaf Type,Bottle Refill Tap,drinking_fountains,,,,,,,,POINT (144.94186784766944 -37.82317712092532),130
-37.8212095645359,144.9694728091101,Stainless Steel Drinking Fountain / Leaf Type,Queen Victoria Gardens,drinking_fountains,,,,,,,,POINT (144.9694728091101 -37.8212095645359),28
-37.79786751874929,144.92606408339236,Leaf Type / With Bottle Refill Tap,JJ Holland Park,drinking_fountains,,,,,,,,POINT (144.92606408339236 -37.79786751874929),85
-37.79365820618429,144.92352614663906,Leaf Type / Dog Bowl ,Bayswater Road Park,drinking_fountains,,,,,,,,POINT (144.92352614663906 -37.79365820618429),85
-37.79639356481317,144.9464489931069,Leaf Type / With Bottle Refill Tap,Pleasance Gardens,drinking_fountains,,,,,,,,POINT (144.9464489931069 -37.79639356481317),121
-37.77874396844592,144.9527310464918,Leaf Type / With Bottle Refill Tap,Royal Park,drinking_fountains,,,,,,,,POINT (144.9527310464918 -37.77874396844592),121
-37.81961616571647,144.94608043349226,Leaf Type / With Bottle Refill Tap,Docklands Park,drinking_fountains,,,,,,,,POINT (144.94608043349226 -37.81961616571647),10
-37.815185695578855,144.95257756009232,Stainless Steel Drinking Fountain / Leaf Type,,drinking_fountains,,,,,,,,POINT (144.95257756009232 -37.815185695578855),133
-37.824688315009205,144.94695310036423,Stainless Steel Drinking Fountain / Leaf Type,,drinking_fountains,,,,,,,,POINT (144.94695310036423 -37.824688315009205),8
-37.81337112781817,144.94357125504956,Stainless Steel Drinking Fountain / Old Docklands Type,,drinking_fountains,,,,,,,,POINT (144.94357125504956 -37.81337112781817),77
-37.809593623030885,144.96424038761432,Stainless Steel Drinking Fountain / Leaf Type,Bottle Refill Tap,drinking_fountains,,,,,,,,POINT (144.96424038761432 -37.809593623030885),66
-37.7836624497961,144.95999863520058,unspecified type / Princes Park,,drinking_fountains,,,,,,,,POINT (144.95999863520058 -37.7836624497961),44
-37.810693329155406,144.983071937749,Leaf Type / With Bottle Refill Tap,Fitzroy Gardens,drinking_fountains,,,,,,,,POINT (144.983071937749 -37.810693329155406),94
-37.810438177722986,144.96409803572945,Stainless Steel Drinking Fountain / Leaf Type,,drinking_fountains,,,,,,,,POINT (144.96409803572945 -37.810438177722986),66
-37.83028525455125,144.97264952949166,Leaf Type / With Bottle Refill Tap,Shrine of Remembrance Reserve,drinking_fountains,,,,,,,,POINT (144.97264952949166 -37.83028525455125),114
-37.819571118805214,144.97182464875007,unspecified type / Alexandra Park,,drinking_fountains,,,,,,,,POINT (144.97182464875007 -37.819571118805214),7
-37.798924491881245,144.92595592847908,Treated Timber Drinking Fountain / JJ Holland Park,,drinking_fountains,,,,,,,,POINT (144.92595592847908 -37.798924491881245),85
-37.812430045460935,144.96501543858767,Stainless Steel Drinking Fountain / Leaf Type,,drinking_fountains,,,,,,,,POINT (144.96501543858767 -37.812430045460935),19
-37.81767138974231,144.9462535088493,Stainless Steel Drinking Fountain / Leaf Type,,drinking_fountains,,,,,,,,POINT (144.9462535088493 -37.81767138974231),10
-37.80443768421831,144.96343052616893,Stainless Steel Drinking Fountain / Leaf Type,Bottle Refill Tap,drinking_fountains,,,,,,,,POINT (144.96343052616893 -37.80443768421831),54
-37.81027785022815,144.9610923413044,Stainless Steel Drinking Fountain / Leaf Type,Bottle Refill Tap,drinking_fountains,,,,,,,,POINT (144.9610923413044 -37.81027785022815),55
-37.82842091627398,144.98460191449672,Stainless Steel Drinking Fountain / Leaf Type,Bottle Refill Tap,drinking_fountains,,,,,,,,POINT (144.98460191449672 -37.82842091627398),129
-37.78528327065247,144.96619195051946,Drinking Fountain / Monument Style Type 2,Hardy Reserve,drinking_fountains,,,,,,,,POINT (144.96619195051946 -37.78528327065247),44
-37.795118666338084,144.95091878885694,Leaf Type / Dog Bowl ,Royal Park,drinking_fountains,,,,,,,,POINT (144.95091878885694 -37.795118666338084),121
-37.79745516285821,144.92349296059965,Historic or Heritage Drinking Fountains / JJ Holland Park,,drinking_fountains,,,,,,,,POINT (144.92349296059965 -37.79745516285821),85
-37.81152641068227,144.9728037168352,Stainless Steel Drinking Fountain / Leaf Type,Bottle Refill Tap,drinking_fountains,,,,,,,,POINT (144.9728037168352 -37.81152641068227),40
-37.78493695299493,144.96233927588727,Stainless Steel Drinking Fountain / Leaf Type,Princes Park,drinking_fountains,,,,,,,,POINT (144.96233927588727 -37.78493695299493),44
-37.80241728553812,144.97202290316702,Leaf Type / With Bottle Refill Tap,Carlton Gardens North,drinking_fountains,,,,,,,,POINT (144.97202290316702 -37.80241728553812),37
-37.80726039782801,144.95788106825034,Stainless Steel Drinking Fountain / Leaf Type,Bottle Refill Tap,drinking_fountains,,,,,,,,POINT (144.95788106825034 -37.80726039782801),48
-37.809316361164214,144.95453335359068,Stainless Steel Drinking Fountain / Leaf Type,Bottle Refill Tap,drinking_fountains,,,,,,,,POINT (144.95453335359068 -37.809316361164214),109
-37.829762043290245,144.9650239066239,Treated Timber Drinking Fountain / Sturt Street Reserve,,drinking_fountains,,,,,,,,POINT (144.9650239066239 -37.829762043290245),80
-37.80282308235531,144.96630068198394,Drinking Fountain / Monument Style Type 2,Argyle Square,drinking_fountains,,,,,,,,POINT (144.96630068198394 -37.80282308235531),37
-37.81319698844885,144.97374469190206,Stainless Steel Drinking Fountain / Leaf Type,,drinking_fountains,,,,,,,,POINT (144.97374469190206 -37.81319698844885),17
-37.80663190787703,144.95991334440367,Duke & Duchess of York Memorial Drinking Fountain,,drinking_fountains,,,,,,,,POINT (144.95991334440367 -37.80663190787703),82
-37.81331469375451,144.9666513135716,Stainless Steel Drinking Fountain / Leaf Type,Bottle Refill Tap,drinking_fountains,,,,,,,,POINT (144.9666513135716 -37.81331469375451),63
-37.78784948378831,144.92456233354102,Leaf Type / Dog Bowl ,Newmarket Reserve,drinking_fountains,,,,,,,,POINT (144.92456233354102 -37.78784948378831),103
-37.77990316842913,144.96103894553204,Historic or Heritage Drinking Fountains / Princes Park,,drinking_fountains,,,,,,,,POINT (144.96103894553204 -37.77990316842913),44
-37.83210001827241,144.975544260503,Treated Timber Drinking Fountain / Shrine Gardens,,drinking_fountains,,,,,,,,POINT (144.975544260503 -37.83210001827241),129
-37.79889823757444,144.94401837483926,Stainless Steel Drinking Fountain / Leaf Type,Gardiner Reserve,drinking_fountains,,,,,,,,POINT (144.94401837483926 -37.79889823757444),86
-37.811468256332006,144.96175067722208,Stainless Steel Drinking Fountain / Leaf Type,Bottle Refill Tap,drinking_fountains,,,,,,,,POINT (144.96175067722208 -37.811468256332006),47
-37.79735923804568,144.97398629700336,Stainless Steel Drinking Fountain / Leaf Type,Station Street Park,drinking_fountains,,,,,,,,POINT (144.97398629700336 -37.79735923804568),50
-37.794034684551164,144.91961812395766,Leaf Type / Dog Bowl,Stockmans Way,drinking_fountains,,,,,,,,POINT (144.91961812395766 -37.794034684551164),85
-37.80899368753833,144.9728686722591,Stainless Steel Drinking Fountain / Leaf Type,Bottle Refill Tap,drinking_fountains,,,,,,,,POINT (144.9728686722591 -37.80899368753833),40
-37.843405472059246,144.9823703451879,Leaf Type / Dog Bowl,Fawkner Park,drinking_fountains,,,,,,,,POINT (144.9823703451879 -37.843405472059246),129
-37.811184402608355,144.9751861982011,Stainless Steel Drinking Fountain / Leaf Type,,drinking_fountains,,,,,,,,POINT (144.9751861982011 -37.811184402608355),18
-37.81437973339851,144.97601583515225,Stainless Steel Drinking Fountain / Leaf Type,Bottle Refill Tap,drinking_fountains,,,,,,,,POINT (144.97601583515225 -37.81437973339851),75
-37.81942840031672,144.94578822758686,Stainless Steel Drinking Fountain / Leaf Type,,drinking_fountains,,,,,,,,POINT (144.94578822758686 -37.81942840031672),10
-37.81678974689995,144.96933696934119,Stainless Steel Drinking Fountain / Leaf Type,,drinking_fountains,,,,,,,,POINT (144.96933696934119 -37.81678974689995),72
-37.82760195838954,144.9819469602272,Treated Timber Drinking Fountain / Alexandra Park,,drinking_fountains,,,,,,,,POINT (144.9819469602272 -37.82760195838954),129
-37.81818027452629,144.97128244641144,Stainless Steel Drinking Fountain / Leaf Type,Bottle Refill Tap,drinking_fountains,,,,,,,,POINT (144.97128244641144 -37.81818027452629),126
-37.812710697465654,144.96535589295792,Stainless Steel Drinking Fountain / Leaf Type,Bottle Refill Tap,drinking_fountains,,,,,,,,POINT (144.96535589295792 -37.812710697465654),19
-37.811005097961136,144.95862163735288,Stainless Steel Drinking Fountain / Leaf Type,Bottle Refill Tap,drinking_fountains,,,,,,,,POINT (144.95862163735288 -37.811005097961136),107
-37.81956008903184,144.96060041327848,Drinking Fountain / Type 1,,drinking_fountains,,,,,,,,POINT (144.96060041327848 -37.81956008903184),14
-37.815691536791896,144.98226715782863,Leaf Type / Dog Bowl ,Fitzroy Gardens,drinking_fountains,,,,,,,,POINT (144.98226715782863 -37.815691536791896),94
-37.81601000604859,144.97270242239682,Stainless Steel Drinking Fountain / Leaf Type,,drinking_fountains,,,,,,,,POINT (144.97270242239682 -37.81601000604859),123
-37.84249232047023,144.9843961780638,Leaf Type / With Bottle Refill Tap,Fawkner Park,drinking_fountains,,,,,,,,POINT (144.9843961780638 -37.84249232047023),129
-37.815397268275994,144.94056198429413,Stainless Steel Drinking Fountain / Old Docklands Type,,drinking_fountains,,,,,,,,POINT (144.94056198429413 -37.815397268275994),11
-37.79581789599728,144.93892278396697,Leaf Type / Dog Bowl ,Clayton Reserve,drinking_fountains,,,,,,,,POINT (144.93892278396697 -37.79581789599728),76
-37.81884561014748,144.94837757274016,Stainless Steel Drinking Fountain / Leaf Type,,drinking_fountains,,,,,,,,POINT (144.94837757274016 -37.81884561014748),10
-37.8148665286666,144.979341237583,Stainless Steel Drinking Fountain / Leaf Type,,drinking_fountains,,,,,,,,POINT (144.979341237583 -37.8148665286666),116
-37.82000241423202,144.9437625580217,Stainless Steel Drinking Fountain / Leaf Type,,drinking_fountains,,,,,,,,POINT (144.9437625580217 -37.82000241423202),130
-37.818466012455424,144.97388211503446,Drinking Fountain / Type 2,Birrarung Marr,drinking_fountains,,,,,,,,POINT (144.97388211503446 -37.818466012455424),127
-37.79825505675542,144.9705660670761,Drinking Fountain / Monument Style Type 2,,drinking_fountains,,,,,,,,POINT (144.9705660670761 -37.79825505675542),50
-37.81841607031649,144.94658139539987,Stainless Steel Drinking Fountain / Leaf Type,,drinking_fountains,,,,,,,,POINT (144.94658139539987 -37.81841607031649),10
-37.8334339089649,144.98151523466336,Stainless Steel Drinking Fountain / Leaf Type,Kings Domain South,drinking_fountains,,,,,,,,POINT (144.98151523466336 -37.8334339089649),129
-37.81099949197208,144.99096539168528,Drinking Fountain / Type 1,,drinking_fountains,,,,,,,,POINT (144.99096539168528 -37.81099949197208),93
-37.81237811232576,144.96521212904446,Stainless Steel Drinking Fountain / Leaf Type,Bottle Refill Tap,drinking_fountains,,,,,,,,POINT (144.96521212904446 -37.81237811232576),19
-37.8188136383738,144.942903892035,Stainless Steel Drinking Fountain / Leaf Type,,drinking_fountains,,,,,,,,POINT (144.942903892035 -37.8188136383738),130
-37.78073096453612,144.95108741208116,Stainless Steel Drinking Fountain / Leaf Type,Bottle Refill Tap,drinking_fountains,,,,,,,,POINT (144.95108741208116 -37.78073096453612),121
-37.81506309138495,144.96899203807533,Stainless Steel Drinking Fountain / Leaf Type,,drinking_fountains,,,,,,,,POINT (144.96899203807533 -37.81506309138495),39
-37.822177747738806,144.93826895163244,Unknown,,drinking_fountains,,,,,,,,POINT (144.93826895163244 -37.822177747738806),92
-37.813586967977756,144.9803405398592,Leaf Type / With Bottle Refill Tap,Fitzroy Gardens,drinking_fountains,,,,,,,,POINT (144.9803405398592 -37.813586967977756),94
-37.82122088208344,144.94418531958326,Stainless Steel Drinking Fountain / Old Docklands Type,,drinking_fountains,,,,,,,,POINT (144.94418531958326 -37.82122088208344),130
-37.79376491305337,144.97024082502696,Stainless Steel Drinking Fountain / Leaf Type,Reeves Street Park,drinking_fountains,,,,,,,,POINT (144.97024082502696 -37.79376491305337),50
-37.80596124931496,144.97143107579004,Leaf Type / With Bottle Refill Tap,Carlton Gardens South,drinking_fountains,,,,,,,,POINT (144.97143107579004 -37.80596124931496),40
-37.79206873155685,144.9297513827727,Drinking Fountain / Type 1,,drinking_fountains,,,,,,,,POINT (144.9297513827727 -37.79206873155685),85
-37.8163642527943,144.95539891425878,Stainless Steel Drinking Fountain / Leaf Type,Bottle Refill Tap,drinking_fountains,,,,,,,,POINT (144.95539891425878 -37.8163642527943),73
-37.79686727949099,144.952046464975,Treated Timber Drinking Fountain / Ievers Reserve,,drinking_fountains,,,,,,,,POINT (144.952046464975 -37.79686727949099),121
-37.8213916576197,144.94536775680646,Stainless Steel Drinking Fountain / Leaf Type,,drinking_fountains,,,,,,,,POINT (144.94536775680646 -37.8213916576197),8
-37.803371100927336,144.96636401763817,Stainless Steel Drinking Fountain / Leaf Type,Bottle Refill Tap,drinking_fountains,,,,,,,,POINT (144.96636401763817 -37.803371100927336),37
-37.813892178607055,144.9641120868484,Stainless Steel Drinking Fountain / Leaf Type,,drinking_fountains,,,,,,,,POINT (144.9641120868484 -37.813892178607055),2
-37.82034342836768,144.94031908099987,Stainless Steel Drinking Fountain / Leaf Type,,drinking_fountains,,,,,,,,POINT (144.94031908099987 -37.82034342836768),92
-37.78098685657206,144.962456506622,Stainless Steel Drinking Fountain / Leaf Type,Princes Park,drinking_fountains,,,,,,,,POINT (144.962456506622 -37.78098685657206),44
-37.82120300569749,144.9464400812558,Stainless Steel Drinking Fountain / Leaf Type,Bottle Refill Tap,drinking_fountains,,,,,,,,POINT (144.9464400812558 -37.82120300569749),8
-37.8386331437282,144.97805941362765,Leaf Type / Dog Bowl ,Fawkner Park,drinking_fountains,,,,,,,,POINT (144.97805941362765 -37.8386331437282),129
-37.79775185327968,144.96744736482998,Drinking Fountain / Lygon St Type,,drinking_fountains,,,,,,,,POINT (144.96744736482998 -37.79775185327968),50
-37.81553989313365,144.95836642425357,Stainless Steel Drinking Fountain / Leaf Type,Bottle Refill Tap,drinking_fountains,,,,,,,,POINT (144.95836642425357 -37.81553989313365),36
-37.80566602896913,144.94256675118035,Leaf Type / Dog Bowl ,Railway Place And Miller Street Reserve,drinking_fountains,,,,,,,,POINT (144.94256675118035 -37.80566602896913),87
-37.80262121799853,144.96563804631617,Stainless Steel Drinking Fountain / Leaf Type,Argyle Square,drinking_fountains,,,,,,,,POINT (144.96563804631617 -37.80262121799853),112
-37.81378184056998,144.94225864282328,Stainless Steel Drinking Fountain / Leaf Type,,drinking_fountains,,,,,,,,POINT (144.94225864282328 -37.81378184056998),12
-37.80980631970157,144.97383443627947,Stainless Steel Drinking Fountain / Leaf Type,Parliament Reserve,drinking_fountains,,,,,,,,POINT (144.97383443627947 -37.80980631970157),40
-37.802215372127485,144.96301319081624,Stainless Steel Drinking Fountain / Leaf Type,Bottle Refill Tap,drinking_fountains,,,,,,,,POINT (144.96301319081624 -37.802215372127485),46
-37.779553322018664,144.93984653851456,Stainless Steel Drinking Fountain / Leaf Type,Parkville Gardens,drinking_fountains,,,,,,,,POINT (144.93984653851456 -37.779553322018664),103
-37.832243003760865,144.97302849826244,Historic or Heritage Drinking Fountains / Shrine Gardens,,drinking_fountains,,,,,,,,POINT (144.97302849826244 -37.832243003760865),128
-37.81276680167682,144.9815543655956,Stainless Steel Drinking Fountain / Leaf Type,Bottle Refill Tap,drinking_fountains,,,,,,,,POINT (144.9815543655956 -37.81276680167682),94
-37.78205389103602,144.95697021635434,Historic or Heritage fountains / Royal Park,,drinking_fountains,,,,,,,,POINT (144.95697021635434 -37.78205389103602),121
-37.803994634967296,144.95909066756946,Toilet 140,,toilets,no,yes,no,City of Melbourne,no,Queensberry Street (Opposite 286 Queensberry Street),,POINT (144.95909066756946 -37.803994634967296),48
-37.813837792176315,144.96309721024045,Toilet 6,,toilets,yes,no,no,City of Melbourne,no,Elizabeth Street (Toilet Adjacent 200 Elizabeth Street),,POINT (144.96309721024045 -37.813837792176315),52
-37.80463970714722,144.96285021945613,Toilet 142,,toilets,no,yes,no,City of Melbourne,no,Queensberry Street (Adjacent 179 Queensberry Street),,POINT (144.96285021945613 -37.80463970714722),54
-37.78622124839705,144.95500087587342,Royal Park Brens Pavilion,,toilets,yes,yes,no,City of Melbourne,no,,,POINT (144.95500087587342 -37.78622124839705),121
-37.79373229128235,144.93035186163308,Toilet 177,,toilets,yes,yes,yes,City of Melbourne,no,Bellair Street (Opposite 180 Bellair Street),,POINT (144.93035186163308 -37.79373229128235),76
-37.815278082082735,144.97758877995489,Toilet 118,,toilets,yes,yes,yes,City of Melbourne,no,Fitzroy Gardens (2 Lansdowne Street),,POINT (144.97758877995489 -37.815278082082735),96
-37.8082334704767,144.96018687493768,Toilet 34,,toilets,yes,yes,yes,City of Melbourne,no,Franklin Street (Opposite 80 Franklin Street),,POINT (144.96018687493768 -37.8082334704767),26
-37.81521576619692,144.96694328510318,Town Hall Melbourne (200 Collins Street),,toilets,yes,yes,yes,City of Melbourne,yes,,,POINT (144.96694328510318 -37.81521576619692),65
-37.790174410412384,144.94366905096862,Toilet 131,,toilets,yes,yes,yes,City of Melbourne,no,Royal Park (Flemington RdNear North Park Tennis Club),,POINT (144.94366905096862 -37.790174410412384),121
-37.806805767380254,144.96264850030644,Toilet 146,,toilets,yes,no,no,City of Melbourne,no,Swanston Street (Opposite 475-511 Swanston Street),,POINT (144.96264850030644 -37.806805767380254),61
-37.81940611413847,144.96127683121782,Toilet 3,,toilets,yes,yes,yes,City of Melbourne,no,Flinders Street (399 Flinders Street),,POINT (144.96127683121782 -37.81940611413847),14
-37.81859887229392,144.97105956826817,Toilet 48,,toilets,yes,yes,yes,City of Melbourne,no,Birrarung Marr (Opposite Artplay),,POINT (144.97105956826817 -37.81859887229392),126
-37.830849124048974,144.97518226820782,Toilet 104,,toilets,yes,yes,yes,City of Melbourne,no,Kings Domain South (off Birdwood Avenue),,POINT (144.97518226820782 -37.830849124048974),129
-37.81324543360198,144.96689658968143,Toilet 46,,toilets,yes,yes,yes,City of Melbourne,no,Bourke Street (opposite 225 Bourke Street),,POINT (144.96689658968143 -37.81324543360198),88
-37.82289159858857,144.975280957334,Toilet 109,,toilets,yes,yes,yes,City of Melbourne,yes,Kings Domain Myer Music Bowl Rear of,,POINT (144.975280957334 -37.82289159858857),110
-37.795523148389,144.952142962802,Toilet 55,,toilets,yes,yes,yes,City of Melbourne,no,"Royal Park (Nature Play, Opposite 51 Gatehouse Street)",,POINT (144.952142962802 -37.795523148389),121
-37.8203552728411,144.97331290887433,Toilet 112,,toilets,yes,yes,yes,City of Melbourne,no,Alexandra Gardens (Riverslide Skate Park),,POINT (144.97331290887433 -37.8203552728411),127
-37.817903197056154,144.9662642552638,Toilet 41,,toilets,yes,yes,yes,City of Melbourne,no,Flinders Street (No 245 Flinders Street Station),,POINT (144.9662642552638 -37.817903197056154),79
-37.79679899805757,144.95196665126468,Toilet 136,,toilets,yes,yes,yes,City of Melbourne,no,Ievers ReserveFlemington Road,,POINT (144.95196665126468 -37.79679899805757),121
-37.80891324235132,144.95504018635694,Toilet 154,,toilets,yes,yes,yes,City of Melbourne,no,Flagstaff Gardens (cnr William & Dudley),,POINT (144.95504018635694 -37.80891324235132),27
-37.818924455699296,144.9342385117904,"Victoria Harbour, Shed 2 (North Wharf Road)",,toilets,yes,yes,yes,City of Melbourne,no,,,POINT (144.9342385117904 -37.818924455699296),91
-37.815989825999864,144.97279836576897,Toilet 14,,toilets,no,yes,no,City of Melbourne,no,Flinders Street (27 Flinders Street),,POINT (144.97279836576897 -37.815989825999864),123
-37.82764304616528,144.98181166075952,Toilet 107,,toilets,yes,yes,yes,City of Melbourne,no,Alexandra Park,,POINT (144.98181166075952 -37.82764304616528),129
-37.82172068166997,144.95557809313962,Toilet 169,,toilets,yes,yes,yes,City of Melbourne,no,Batman Park (2A Spencer Street),,POINT (144.95557809313962 -37.82172068166997),25
-37.81343920794399,144.9629227264507,Toilet 6,,toilets,no,yes,no,City of Melbourne,no,Elizabeth Street (Toilet Adjacent 200 Elizabeth Street),,POINT (144.9629227264507 -37.81343920794399),52
-37.814345522392365,144.9551179464378,Toilet 1,,toilets,yes,yes,yes,City of Melbourne,no,Lonsdale Street (Opposite 581 Lonsdale Street),,POINT (144.9551179464378 -37.814345522392365),132
-37.80625893301874,144.9692027022002,Toilet 145,,toilets,yes,yes,yes,City of Melbourne,no,Carlton Gardens South (Opposite 39 Rathdowne Street),,POINT (144.9692027022002 -37.80625893301874),37
-37.80894206847336,144.96564884552268,Toilet 7,,toilets,no,yes,no,City of Melbourne,no,Latrobe Street (Adjacent 120 La Trobe Street),,POINT (144.96564884552268 -37.80894206847336),66
-37.80945202894246,144.97307695563703,Toilet 124,,toilets,no,yes,no,City of Melbourne,no,Nicholson Street (1A Nicholson Street),,POINT (144.97307695563703 -37.80945202894246),40
-37.82331083443533,144.94182760665478,Toilet 181,,toilets,yes,yes,yes,City of Melbourne,yes,Point Park (Point Park Crescent),,POINT (144.94182760665478 -37.82331083443533),130
-37.81722059052804,144.93400271183995,Ron Barassi Senior Park Pavilion,,toilets,U,U,U,City of Melbourne,U,,,POINT (144.93400271183995 -37.81722059052804),11
