latitude,longitude,type,info,category
-37.798924491881245,144.92595592847908,Treated Timber Drinking Fountain / JJ Holland Park,,drinking_fountains
-37.812430045460935,144.96501543858767,Stainless Steel Drinking Fountain / Leaf Type,,drinking_fountains
-37.81767138974231,144.9462535088493,Stainless Steel Drinking Fountain / Leaf Type,,drinking_fountains
-37.80443768421831,144.96343052616893,Stainless Steel Drinking Fountain / Leaf Type,Bottle Refill Tap,drinking_fountains
-37.81027785022815,144.9610923413044,Stainless Steel Drinking Fountain / Leaf Type,Bottle Refill Tap,drinking_fountains
-37.82842091627398,144.98460191449672,Stainless Steel Drinking Fountain / Leaf Type,Bottle Refill Tap,drinking_fountains
-37.78528327065247,144.96619195051946,Drinking Fountain / Monument Style Type 2,Hardy Reserve,drinking_fountains
-37.795118666338084,144.95091878885694,Leaf Type / Dog Bowl ,Royal Park,drinking_fountains
-37.79745516285821,144.92349296059965,Historic or Heritage Drinking Fountains / JJ Holland Park,,drinking_fountains
-37.81152641068227,144.9728037168352,Stainless Steel Drinking Fountain / Leaf Type,Bottle Refill Tap,drinking_fountains
-37.78493695299493,144.96233927588727,Stainless Steel Drinking Fountain / Leaf Type,Princes Park,drinking_fountains
-37.80241728553812,144.97202290316702,Leaf Type / With Bottle Refill Tap,Carlton Gardens North,drinking_fountains
-37.80726039782801,144.95788106825034,Stainless Steel Drinking Fountain / Leaf Type,Bottle Refill Tap,drinking_fountains
-37.809316361164214,144.95453335359068,Stainless Steel Drinking Fountain / Leaf Type,Bottle Refill Tap,drinking_fountains
-37.829762043290245,144.9650239066239,Treated Timber Drinking Fountain / Sturt Street Reserve,,drinking_fountains
-37.80282308235531,144.96630068198394,Drinking Fountain / Monument Style Type 2,Argyle Square,drinking_fountains
-37.81319698844885,144.97374469190206,Stainless Steel Drinking Fountain / Leaf Type,,drinking_fountains
-37.80663190787703,144.95991334440367,Duke & Duchess of York Memorial Drinking Fountain,,drinking_fountains
-37.81331469375451,144.9666513135716,Stainless Steel Drinking Fountain / Leaf Type,Bottle Refill Tap,drinking_fountains
-37.78784948378831,144.92456233354102,Leaf Type / Dog Bowl ,Newmarket Reserve,drinking_fountains
-37.77990316842913,144.96103894553204,Historic or Heritage Drinking Fountains / Princes Park,,drinking_fountains
-37.83210001827241,144.975544260503,Treated Timber Drinking Fountain / Shrine Gardens,,drinking_fountains
-37.79889823757444,144.94401837483926,Stainless Steel Drinking Fountain / Leaf Type,Gardiner Reserve,drinking_fountains
-37.811468256332006,144.96175067722208,Stainless Steel Drinking Fountain / Leaf Type,Bottle Refill Tap,drinking_fountains
-37.79735923804568,144.97398629700336,Stainless Steel Drinking Fountain / Leaf Type,Station Street Park,drinking_fountains
-37.794034684551164,144.91961812395766,Leaf Type / Dog Bowl,Stockmans Way,drinking_fountains
-37.80899368753833,144.9728686722591,Stainless Steel Drinking Fountain / Leaf Type,Bottle Refill Tap,drinking_fountains
-37.843405472059246,144.9823703451879,Leaf Type / Dog Bowl,Fawkner Park,drinking_fountains
-37.811184402608355,144.9751861982011,Stainless Steel Drinking Fountain / Leaf Type,,drinking_fountains
-37.81437973339851,144.97601583515225,Stainless Steel Drinking Fountain / Leaf Type,Bottle Refill Tap,drinking_fountains
-37.81942840031672,144.94578822758686,Stainless Steel Drinking Fountain / Leaf Type,,drinking_fountains
-37.81678974689995,144.96933696934119,Stainless Steel Drinking Fountain / Leaf Type,,drinking_fountains
-37.82760195838954,144.9819469602272,Treated Timber Drinking Fountain / Alexandra Park,,drinking_fountains
-37.81818027452629,144.97128244641144,Stainless Steel Drinking Fountain / Leaf Type,Bottle Refill Tap,drinking_fountains
-37.812710697465654,144.96535589295792,Stainless Steel Drinking Fountain / Leaf Type,Bottle Refill Tap,drinking_fountains
-37.811005097961136,144.95862163735288,Stainless Steel Drinking Fountain / Leaf Type,Bottle Refill Tap,drinking_fountains
-37.81956008903184,144.96060041327848,Drinking Fountain / Type 1,,drinking_fountains
-37.815691536791896,144.98226715782863,Leaf Type / Dog Bowl ,Fitzroy Gardens,drinking_fountains
-37.81601000604859,144.97270242239682,Stainless Steel Drinking Fountain / Leaf Type,,drinking_fountains
-37.84249232047023,144.9843961780638,Leaf Type / With Bottle Refill Tap,Fawkner Park,drinking_fountains
