address,latitude,created_date,longitude,organisation,classification,name,category,title,type,website,tree_common_name,tree_scientific_name,date_of_tree_planted,theme,sub_theme,geometry,location_id
,-37.8306631583233,,144.980850432751,,,Royal Botanic Gardens,landmarks,,,,,,,Leisure/Recreation,Informal Outdoor Facility (Park/Garden/Reserve),POINT (144.980850432751 -37.8306631583233),129
,-37.820469374101,,144.986671109615,,,Yarra Park,landmarks,,,,,,,Leisure/Recreation,Informal Outdoor Facility (Park/Garden/Reserve),POINT (144.986671109615 -37.820469374101),93
,-37.8243437355246,,144.96447462898,,,Coronial Services Centre of Victoria,landmarks,,,,,,,Office,Office,POINT (144.96447462898 -37.8243437355246),80
,-37.8121881194053,,144.935684018873,,,Icehouse,landmarks,,,,,,,Leisure/Recreation,Indoor Recreation Facility,POINT (144.935684018873 -37.8121881194053),11
,-37.8127621113552,,144.973433796529,,,Parliament Railway Station,landmarks,,,,,,,Transport,Railway Station,POINT (144.973433796529 -37.8127621113552),18
,-37.8095762219384,,144.972330132127,,,Parliament Railway Station,landmarks,,,,,,,Transport,Railway Station,POINT (144.972330132127 -37.8095762219384),40
,-37.8097759325888,,144.962670059539,,,Melbourne Central Railway Station,landmarks,,,,,,,Transport,Railway Station,POINT (144.962670059539 -37.8097759325888),62
,-37.7869105822519,,144.908190706069,,,Flemington Racecourse Railway Station,landmarks,,,,,,,Transport,Railway Station,POINT (144.908190706069 -37.7869105822519),103
,-37.81299206932,,144.989062559512,,,Darling Square,landmarks,,,,,,,Leisure/Recreation,Informal Outdoor Facility (Park/Garden/Reserve),POINT (144.989062559512 -37.81299206932),93
,-37.8222182774409,,144.954039975197,,,Victoria Police Museum,landmarks,,,,,,,Place Of Assembly,Art Gallery/Museum,POINT (144.954039975197 -37.8222182774409),25
,-37.8191798798062,,144.960426777129,,,Immigration Museum,landmarks,,,,,,,Place Of Assembly,Art Gallery/Museum,POINT (144.960426777129 -37.8191798798062),14
,-37.8169549012399,,144.967681647402,,,St Pauls Cathedral,landmarks,,,,,,,Place of Worship,Church,POINT (144.967681647402 -37.8169549012399),41
,-37.8083471006041,,144.930613255612,,,Melbourne Wholesale Fish Market,landmarks,,,,,,,Warehouse/Store,Store Yard,POINT (144.930613255612 -37.8083471006041),11
,-37.8085761281612,,144.975373745366,,,Fire Services Museum Victoria,landmarks,,,,,,,Place Of Assembly,Art Gallery/Museum,POINT (144.975373745366 -37.8085761281612),40
,-37.7973939595503,,144.964156669702,,,The Ian Potter Museum Of Art,landmarks,,,,,,,Place Of Assembly,Art Gallery/Museum,POINT (144.964156669702 -37.7973939595503),44
,-37.7982892284927,,144.96099520158,,,University of Melbourne,landmarks,,,,,,,Education Centre,Tertiary (University),POINT (144.96099520158 -37.7982892284927),43
,-37.8106891897454,,144.965714574014,,,QV Village,landmarks,,,,,,,Mixed Use,Retail/Office/Residential/Carpark,POINT (144.965714574014 -37.8106891897454),30
,-37.809852620638,,144.973462202839,,,Parliament Reserve,landmarks,,,,,,,Leisure/Recreation,Informal Outdoor Facility (Park/Garden/Reserve),POINT (144.973462202839 -37.809852620638),40
,-37.7999470049655,,144.943290801869,,,North Melbourne Recreation Centre (Aquatic),landmarks,,,,,,,Leisure/Recreation,Major Sports & Recreation Facility,POINT (144.943290801869 -37.7999470049655),86
,-37.799771364073,,144.940963510723,,,North Melbourne Football Club,landmarks,,,,,,,Office,Office,POINT (144.940963510723 -37.799771364073),86
,-37.7997051197931,,144.940368286395,,,North Melbourne Recreation Centre (Gymnasium),landmarks,,,,,,,Leisure/Recreation,Gymnasium/Health Club,POINT (144.940368286395 -37.7997051197931),86
,-37.7934377042609,,144.971696548624,,,Carlton Baths,landmarks,,,,,,,Leisure/Recreation,Indoor Recreation Facility,POINT (144.971696548624 -37.7934377042609),50
,-37.814002127195,,144.9785597431,,,Conservatory,landmarks,,,,,,,Community Use,Public Buildings,POINT (144.9785597431 -37.814002127195),95
,-37.8215157539717,,144.964456721965,,,Eureka Tower,landmarks,,,,,,,Mixed Use,Retail/Residential,POINT (144.964456721965 -37.8215157539717),35
,-37.8219745489446,,144.96246144843,,,Freshwater Place,landmarks,,,,,,,Mixed Use,Retail/Office/Residential/Carpark,POINT (144.96246144843 -37.8219745489446),14
,-37.8177352402006,,144.967937138226,,,Melbourne Visitor Centre,landmarks,,,,,,,Community Use,Visitor Centre,POINT (144.967937138226 -37.8177352402006),72
,-37.8176107327202,,144.969070431323,,,Australian Centre For The Moving Image (ACMI),landmarks,,,,,,,Place Of Assembly,Art Gallery/Museum,POINT (144.969070431323 -37.8176107327202),119
,-37.8097374138234,,144.981383411592,,,Dallas Brooks Centre,landmarks,,,,,,,Place Of Assembly,Function/Conference/Exhibition Centre,POINT (144.981383411592 -37.8097374138234),94
,-37.8118847831837,,144.962422614541,,,St Francis Church,landmarks,,,,,,,Place of Worship,Church,POINT (144.962422614541 -37.8118847831837),47
,-37.8101281201969,,144.952468571683,,,St James Church,landmarks,,,,,,,Place of Worship,Church,POINT (144.952468571683 -37.8101281201969),132
,-37.8031663672997,,144.953761537074,,,St Mary's Anglican Church,landmarks,,,,,,,Place of Worship,Church,POINT (144.953761537074 -37.8031663672997),27
,-37.8145687802664,,144.96855105335,,,Scots Church,landmarks,,,,,,,Place of Worship,Church,POINT (144.96855105335 -37.8145687802664),98
,-37.8143851324913,,144.969174036096,,,St Michael's Uniting Church,landmarks,,,,,,,Place of Worship,Church,POINT (144.969174036096 -37.8143851324913),39
,-37.8088064667555,,144.978259089269,,,Greek Orthodox Church,landmarks,,,,,,,Place of Worship,Church,POINT (144.978259089269 -37.8088064667555),94
,-37.8035538471344,,144.947671538375,,,North Melbourne Uniting,landmarks,,,,,,,Place of Worship,Church,POINT (144.947671538375 -37.8035538471344),86
,-37.8407473645397,,144.98562699348,,,South Yarra Presbyterian Church,landmarks,,,,,,,Place of Worship,Church,POINT (144.98562699348 -37.8407473645397),129
,-37.809113728917,,144.97422190954,,,East Melbourne Synagogue,landmarks,,,,,,,Place of Worship,Synagogue,POINT (144.97422190954 -37.809113728917),40
,-37.8137384362671,,144.91753432375,,,Port of Melbourne,landmarks,,,,,,,Transport,Transport Terminal,POINT (144.91753432375 -37.8137384362671),11
,-37.7840864379557,,144.961967841559,,,Carlton Football Club,landmarks,,,,,,,Leisure/Recreation,Major Sports & Recreation Facility,POINT (144.961967841559 -37.7840864379557),44
,-37.8020953835112,,144.969406272035,,,Carlton Gardens Primary School,landmarks,,,,,,,Education Centre,Primary Schools,POINT (144.969406272035 -37.8020953835112),31
,-37.8017690847403,,144.971997551189,,,Carlton Gardens North,landmarks,,,,,,,Leisure/Recreation,Informal Outdoor Facility (Park/Garden/Reserve),POINT (144.971997551189 -37.8017690847403),31
,-37.8255239795833,,144.974107925144,,,Kings Domain,landmarks,,,,,,,Leisure/Recreation,Informal Outdoor Facility (Park/Garden/Reserve),POINT (144.974107925144 -37.8255239795833),115
,-37.8342561018747,,144.976285045233,,,Melbourne Grammar School,landmarks,,,,,,,Education Centre,Secondary Schools,POINT (144.976285045233 -37.8342561018747),129
,-37.8216684581887,,144.968836241692,,,FairFax Studio,landmarks,,,,,,,Place Of Assembly,Theatre Live,POINT (144.968836241692 -37.8216684581887),28
,-37.7908082646624,,144.912142987372,,,Flemington Racecourse,landmarks,,,,,,,Leisure/Recreation,Major Sports & Recreation Facility,POINT (144.912142987372 -37.7908082646624),103
,-37.8143993575938,,144.975952335785,,,Treasury Gardens,landmarks,,,,,,,Leisure/Recreation,Informal Outdoor Facility (Park/Garden/Reserve),POINT (144.975952335785 -37.8143993575938),75
,-37.8129178793082,,144.975236759799,,,Treasury Reserve,landmarks,,,,,,,Mixed Use,Retail/Office,POINT (144.975236759799 -37.8129178793082),17
,-37.8093444587231,,144.982336768182,,,Epworth Freemasons Hospital : Medical Centre,landmarks,,,,,,,Health Services,Private Hospital,POINT (144.982336768182 -37.8093444587231),94
,-37.8136147671606,,144.956846193891,,,Melbourne Magistrates Court,landmarks,,,,,,,Community Use,Government Building,POINT (144.956846193891 -37.8136147671606),108
,-37.8122356514626,,144.956318211113,,,Flagstaff Railway Station,landmarks,,,,,,,Transport,Railway Station,POINT (144.956318211113 -37.8122356514626),109
,-37.8194921618419,,144.983402879078,,,Melbourne Cricket Ground (MCG),landmarks,,,,,,,Leisure/Recreation,Major Sports & Recreation Facility,POINT (144.983402879078 -37.8194921618419),93
,-37.8310746380616,,144.913822928701,,,Melbourne International Karting Complex,landmarks,,,,,,,Vacant Land,Vacant Land - Undeveloped Site,POINT (144.913822928701 -37.8310746380616),91
,-37.8202245786597,,144.965989052839,,,Southgate Arts and Leisure Precinct,landmarks,,,,,,,Mixed Use,Retail/Office/Carpark,POINT (144.965989052839 -37.8202245786597),35
,-37.8266045432686,,144.967252924593,,,Australian Centre for Contemporary Art,landmarks,,,,,,,Place Of Assembly,Art Gallery/Museum,POINT (144.967252924593 -37.8266045432686),28
,-37.8101140950474,,144.975901529712,,,St Patricks Cathedral,landmarks,,,,,,,Place of Worship,Church,POINT (144.975901529712 -37.8101140950474),40
,-37.811246655376,,144.97372641185,,,Parliament House,landmarks,,,,,,,Office,Office,POINT (144.97372641185 -37.811246655376),40
,-37.8121838748712,,144.957055454136,,,Former Royal Mint,landmarks,,,,,,,Office,Office,POINT (144.957055454136 -37.8121838748712),107
,-37.8216381244891,,144.971049530478,,,Queen Victoria Gardens,landmarks,,,,,,,Leisure/Recreation,Informal Outdoor Facility (Park/Garden/Reserve),POINT (144.971049530478 -37.8216381244891),28
,-37.8176921210305,,144.968740597156,,,SBS (Special Broadcasting Service),landmarks,,,,,,,Office,Office,POINT (144.968740597156 -37.8176921210305),72
,-37.8178516571684,,144.968963600783,,,Federation Square,landmarks,,,,,,,Leisure/Recreation,Informal Outdoor Facility (Park/Garden/Reserve),POINT (144.968963600783 -37.8178516571684),119
,-37.8152178789077,,144.941617889032,,,New Quay,landmarks,,,,,,,Leisure/Recreation,Informal Outdoor Facility (Park/Garden/Reserve),POINT (144.941617889032 -37.8152178789077),12
,-37.8142318521296,,144.935655305362,,,Central City Studios,landmarks,,,,,,,Purpose Built,Film & RV Studio,POINT (144.935655305362 -37.8142318521296),11
,-37.8152925454954,,144.942283726231,,,New Quay Marina,landmarks,,,,,,,Transport,Marina,POINT (144.942283726231 -37.8152925454954),12
,-37.7878473341234,,144.922972125346,,,Newmarket Reserve,landmarks,,,,,,,Leisure/Recreation,Informal Outdoor Facility (Park/Garden/Reserve),POINT (144.922972125346 -37.7878473341234),103
,-37.7988892460088,,144.954897253856,,,Royal Womens Hospital,landmarks,,,,,,,Health Services,Public Hospital,POINT (144.954897253856 -37.7988892460088),64
,-37.8224995970811,,144.951254841448,,,The Mission To Seafarers Victoria,landmarks,,,,,,,Specialist Residential Accommodation,Hostel,POINT (144.951254841448 -37.8224995970811),9
,-37.8116945351989,,144.936833674975,,,Wonderland Park,landmarks,,,,,,,Leisure/Recreation,"Outdoor Recreation Facility (Zoo, Golf Course)",POINT (144.936833674975 -37.8116945351989),11
,-37.8220456119807,,144.978487173787,,,Rod Laver Arena,landmarks,,,,,,,Leisure/Recreation,Major Sports & Recreation Facility,POINT (144.978487173787 -37.8220456119807),110
,-37.8209085970021,,144.978735802793,,,Melbourne Park,landmarks,,,,,,,Leisure/Recreation,Major Sports & Recreation Facility,POINT (144.978735802793 -37.8209085970021),110
,-37.823110002667,,144.981834802535,,,Hisense Arena,landmarks,,,,,,,Leisure/Recreation,Major Sports & Recreation Facility,POINT (144.981834802535 -37.823110002667),110
,-37.8035518129299,,144.971690718887,,,Melbourne Museum,landmarks,,,,,,,Place Of Assembly,Art Gallery/Museum,POINT (144.971690718887 -37.8035518129299),37
,-37.8239733704282,,144.967450979234,,,Elisabeth Murdoch Hall,landmarks,,,,,,,Community Use,Public Buildings,POINT (144.967450979234 -37.8239733704282),28
,-37.8238327885805,,144.967682729667,,,Melbourne Recital Centre,landmarks,,,,,,,Community Use,Public Buildings,POINT (144.967682729667 -37.8238327885805),28
,-37.8199901009015,,144.967992144257,,,Hamer Hall,landmarks,,,,,,,Place Of Assembly,Theatre Live,POINT (144.967992144257 -37.8199901009015),29
,-37.7982358832177,,144.923837074813,,,J.J Holland Park,landmarks,,,,,,,Leisure/Recreation,Informal Outdoor Facility (Park/Garden/Reserve),POINT (144.923837074813 -37.7982358832177),85
,-37.7997270537735,,144.925837749713,,,South Kensington Railway Station,landmarks,,,,,,,Transport,Railway Station,POINT (144.925837749713 -37.7997270537735),85
,-37.7942060847278,,144.950048264678,,,Royal Childrens Hospital,landmarks,,,,,,,Health Services,Public Hospital,POINT (144.950048264678 -37.7942060847278),121
,-37.7812684282825,,144.951667833921,,,Royal Park Railway Station,landmarks,,,,,,,Transport,Railway Station,POINT (144.951667833921 -37.7812684282825),121
,-37.8189544909462,,144.984669809381,,,National Sports Museum,landmarks,,,,,,,Place Of Assembly,Art Gallery/Museum,POINT (144.984669809381 -37.8189544909462),93
,-37.8244982228756,,144.964675254819,,,State Coroners Office,landmarks,,,,,,,Office,Office,POINT (144.964675254819 -37.8244982228756),80
,-37.8116384403974,,144.9561186805,,,Flagstaff Railway Station,landmarks,,,,,,,Transport,Railway Station,POINT (144.9561186805 -37.8116384403974),109
,-37.8105992402369,,144.96169061383,,,Melbourne Central Railway Station,landmarks,,,,,,,Transport,Railway Station,POINT (144.96169061383 -37.8105992402369),55
,-37.8108930047401,,144.963100728702,,,Melbourne Central Railway Station,landmarks,,,,,,,Transport,Railway Station,POINT (144.963100728702 -37.8108930047401),47
,-37.814954347831,,144.96732254212,,,Athanaeum Theatre,landmarks,,,,,,,Place Of Assembly,Theatre Live,POINT (144.96732254212 -37.814954347831),98
,-37.7948375315825,,144.915607065132,,,Riverside Park,landmarks,,,,,,,Leisure/Recreation,"Outdoor Recreation Facility (Zoo, Golf Course)",POINT (144.915607065132 -37.7948375315825),103
,-37.8111222889277,,144.954696055235,,,Flagstaff Gardens,landmarks,,,,,,,Leisure/Recreation,Informal Outdoor Facility (Park/Garden/Reserve),POINT (144.954696055235 -37.8111222889277),109
,-37.7986737155551,,144.951065772876,,,North Melbourne Primary School,landmarks,,,,,,,Education Centre,Primary Schools,POINT (144.951065772876 -37.7986737155551),121
,-37.8109975612842,,144.969520183129,,,Her Majesty's Theatre,landmarks,,,,,,,Place Of Assembly,Theatre Live,POINT (144.969520183129 -37.8109975612842),20
,-37.8413996708186,,144.981625667877,,,Fawkner Park,landmarks,,,,,,,Leisure/Recreation,Informal Outdoor Facility (Park/Garden/Reserve),POINT (144.981625667877 -37.8413996708186),129
,-37.8129616331579,,144.980455714669,,,Fitzroy Gardens,landmarks,,,,,,,Leisure/Recreation,Informal Outdoor Facility (Park/Garden/Reserve),POINT (144.980455714669 -37.8129616331579),94
,-37.8145407488014,,144.980554992725,,,Sinclair's Cottage,landmarks,,,,,,,Place Of Assembly,Art Gallery/Museum,POINT (144.980554992725 -37.8145407488014),116
,-37.7978743305343,,144.953780325865,,,BIO 21 Institute,landmarks,,,,,,,Education Centre,Tertiary (University),POINT (144.953780325865 -37.7978743305343),121
,-37.820210269629,,144.959276859602,,,Enterprize Park,landmarks,,,,,,,Leisure/Recreation,Informal Outdoor Facility (Park/Garden/Reserve),POINT (144.959276859602 -37.820210269629),131
,-37.8179063007545,,144.967064817875,,,Flinders Street Railway Station,landmarks,,,,,,,Transport,Railway Station,POINT (144.967064817875 -37.8179063007545),79
,-37.8092318636838,,144.975247619376,,,Metropolitan Fire Brigade (MFB),landmarks,,,,,,,Community Use,Fire Station,POINT (144.975247619376 -37.8092318636838),40
,-37.7993071664096,,144.956389746765,,,Royal Melbourne Hospital,landmarks,,,,,,,Health Services,Public Hospital,POINT (144.956389746765 -37.7993071664096),64
,-37.8133854259085,,144.954027907736,,,Koorie Heritage Trust Inc,landmarks,,,,,,,Place Of Assembly,Art Gallery/Museum,POINT (144.954027907736 -37.8133854259085),132
,-37.8123961677596,,144.955823833257,,,Commonwealth Law Courts,landmarks,,,,,,,Community Use,Public Buildings,POINT (144.955823833257 -37.8123961677596),109
,-37.8080795360545,,144.964452974798,,,RMIT University,landmarks,,,,,,,Education Centre,Tertiary (University),POINT (144.964452974798 -37.8080795360545),59
,-37.7983318676737,,144.971514146104,,,Macarthur Square,landmarks,,,,,,,Leisure/Recreation,Informal Outdoor Facility (Park/Garden/Reserve),POINT (144.971514146104 -37.7983318676737),50
,-37.8071585350561,,144.963189789721,,,City Baths,landmarks,,,,,,,Leisure/Recreation,Major Sports & Recreation Facility,POINT (144.963189789721 -37.8071585350561),61
,-37.8314918578874,,144.908824792698,,,Westgate Park,landmarks,,,,,,,Leisure/Recreation,Informal Outdoor Facility (Park/Garden/Reserve),POINT (144.908824792698 -37.8314918578874),91
,-37.8073823625058,,144.942429848025,,,North Melbourne Railway Station,landmarks,,,,,,,Transport,Railway Station,POINT (144.942429848025 -37.8073823625058),12
,-37.8144604899837,,144.979471339826,,,Cooks' Cottage,landmarks,,,,,,,Place Of Assembly,Art Gallery/Museum,POINT (144.979471339826 -37.8144604899837),95
,-37.80460262432,,144.971521914952,,,Royal Exhibition Building,landmarks,,,,,,,Place Of Assembly,Art Gallery/Museum,POINT (144.971521914952 -37.80460262432),37
,-37.8125077646598,,144.958298873269,,,Melbourne Childrens Court,landmarks,,,,,,,Community Use,Public Buildings,POINT (144.958298873269 -37.8125077646598),107
,-37.8161760471742,,144.947496254547,,,Etihad Stadium,landmarks,,,,,,,Leisure/Recreation,Major Sports & Recreation Facility,POINT (144.947496254547 -37.8161760471742),10
